knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN92631_c1_g1_i2	TRINITY_DN80947_c0_g1_i8
TRINITY_DN81229_c4_g1_i6	TRINITY_DN79974_c0_g2_i8
TRINITY_DN81229_c1_g1_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN80418_c10_g1_i5	TRINITY_DN91852_c8_g2_i4
TRINITY_DN75844_c7_g4_i1	TRINITY_DN85878_c16_g2_i3
TRINITY_DN93605_c1_g2_i11	TRINITY_DN92057_c1_g1_i8
TRINITY_DN76920_c6_g2_i1	TRINITY_DN92073_c7_g1_i2
TRINITY_DN74946_c8_g2_i4	TRINITY_DN85768_c21_g1_i5
TRINITY_DN88471_c2_g3_i2	TRINITY_DN93556_c6_g1_i10
TRINITY_DN92748_c5_g1_i3	TRINITY_DN86021_c5_g5_i5
TRINITY_DN87949_c5_g3_i3	TRINITY_DN93124_c1_g1_i6
TRINITY_DN88471_c2_g1_i2	TRINITY_DN75871_c6_g2_i4
TRINITY_DN81229_c3_g1_i1	TRINITY_DN81098_c13_g1_i2
TRINITY_DN88471_c2_g2_i8	TRINITY_DN73225_c14_g1_i2
TRINITY_DN82695_c4_g1_i4	TRINITY_DN84821_c0_g1_i7
TRINITY_DN93424_c5_g1_i12	TRINITY_DN91147_c9_g1_i6
TRINITY_DN88471_c2_g3_i1	TRINITY_DN86151_c10_g2_i5
TRINITY_DN80418_c10_g1_i2	TRINITY_DN92810_c0_g2_i4
TRINITY_DN92575_c5_g5_i1	TRINITY_DN80219_c1_g1_i3
TRINITY_DN81229_c2_g1_i1	TRINITY_DN83010_c0_g2_i2
TRINITY_DN93087_c14_g1_i14	TRINITY_DN93367_c10_g1_i8
TRINITY_DN93148_c9_g1_i34	TRINITY_DN89594_c2_g1_i10
TRINITY_DN86722_c7_g1_i4	TRINITY_DN92073_c7_g1_i3
TRINITY_DN82695_c4_g1_i7	TRINITY_DN85374_c13_g1_i6
TRINITY_DN82695_c4_g1_i5	TRINITY_DN93239_c4_g1_i6
TRINITY_DN80418_c10_g1_i7	TRINITY_DN90876_c10_g1_i2
TRINITY_DN91380_c13_g1_i4	TRINITY_DN81092_c8_g2_i1
TRINITY_DN92375_c7_g1_i3	TRINITY_DN89680_c4_g1_i10
TRINITY_DN75921_c4_g1_i4	TRINITY_DN89599_c4_g1_i14
TRINITY_DN88471_c2_g2_i4	TRINITY_DN84628_c8_g2_i2
TRINITY_DN83416_c10_g2_i6	TRINITY_DN88565_c11_g2_i2
TRINITY_DN91055_c3_g2_i1	TRINITY_DN84708_c6_g2_i1
TRINITY_DN90831_c5_g1_i12	TRINITY_DN88584_c3_g2_i4
TRINITY_DN82397_c4_g1_i6	TRINITY_DN84783_c5_g2_i7
TRINITY_DN90373_c7_g2_i2	TRINITY_DN84130_c4_g2_i19
TRINITY_DN93103_c3_g1_i8	TRINITY_DN92066_c5_g1_i9
TRINITY_DN86545_c5_g1_i3	TRINITY_DN71712_c13_g1_i1
TRINITY_DN80418_c10_g1_i3	TRINITY_DN82218_c12_g1_i3
TRINITY_DN92052_c4_g1_i8	TRINITY_DN72297_c9_g1_i1
TRINITY_DN92343_c5_g1_i4	TRINITY_DN81313_c5_g1_i1
TRINITY_DN87001_c10_g1_i12	TRINITY_DN74861_c6_g7_i1
TRINITY_DN93340_c8_g1_i9	TRINITY_DN86105_c5_g1_i2
TRINITY_DN87001_c10_g1_i5	TRINITY_DN89641_c5_g1_i1
TRINITY_DN92120_c3_g2_i10	TRINITY_DN81647_c4_g2_i8
TRINITY_DN90612_c0_g1_i1	TRINITY_DN90630_c9_g1_i10
TRINITY_DN89600_c0_g1_i3	TRINITY_DN92506_c6_g1_i8
TRINITY_DN79663_c8_g1_i1	TRINITY_DN84817_c5_g1_i9
TRINITY_DN88471_c2_g2_i6	TRINITY_DN92506_c6_g1_i9
TRINITY_DN93536_c2_g3_i6	TRINITY_DN91597_c4_g1_i2
TRINITY_DN92088_c10_g1_i4	TRINITY_DN79132_c6_g1_i5
TRINITY_DN92958_c1_g1_i12	TRINITY_DN71090_c0_g1_i3
TRINITY_DN92811_c7_g1_i6	TRINITY_DN93025_c5_g6_i1
TRINITY_DN91631_c5_g1_i1	TRINITY_DN90125_c11_g1_i1
TRINITY_DN87597_c2_g2_i2	TRINITY_DN93024_c5_g1_i4
TRINITY_DN83957_c6_g2_i1	TRINITY_DN76223_c12_g1_i3
TRINITY_DN92221_c13_g1_i1	TRINITY_DN83957_c6_g2_i7
TRINITY_DN77616_c8_g1_i2	TRINITY_DN82401_c2_g1_i12
TRINITY_DN80047_c2_g1_i1	TRINITY_DN75937_c2_g2_i2
TRINITY_DN92958_c1_g1_i15	TRINITY_DN88709_c6_g1_i2
TRINITY_DN86473_c5_g1_i1	TRINITY_DN83954_c7_g1_i5
TRINITY_DN79363_c2_g1_i8	TRINITY_DN88739_c6_g1_i3
TRINITY_DN76209_c6_g1_i2	TRINITY_DN88612_c10_g1_i1
TRINITY_DN92752_c8_g1_i3	TRINITY_DN90655_c15_g1_i7
TRINITY_DN91729_c1_g2_i4	TRINITY_DN87537_c2_g2_i1
TRINITY_DN79283_c13_g2_i13	TRINITY_DN92378_c1_g3_i2
TRINITY_DN88726_c8_g2_i12	TRINITY_DN83805_c14_g1_i4
TRINITY_DN89135_c4_g1_i18	TRINITY_DN85661_c6_g1_i14
TRINITY_DN89121_c9_g1_i6	TRINITY_DN83596_c8_g1_i9
TRINITY_DN83143_c2_g1_i2	TRINITY_DN93420_c3_g1_i2
TRINITY_DN77862_c7_g2_i2	TRINITY_DN75760_c14_g1_i2
TRINITY_DN79105_c8_g3_i4	TRINITY_DN89594_c2_g1_i5
TRINITY_DN91457_c4_g1_i11	TRINITY_DN91989_c7_g1_i2
TRINITY_DN88471_c2_g2_i5	TRINITY_DN78389_c9_g1_i6
TRINITY_DN75921_c4_g1_i2	TRINITY_DN89390_c1_g1_i8
TRINITY_DN93366_c0_g1_i2	TRINITY_DN77025_c11_g2_i1
TRINITY_DN91852_c8_g1_i5	TRINITY_DN90595_c13_g1_i1
TRINITY_DN85374_c13_g1_i9	TRINITY_DN84111_c7_g1_i3
TRINITY_DN93641_c3_g1_i3	TRINITY_DN92506_c6_g1_i7
TRINITY_DN90269_c3_g2_i4	TRINITY_DN88547_c9_g1_i3
TRINITY_DN91931_c8_g3_i2	TRINITY_DN88497_c0_g1_i10
TRINITY_DN84319_c14_g1_i2	TRINITY_DN91078_c3_g2_i3
TRINITY_DN79183_c1_g1_i1	TRINITY_DN76039_c13_g4_i1
TRINITY_DN88673_c2_g1_i2	TRINITY_DN92543_c5_g1_i8
TRINITY_DN91287_c13_g1_i6	TRINITY_DN92506_c6_g1_i1
TRINITY_DN86166_c13_g1_i8	TRINITY_DN90485_c13_g1_i5
TRINITY_DN92026_c2_g1_i7	TRINITY_DN86363_c4_g1_i1
TRINITY_DN87025_c11_g1_i6	TRINITY_DN72479_c9_g3_i3
TRINITY_DN93254_c8_g1_i5	TRINITY_DN89527_c4_g2_i7
TRINITY_DN75768_c6_g3_i4	TRINITY_DN80486_c7_g1_i5
TRINITY_DN92069_c7_g1_i13	TRINITY_DN89641_c0_g1_i4
TRINITY_DN89833_c12_g2_i12	TRINITY_DN76180_c10_g1_i1
TRINITY_DN93087_c14_g1_i4	TRINITY_DN78470_c0_g1_i1
TRINITY_DN87985_c12_g1_i4	TRINITY_DN85634_c10_g1_i6
TRINITY_DN92777_c8_g3_i1	TRINITY_DN83809_c4_g3_i4
TRINITY_DN87846_c3_g2_i6	TRINITY_DN83118_c12_g2_i5
TRINITY_DN87015_c16_g1_i1	TRINITY_DN89390_c1_g1_i2
TRINITY_DN73447_c15_g1_i7	TRINITY_DN77336_c11_g1_i3
TRINITY_DN86617_c6_g3_i4	TRINITY_DN80947_c0_g1_i2
TRINITY_DN92442_c12_g1_i9	TRINITY_DN93174_c0_g1_i8
TRINITY_DN91106_c9_g1_i3	TRINITY_DN77288_c8_g1_i7
TRINITY_DN91562_c2_g1_i5	TRINITY_DN84010_c14_g1_i3
TRINITY_DN92764_c5_g1_i6	TRINITY_DN90125_c11_g2_i1
TRINITY_DN89789_c6_g2_i2	TRINITY_DN89527_c4_g2_i14
TRINITY_DN88555_c12_g1_i4	TRINITY_DN117262_c0_g1_i3
TRINITY_DN76326_c12_g2_i8	TRINITY_DN91196_c4_g1_i5
TRINITY_DN89081_c3_g1_i3	TRINITY_DN90990_c15_g2_i3
TRINITY_DN93474_c7_g1_i11	TRINITY_DN78901_c10_g1_i6
TRINITY_DN84186_c9_g1_i1	TRINITY_DN81098_c13_g1_i4
TRINITY_DN91457_c4_g1_i16	TRINITY_DN72193_c10_g1_i5
TRINITY_DN89012_c11_g1_i4	TRINITY_DN77422_c4_g1_i1
TRINITY_DN76616_c14_g1_i6	TRINITY_DN93174_c0_g1_i22
TRINITY_DN91045_c7_g1_i9	TRINITY_DN76191_c12_g1_i1
TRINITY_DN82510_c12_g2_i1	TRINITY_DN92657_c11_g2_i13
TRINITY_DN93446_c1_g1_i9	TRINITY_DN90709_c1_g1_i12
TRINITY_DN86818_c0_g1_i10	TRINITY_DN81188_c1_g1_i3
	TRINITY_DN93024_c5_g1_i3
	TRINITY_DN84920_c15_g3_i2
	TRINITY_DN83954_c7_g1_i3
	TRINITY_DN80849_c9_g1_i5
	TRINITY_DN89135_c2_g1_i2
	TRINITY_DN84409_c4_g1_i7
	TRINITY_DN93288_c11_g1_i3
	TRINITY_DN93124_c1_g1_i10
