knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN88471_c2_g3	TRINITY_DN76831_c11_g2
TRINITY_DN89789_c6_g2	TRINITY_DN78704_c2_g1
TRINITY_DN88471_c2_g1	TRINITY_DN81098_c13_g1
	TRINITY_DN92810_c0_g1
	TRINITY_DN83954_c7_g1
	TRINITY_DN89641_c5_g1
	TRINITY_DN84694_c4_g1
	TRINITY_DN92410_c4_g2
	TRINITY_DN92506_c6_g1
	TRINITY_DN84616_c8_g3
	TRINITY_DN93288_c13_g1
	TRINITY_DN72297_c9_g1
	TRINITY_DN93288_c11_g2
	TRINITY_DN92810_c0_g2
	TRINITY_DN93288_c11_g1
	TRINITY_DN77025_c11_g2
	TRINITY_DN93174_c0_g1
	TRINITY_DN81092_c8_g1
	TRINITY_DN88490_c2_g1
	TRINITY_DN89641_c0_g1
	TRINITY_DN90969_c13_g3
	TRINITY_DN93288_c12_g1
	TRINITY_DN78394_c14_g1
	TRINITY_DN92524_c15_g1
	TRINITY_DN91050_c5_g5
	TRINITY_DN90515_c1_g1
	TRINITY_DN91050_c9_g1
	TRINITY_DN83136_c13_g1
	TRINITY_DN90734_c9_g6
	TRINITY_DN76180_c10_g1
	TRINITY_DN89641_c2_g1
	TRINITY_DN93024_c5_g1
	TRINITY_DN90515_c2_g1
	TRINITY_DN76218_c9_g2
	TRINITY_DN91050_c5_g1
	TRINITY_DN77025_c11_g4
	TRINITY_DN91050_c11_g1
	TRINITY_DN72763_c2_g1
	TRINITY_DN93399_c3_g1
	TRINITY_DN72479_c9_g3
	TRINITY_DN90125_c11_g2
	TRINITY_DN86459_c10_g1
	TRINITY_DN91050_c6_g3
	TRINITY_DN91050_c6_g4
	TRINITY_DN91273_c9_g2
	TRINITY_DN71712_c13_g1
	TRINITY_DN93025_c5_g3
	TRINITY_DN84918_c10_g1
	TRINITY_DN87781_c12_g1
	TRINITY_DN90344_c9_g4
	TRINITY_DN89752_c3_g2
