knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN81229_c3_g1_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN88471_c2_g3_i1	TRINITY_DN92810_c0_g2_i4
TRINITY_DN80418_c10_g1_i2	TRINITY_DN90515_c1_g1_i5
TRINITY_DN81229_c4_g1_i6	TRINITY_DN84920_c15_g3_i2
TRINITY_DN81229_c1_g1_i1	TRINITY_DN90515_c1_g1_i10
TRINITY_DN88471_c2_g3_i2	TRINITY_DN89641_c0_g1_i1
TRINITY_DN80418_c10_g1_i3	TRINITY_DN91237_c5_g4_i2
TRINITY_DN80418_c10_g1_i5	TRINITY_DN89641_c0_g1_i4
TRINITY_DN86448_c12_g1_i9	TRINITY_DN80947_c0_g1_i8
TRINITY_DN88471_c2_g2_i8	TRINITY_DN91982_c2_g1_i6
TRINITY_DN88471_c2_g2_i4	TRINITY_DN89641_c5_g1_i1
TRINITY_DN92343_c5_g1_i5	TRINITY_DN92810_c0_g2_i6
TRINITY_DN84736_c8_g1_i1	TRINITY_DN87598_c2_g3_i6
TRINITY_DN75844_c7_g4_i1	TRINITY_DN90125_c11_g1_i1
TRINITY_DN88471_c2_g1_i2	TRINITY_DN91237_c5_g4_i4
TRINITY_DN82901_c10_g1_i6	TRINITY_DN81098_c13_g1_i3
TRINITY_DN82695_c4_g1_i7	TRINITY_DN71712_c13_g1_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN72297_c9_g1_i1
TRINITY_DN92575_c5_g5_i1	TRINITY_DN85878_c16_g2_i3
TRINITY_DN88471_c2_g2_i6	TRINITY_DN92052_c4_g1_i1
TRINITY_DN80418_c10_g1_i7	TRINITY_DN93367_c10_g1_i8
TRINITY_DN82695_c4_g1_i5	TRINITY_DN82189_c7_g4_i4
TRINITY_DN81229_c4_g1_i2	TRINITY_DN76180_c10_g1_i1
TRINITY_DN89789_c6_g2_i4	TRINITY_DN92073_c7_g1_i2
TRINITY_DN92052_c4_g1_i8	TRINITY_DN93025_c5_g3_i6
TRINITY_DN92221_c13_g1_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN87940_c7_g3_i2	TRINITY_DN74861_c6_g7_i1
TRINITY_DN80418_c10_g1_i1	TRINITY_DN93024_c5_g1_i5
TRINITY_DN82695_c4_g1_i4	TRINITY_DN81092_c8_g2_i1
TRINITY_DN88471_c2_g2_i7	TRINITY_DN91388_c12_g6_i1
TRINITY_DN84871_c5_g1_i5	TRINITY_DN89641_c2_g1_i1
TRINITY_DN84186_c9_g1_i1	TRINITY_DN90595_c13_g1_i1
TRINITY_DN93479_c5_g1_i8	TRINITY_DN79974_c0_g2_i8
TRINITY_DN75158_c11_g1_i4	TRINITY_DN91539_c8_g1_i2
TRINITY_DN78740_c10_g1_i4	TRINITY_DN86021_c5_g5_i5
TRINITY_DN86186_c8_g1_i9	TRINITY_DN72467_c13_g1_i7
TRINITY_DN86722_c7_g1_i4	TRINITY_DN92506_c6_g1_i1
TRINITY_DN93103_c3_g1_i8	TRINITY_DN80943_c11_g2_i1
TRINITY_DN91388_c12_g6_i2	TRINITY_DN92073_c7_g1_i3
TRINITY_DN83564_c1_g2_i1	TRINITY_DN91339_c9_g2_i6
TRINITY_DN89789_c6_g2_i1	TRINITY_DN84498_c10_g1_i21
TRINITY_DN88471_c2_g2_i5	TRINITY_DN86949_c10_g3_i2
TRINITY_DN92343_c5_g1_i4	TRINITY_DN93288_c11_g1_i1
TRINITY_DN92958_c1_g1_i12	TRINITY_DN72304_c14_g1_i2
TRINITY_DN80581_c12_g1_i6	TRINITY_DN91089_c6_g1_i11
TRINITY_DN92777_c8_g3_i1	TRINITY_DN83804_c8_g1_i8
TRINITY_DN81229_c4_g1_i5	TRINITY_DN84821_c0_g1_i7
TRINITY_DN80047_c2_g1_i1	TRINITY_DN92786_c3_g2_i2
TRINITY_DN90332_c5_g1_i3	TRINITY_DN93124_c1_g1_i6
TRINITY_DN87259_c12_g1_i1	TRINITY_DN89667_c8_g1_i9
TRINITY_DN88471_c2_g2_i2	TRINITY_DN76119_c16_g3_i7
TRINITY_DN92519_c10_g1_i2	TRINITY_DN93728_c0_g1_i1
TRINITY_DN90297_c4_g2_i3	TRINITY_DN93288_c11_g2_i2
TRINITY_DN88471_c1_g1_i1	TRINITY_DN87051_c11_g2_i3
TRINITY_DN78725_c12_g3_i8	TRINITY_DN93024_c5_g1_i3
TRINITY_DN77616_c8_g1_i2	TRINITY_DN90125_c11_g2_i1
TRINITY_DN92958_c1_g1_i15	TRINITY_DN75937_c2_g2_i2
TRINITY_DN80219_c1_g1_i17	TRINITY_DN92057_c1_g1_i14
TRINITY_DN89269_c12_g1_i1	TRINITY_DN84708_c6_g2_i1
TRINITY_DN89509_c4_g1_i15	TRINITY_DN88611_c4_g1_i1
TRINITY_DN76225_c9_g2_i4	TRINITY_DN92254_c0_g1_i1
TRINITY_DN87001_c10_g1_i9	TRINITY_DN89976_c14_g1_i10
TRINITY_DN89012_c11_g1_i4	TRINITY_DN93239_c4_g1_i6
TRINITY_DN89212_c9_g4_i1	TRINITY_DN83428_c4_g3_i2
TRINITY_DN84525_c11_g1_i3	TRINITY_DN93379_c13_g2_i1
TRINITY_DN87846_c3_g2_i6	TRINITY_DN93025_c5_g6_i1
TRINITY_DN79864_c12_g1_i3	TRINITY_DN75681_c4_g3_i7
TRINITY_DN89789_c6_g2_i2	TRINITY_DN85146_c12_g1_i2
TRINITY_DN93405_c6_g1_i3	TRINITY_DN90232_c13_g1_i3
TRINITY_DN72024_c13_g2_i4	TRINITY_DN80708_c0_g2_i1
TRINITY_DN83823_c8_g4_i7	TRINITY_DN91769_c10_g2_i7
TRINITY_DN86034_c12_g2_i2	TRINITY_DN90491_c7_g1_i6
TRINITY_DN93164_c11_g1_i14	TRINITY_DN93106_c4_g1_i19
TRINITY_DN81389_c3_g2_i13	TRINITY_DN80347_c11_g2_i4
TRINITY_DN93751_c1_g1_i21	TRINITY_DN77312_c10_g1_i2
TRINITY_DN89847_c10_g1_i1	TRINITY_DN79558_c6_g3_i9
TRINITY_DN93455_c1_g1_i7	TRINITY_DN93701_c4_g1_i14
TRINITY_DN88471_c2_g4_i1	TRINITY_DN83805_c14_g1_i4
TRINITY_DN92331_c2_g1_i8	TRINITY_DN84628_c8_g2_i2
TRINITY_DN78487_c4_g1_i9	TRINITY_DN93364_c2_g2_i5
TRINITY_DN92252_c6_g1_i9	TRINITY_DN86050_c8_g1_i5
TRINITY_DN93751_c1_g1_i27	TRINITY_DN93072_c9_g2_i2
TRINITY_DN75844_c7_g3_i1	TRINITY_DN90564_c4_g3_i1
TRINITY_DN86768_c3_g2_i13	TRINITY_DN79584_c13_g1_i4
TRINITY_DN93788_c3_g1_i2	TRINITY_DN84821_c0_g1_i4
TRINITY_DN89316_c6_g1_i8	TRINITY_DN92811_c7_g1_i1
TRINITY_DN89600_c0_g1_i3	TRINITY_DN72135_c16_g1_i2
TRINITY_DN92764_c5_g1_i6	TRINITY_DN88681_c5_g2_i5
TRINITY_DN89208_c0_g1_i6	TRINITY_DN93174_c0_g1_i22
TRINITY_DN83601_c10_g1_i3	TRINITY_DN93606_c3_g1_i2
TRINITY_DN92502_c8_g1_i8	TRINITY_DN74346_c13_g1_i7
	TRINITY_DN89976_c14_g1_i6
	TRINITY_DN74577_c0_g1_i2
	TRINITY_DN77148_c12_g1_i4
	TRINITY_DN71631_c12_g1_i4
	TRINITY_DN90630_c9_g1_i10
	TRINITY_DN93701_c4_g1_i12
	TRINITY_DN87314_c8_g1_i3
	TRINITY_DN92048_c15_g1_i1
	TRINITY_DN78548_c5_g2_i8
	TRINITY_DN84980_c15_g1_i7
	TRINITY_DN92102_c7_g1_i1
	TRINITY_DN71090_c0_g1_i3
	TRINITY_DN81647_c4_g2_i1
	TRINITY_DN72479_c9_g3_i1
	TRINITY_DN89379_c13_g1_i2
	TRINITY_DN91147_c9_g1_i3
	TRINITY_DN92156_c10_g1_i13
	TRINITY_DN88768_c9_g2_i2
	TRINITY_DN76831_c11_g4_i1
	TRINITY_DN77396_c8_g1_i6
	TRINITY_DN92337_c3_g1_i5
	TRINITY_DN93685_c3_g2_i12
	TRINITY_DN90859_c10_g1_i3
	TRINITY_DN81647_c4_g2_i3
	TRINITY_DN85370_c12_g1_i1
	TRINITY_DN89152_c10_g1_i9
