knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN80418_c10_g1_i2	TRINITY_DN90515_c1_g1_i5
TRINITY_DN89012_c11_g1_i2	TRINITY_DN84920_c15_g3_i2
TRINITY_DN80418_c10_g1_i3	TRINITY_DN92810_c0_g2_i6
TRINITY_DN88471_c2_g3_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN88471_c2_g3_i2	TRINITY_DN92810_c0_g2_i3
TRINITY_DN81229_c3_g1_i1	TRINITY_DN92506_c6_g1_i3
TRINITY_DN80418_c10_g1_i7	TRINITY_DN89641_c0_g1_i3
TRINITY_DN92343_c5_g1_i5	TRINITY_DN90515_c1_g1_i10
TRINITY_DN82695_c4_g1_i5	TRINITY_DN93288_c11_g1_i4
TRINITY_DN88471_c2_g2_i8	TRINITY_DN83136_c13_g1_i1
TRINITY_DN88471_c2_g2_i6	TRINITY_DN72297_c9_g1_i1
TRINITY_DN88471_c2_g2_i4	TRINITY_DN92810_c0_g2_i4
TRINITY_DN81229_c4_g1_i6	TRINITY_DN92506_c6_g1_i7
TRINITY_DN82695_c4_g1_i7	TRINITY_DN71712_c13_g1_i1
TRINITY_DN80418_c10_g1_i11	TRINITY_DN89641_c2_g1_i1
TRINITY_DN88471_c2_g2_i7	TRINITY_DN93012_c8_g1_i1
TRINITY_DN81229_c1_g1_i1	TRINITY_DN89641_c0_g1_i6
TRINITY_DN80418_c10_g1_i5	TRINITY_DN89641_c5_g1_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN89641_c0_g1_i4
TRINITY_DN88471_c2_g1_i2	TRINITY_DN77025_c11_g4_i1
TRINITY_DN84186_c9_g1_i1	TRINITY_DN93367_c10_g1_i8
TRINITY_DN88471_c1_g1_i1	TRINITY_DN91273_c9_g2_i1
TRINITY_DN90300_c6_g4_i1	TRINITY_DN76180_c10_g1_i1
TRINITY_DN90150_c8_g1_i18	TRINITY_DN93288_c11_g2_i6
TRINITY_DN81229_c4_g1_i2	TRINITY_DN92506_c6_g1_i8
TRINITY_DN82021_c8_g3_i5	TRINITY_DN90595_c13_g1_i1
TRINITY_DN84871_c5_g1_i5	TRINITY_DN90125_c11_g1_i1
TRINITY_DN89634_c5_g1_i6	TRINITY_DN74861_c6_g7_i1
TRINITY_DN80581_c12_g1_i6	TRINITY_DN80947_c0_g1_i8
TRINITY_DN80418_c10_g1_i1	TRINITY_DN84738_c6_g1_i1
TRINITY_DN83557_c11_g3_i1	TRINITY_DN93025_c5_g3_i6
TRINITY_DN92279_c4_g2_i4	TRINITY_DN83954_c7_g1_i3
TRINITY_DN75844_c7_g4_i1	TRINITY_DN89680_c4_g1_i10
TRINITY_DN86448_c12_g1_i9	TRINITY_DN88237_c19_g1_i1
TRINITY_DN91901_c13_g1_i5	TRINITY_DN77769_c15_g1_i2
TRINITY_DN88471_c2_g2_i5	TRINITY_DN92506_c6_g1_i1
TRINITY_DN92573_c5_g1_i16	TRINITY_DN76726_c13_g2_i1
TRINITY_DN88471_c2_g2_i2	TRINITY_DN83954_c7_g1_i2
TRINITY_DN87001_c10_g1_i9	TRINITY_DN77025_c11_g2_i1
TRINITY_DN90504_c2_g1_i2	TRINITY_DN81092_c8_g2_i1
TRINITY_DN79864_c12_g1_i3	TRINITY_DN85878_c16_g2_i3
TRINITY_DN89789_c6_g2_i4	TRINITY_DN93024_c5_g1_i5
TRINITY_DN92934_c7_g1_i12	TRINITY_DN85393_c11_g1_i4
TRINITY_DN83184_c4_g2_i5	TRINITY_DN92378_c1_g2_i4
TRINITY_DN92575_c5_g5_i1	TRINITY_DN92073_c7_g1_i2
TRINITY_DN92375_c7_g1_i3	TRINITY_DN85393_c11_g1_i1
TRINITY_DN92442_c12_g1_i9	TRINITY_DN91237_c5_g4_i7
TRINITY_DN92221_c13_g1_i1	TRINITY_DN79974_c0_g2_i8
TRINITY_DN82695_c4_g1_i4	TRINITY_DN90515_c1_g1_i8
TRINITY_DN82901_c10_g1_i6	TRINITY_DN93399_c3_g1_i1
TRINITY_DN81856_c6_g1_i3	TRINITY_DN86021_c5_g5_i5
TRINITY_DN91287_c13_g1_i6	TRINITY_DN93025_c5_g6_i1
TRINITY_DN86054_c12_g1_i11	TRINITY_DN93288_c11_g1_i1
TRINITY_DN92958_c1_g1_i12	TRINITY_DN90069_c16_g1_i1
TRINITY_DN76209_c6_g1_i1	TRINITY_DN69702_c0_g1_i2
TRINITY_DN90629_c3_g1_i2	TRINITY_DN78394_c14_g1_i3
TRINITY_DN88471_c2_g4_i1	TRINITY_DN91852_c8_g2_i2
TRINITY_DN89789_c6_g1_i5	TRINITY_DN92066_c5_g1_i9
TRINITY_DN75713_c11_g1_i1	TRINITY_DN76119_c16_g3_i7
TRINITY_DN92777_c8_g3_i1	TRINITY_DN81092_c8_g1_i1
TRINITY_DN93103_c3_g1_i8	TRINITY_DN90125_c11_g2_i1
TRINITY_DN92761_c2_g1_i2	TRINITY_DN75123_c9_g1_i2
TRINITY_DN87095_c9_g3_i5	TRINITY_DN93180_c6_g1_i15
TRINITY_DN93082_c2_g2_i4	TRINITY_DN93024_c5_g1_i3
TRINITY_DN92752_c8_g1_i19	TRINITY_DN73052_c14_g1_i4
TRINITY_DN92752_c8_g1_i3	TRINITY_DN93124_c1_g1_i6
TRINITY_DN93479_c5_g1_i8	TRINITY_DN77718_c0_g1_i3
TRINITY_DN92052_c4_g1_i8	TRINITY_DN90630_c9_g1_i10
TRINITY_DN81261_c7_g2_i1	TRINITY_DN92378_c1_g3_i2
TRINITY_DN79658_c9_g2_i1	TRINITY_DN71090_c0_g1_i3
TRINITY_DN92958_c1_g1_i15	TRINITY_DN81387_c14_g1_i1
TRINITY_DN75844_c7_g3_i1	TRINITY_DN92073_c7_g1_i3
TRINITY_DN89847_c10_g1_i1	TRINITY_DN72302_c3_g1_i2
TRINITY_DN81229_c4_g1_i5	TRINITY_DN87497_c9_g1_i1
TRINITY_DN72928_c12_g1_i1	TRINITY_DN76831_c11_g4_i1
TRINITY_DN83574_c5_g10_i1	TRINITY_DN90264_c9_g1_i1
TRINITY_DN87001_c10_g1_i12	TRINITY_DN79283_c13_g2_i9
TRINITY_DN93405_c6_g1_i3	TRINITY_DN75871_c6_g2_i4
TRINITY_DN92343_c5_g1_i4	TRINITY_DN92506_c6_g1_i9
TRINITY_DN84591_c8_g1_i5	TRINITY_DN93174_c0_g1_i22
TRINITY_DN92519_c10_g1_i2	TRINITY_DN91147_c9_g1_i6
TRINITY_DN86054_c12_g1_i13	TRINITY_DN88261_c8_g1_i8
TRINITY_DN89012_c11_g1_i4	TRINITY_DN84708_c6_g2_i1
TRINITY_DN81620_c12_g1_i6	TRINITY_DN93239_c4_g1_i6
TRINITY_DN89212_c9_g4_i1	TRINITY_DN72479_c9_g3_i1
TRINITY_DN87198_c15_g2_i2	TRINITY_DN72479_c9_g3_i5
TRINITY_DN86545_c5_g1_i3	TRINITY_DN81098_c13_g1_i3
TRINITY_DN92502_c8_g1_i8	TRINITY_DN92506_c6_g1_i6
TRINITY_DN76225_c9_g2_i4	TRINITY_DN92460_c12_g1_i2
TRINITY_DN84628_c8_g2_i9	TRINITY_DN84628_c8_g2_i2
TRINITY_DN93500_c7_g1_i16	TRINITY_DN90062_c7_g1_i5
TRINITY_DN93455_c1_g1_i7	TRINITY_DN79132_c6_g1_i5
TRINITY_DN80047_c2_g1_i1	TRINITY_DN93564_c13_g3_i3
TRINITY_DN83223_c3_g1_i1	TRINITY_DN85375_c3_g2_i12
TRINITY_DN90612_c0_g1_i2	TRINITY_DN89135_c4_g1_i2
TRINITY_DN86722_c7_g1_i4	TRINITY_DN83805_c14_g1_i4
TRINITY_DN83564_c1_g2_i1	TRINITY_DN93379_c13_g2_i1
TRINITY_DN84525_c11_g1_i3	TRINITY_DN88130_c17_g1_i2
TRINITY_DN77616_c8_g1_i2	TRINITY_DN75937_c2_g2_i2
TRINITY_DN92764_c5_g1_i6	TRINITY_DN90485_c13_g1_i5
TRINITY_DN72024_c13_g2_i4	TRINITY_DN93526_c4_g1_i4
TRINITY_DN89132_c13_g1_i11	TRINITY_DN85835_c6_g3_i7
TRINITY_DN89789_c6_g2_i2	TRINITY_DN91147_c9_g1_i5
TRINITY_DN92360_c0_g1_i2	TRINITY_DN82031_c0_g1_i3
TRINITY_DN82656_c9_g1_i1	TRINITY_DN88612_c10_g1_i1
TRINITY_DN87001_c10_g1_i6	TRINITY_DN70790_c0_g1_i1
TRINITY_DN90332_c5_g1_i3	TRINITY_DN86898_c2_g2_i11
TRINITY_DN92912_c3_g1_i6	TRINITY_DN86105_c5_g1_i2
TRINITY_DN90404_c2_g5_i4	TRINITY_DN74544_c7_g1_i1
TRINITY_DN89732_c10_g1_i5	TRINITY_DN91237_c5_g4_i4
TRINITY_DN73711_c8_g4_i4	TRINITY_DN84478_c7_g6_i1
TRINITY_DN92442_c12_g1_i5	TRINITY_DN82251_c11_g1_i1
TRINITY_DN93374_c3_g1_i1	TRINITY_DN82868_c11_g1_i1
TRINITY_DN90072_c10_g1_i8	TRINITY_DN93445_c5_g1_i13
TRINITY_DN91457_c4_g1_i16	TRINITY_DN91989_c7_g1_i2
TRINITY_DN93137_c4_g1_i9	TRINITY_DN91586_c5_g1_i3
TRINITY_DN87846_c3_g2_i6	TRINITY_DN69758_c0_g1_i2
TRINITY_DN92671_c3_g2_i14	TRINITY_DN76374_c8_g1_i4
TRINITY_DN71474_c0_g1_i2	TRINITY_DN84453_c15_g1_i1
TRINITY_DN90630_c9_g1_i5	TRINITY_DN76637_c9_g1_i1
TRINITY_DN92331_c2_g1_i8	TRINITY_DN84851_c8_g1_i5
TRINITY_DN86006_c8_g1_i12	TRINITY_DN82401_c2_g1_i12
TRINITY_DN84871_c5_g2_i1	TRINITY_DN92088_c10_g1_i14
TRINITY_DN78128_c14_g1_i4	TRINITY_DN90876_c10_g1_i2
TRINITY_DN87095_c9_g2_i4	TRINITY_DN77276_c11_g1_i2
TRINITY_DN75921_c5_g5_i1	TRINITY_DN87469_c4_g1_i8
TRINITY_DN84680_c2_g1_i1	TRINITY_DN93339_c7_g1_i17
TRINITY_DN91082_c2_g1_i8	TRINITY_DN81647_c4_g2_i1
TRINITY_DN77526_c6_g1_i10	TRINITY_DN88058_c2_g1_i4
TRINITY_DN83657_c11_g1_i4	TRINITY_DN88709_c6_g1_i2
TRINITY_DN81839_c14_g1_i2	TRINITY_DN84783_c5_g2_i7
TRINITY_DN125412_c0_g1_i1	TRINITY_DN86363_c4_g1_i1
TRINITY_DN93148_c9_g1_i24	TRINITY_DN91302_c3_g1_i6
TRINITY_DN86818_c0_g1_i10	TRINITY_DN90367_c1_g1_i1
TRINITY_DN87259_c12_g1_i1	TRINITY_DN86898_c2_g2_i12
TRINITY_DN90071_c4_g8_i1	TRINITY_DN90655_c15_g1_i7
TRINITY_DN89789_c6_g2_i3	TRINITY_DN88739_c6_g1_i3
TRINITY_DN79650_c11_g2_i5	TRINITY_DN89167_c5_g1_i3
TRINITY_DN86818_c0_g1_i8	TRINITY_DN81098_c13_g1_i1
TRINITY_DN88687_c0_g1_i1	TRINITY_DN90439_c8_g1_i1
TRINITY_DN93563_c9_g1_i2	TRINITY_DN90322_c3_g1_i1
TRINITY_DN81231_c18_g1_i2	TRINITY_DN87805_c13_g1_i7
TRINITY_DN89789_c6_g2_i1	TRINITY_DN92850_c12_g2_i15
TRINITY_DN92202_c4_g1_i12	TRINITY_DN84821_c0_g1_i7
TRINITY_DN68861_c0_g1_i1	TRINITY_DN84694_c4_g1_i2
TRINITY_DN78128_c14_g1_i3	TRINITY_DN84633_c7_g2_i1
TRINITY_DN88688_c8_g1_i9	TRINITY_DN90439_c8_g1_i3
TRINITY_DN81231_c20_g1_i1	TRINITY_DN91487_c4_g2_i5
TRINITY_DN93198_c5_g1_i4	TRINITY_DN85517_c5_g3_i2
TRINITY_DN92331_c2_g1_i10	TRINITY_DN91597_c4_g1_i2
TRINITY_DN92100_c5_g1_i4	TRINITY_DN81053_c7_g1_i2
TRINITY_DN81229_c4_g1_i8	TRINITY_DN88570_c5_g2_i2
TRINITY_DN92806_c8_g1_i13	TRINITY_DN70433_c0_g1_i1
TRINITY_DN83604_c7_g1_i5	TRINITY_DN82933_c8_g1_i1
TRINITY_DN81229_c4_g1_i1	TRINITY_DN82544_c12_g1_i1
TRINITY_DN78718_c15_g1_i7	TRINITY_DN80910_c14_g1_i7
TRINITY_DN81331_c7_g2_i7	TRINITY_DN84478_c7_g3_i3
TRINITY_DN84827_c13_g1_i5	TRINITY_DN92835_c6_g1_i6
TRINITY_DN85788_c1_g1_i7	TRINITY_DN63333_c0_g1_i2
TRINITY_DN74806_c8_g1_i1	TRINITY_DN72306_c16_g1_i1
TRINITY_DN92137_c4_g2_i2	TRINITY_DN92810_c0_g1_i1
TRINITY_DN90468_c7_g1_i9	TRINITY_DN73247_c11_g1_i2
TRINITY_DN88487_c9_g1_i2	TRINITY_DN84616_c8_g3_i1
TRINITY_DN82510_c12_g2_i1	TRINITY_DN78721_c9_g1_i2
TRINITY_DN83705_c11_g1_i10	TRINITY_DN88237_c18_g1_i1
TRINITY_DN92806_c8_g1_i4	TRINITY_DN83843_c2_g2_i3
TRINITY_DN76683_c13_g2_i1	TRINITY_DN80188_c11_g1_i7
TRINITY_DN92594_c7_g2_i7	TRINITY_DN93701_c4_g1_i14
TRINITY_DN88471_c2_g1_i1	TRINITY_DN83999_c0_g1_i7
TRINITY_DN87521_c4_g3_i1	TRINITY_DN91975_c1_g1_i1
TRINITY_DN77013_c9_g2_i3	TRINITY_DN73043_c10_g1_i5
TRINITY_DN81636_c7_g1_i12	TRINITY_DN92134_c8_g1_i6
TRINITY_DN88471_c2_g2_i3	TRINITY_DN93701_c4_g1_i12
TRINITY_DN84818_c9_g2_i9	TRINITY_DN88334_c0_g1_i12
TRINITY_DN82296_c2_g3_i2	TRINITY_DN72135_c16_g1_i2
TRINITY_DN71478_c12_g2_i3	TRINITY_DN87506_c4_g2_i5
TRINITY_DN89948_c9_g2_i1	TRINITY_DN89091_c9_g2_i2
TRINITY_DN88768_c9_g5_i1	TRINITY_DN76942_c8_g1_i2
TRINITY_DN75590_c7_g1_i1	TRINITY_DN78990_c9_g1_i1
TRINITY_DN90402_c13_g4_i4	TRINITY_DN93701_c4_g1_i4
TRINITY_DN91457_c4_g1_i11	TRINITY_DN89135_c4_g1_i14
TRINITY_DN80891_c10_g1_i8	TRINITY_DN75760_c14_g1_i2
TRINITY_DN87001_c10_g1_i8	TRINITY_DN79845_c2_g1_i2
TRINITY_DN92256_c7_g1_i9	TRINITY_DN89399_c3_g2_i2
TRINITY_DN88335_c3_g1_i2	TRINITY_DN79508_c18_g1_i1
TRINITY_DN92072_c10_g1_i2	TRINITY_DN89527_c4_g2_i8
TRINITY_DN86617_c6_g3_i8	TRINITY_DN92629_c11_g3_i2
TRINITY_DN77929_c11_g1_i4	TRINITY_DN93701_c4_g1_i10
TRINITY_DN76514_c0_g4_i2	TRINITY_DN85419_c7_g2_i4
TRINITY_DN89592_c6_g4_i3	TRINITY_DN71712_c13_g1_i2
TRINITY_DN88852_c8_g1_i14	TRINITY_DN76249_c11_g3_i1
TRINITY_DN91431_c12_g3_i3	TRINITY_DN75981_c10_g1_i2
TRINITY_DN88687_c0_g1_i9	TRINITY_DN92407_c5_g1_i1
TRINITY_DN89833_c12_g2_i9	TRINITY_DN83954_c7_g1_i5
TRINITY_DN85419_c7_g2_i3	TRINITY_DN91806_c4_g3_i10
TRINITY_DN91534_c7_g1_i7	TRINITY_DN75315_c15_g1_i3
TRINITY_DN71284_c0_g1_i5	TRINITY_DN83960_c9_g1_i1
TRINITY_DN89136_c10_g1_i2	TRINITY_DN86910_c8_g1_i1
TRINITY_DN88277_c11_g1_i3	TRINITY_DN88584_c3_g2_i4
	TRINITY_DN76191_c12_g1_i1
	TRINITY_DN72479_c9_g3_i3
	TRINITY_DN90150_c8_g1_i12
	TRINITY_DN92543_c5_g1_i4
	TRINITY_DN85098_c8_g1_i5
