knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN90813_c1_g1_i3	TRINITY_DN84919_c0_g1_i4
TRINITY_DN80418_c10_g1_i3	TRINITY_DN85417_c2_g1_i9
TRINITY_DN78644_c14_g3_i2	TRINITY_DN89150_c12_g1_i3
TRINITY_DN89012_c11_g1_i2	TRINITY_DN84920_c15_g3_i2
TRINITY_DN80418_c10_g1_i2	TRINITY_DN90515_c1_g1_i5
TRINITY_DN88471_c2_g3_i1	TRINITY_DN89641_c0_g1_i1
TRINITY_DN86973_c3_g1_i4	TRINITY_DN85243_c1_g1_i2
TRINITY_DN89212_c6_g1_i1	TRINITY_DN82891_c2_g1_i3
TRINITY_DN72829_c0_g2_i1	TRINITY_DN90565_c0_g3_i1
TRINITY_DN74429_c11_g3_i1	TRINITY_DN85095_c2_g2_i1
TRINITY_DN88471_c2_g2_i8	TRINITY_DN85314_c14_g1_i1
TRINITY_DN81229_c3_g1_i1	TRINITY_DN92810_c0_g2_i6
TRINITY_DN88471_c2_g3_i2	TRINITY_DN89027_c0_g1_i18
TRINITY_DN80418_c10_g1_i7	TRINITY_DN89027_c0_g1_i14
TRINITY_DN71033_c0_g1_i1	TRINITY_DN82891_c2_g1_i10
TRINITY_DN71732_c15_g1_i3	TRINITY_DN88958_c9_g2_i1
TRINITY_DN85088_c9_g1_i2	TRINITY_DN85820_c0_g1_i2
TRINITY_DN92343_c5_g1_i5	TRINITY_DN86195_c6_g2_i2
TRINITY_DN92440_c0_g1_i2	TRINITY_DN82891_c2_g1_i2
TRINITY_DN91442_c1_g1_i1	TRINITY_DN93288_c12_g1_i1
TRINITY_DN80418_c10_g1_i11	TRINITY_DN82891_c2_g1_i4
TRINITY_DN75427_c0_g2_i1	TRINITY_DN92810_c0_g2_i3
TRINITY_DN86287_c12_g1_i1	TRINITY_DN93155_c5_g2_i1
TRINITY_DN89600_c0_g1_i7	TRINITY_DN93624_c1_g7_i1
TRINITY_DN93145_c2_g1_i2	TRINITY_DN89422_c5_g2_i2
TRINITY_DN81229_c4_g1_i6	TRINITY_DN73748_c12_g1_i2
TRINITY_DN88471_c2_g2_i4	TRINITY_DN88354_c11_g1_i2
TRINITY_DN88471_c2_g2_i6	TRINITY_DN90447_c9_g2_i3
TRINITY_DN82695_c4_g1_i7	TRINITY_DN89079_c0_g1_i4
TRINITY_DN91054_c6_g1_i2	TRINITY_DN89641_c0_g1_i7
TRINITY_DN86973_c5_g1_i1	TRINITY_DN88085_c7_g1_i1
TRINITY_DN81229_c1_g1_i1	TRINITY_DN89982_c0_g1_i2
TRINITY_DN93816_c18_g1_i3	TRINITY_DN85820_c0_g1_i11
TRINITY_DN93013_c5_g4_i2	TRINITY_DN91691_c7_g1_i4
TRINITY_DN86973_c3_g1_i2	TRINITY_DN89641_c0_g1_i3
TRINITY_DN88471_c2_g2_i7	TRINITY_DN91691_c7_g1_i3
TRINITY_DN89600_c0_g1_i5	TRINITY_DN76831_c11_g2_i1
TRINITY_DN71732_c15_g1_i1	TRINITY_DN89982_c0_g1_i1
TRINITY_DN86630_c11_g2_i10	TRINITY_DN89641_c0_g1_i8
TRINITY_DN91064_c7_g1_i3	TRINITY_DN74396_c12_g1_i1
TRINITY_DN92998_c1_g2_i1	TRINITY_DN90225_c1_g1_i1
TRINITY_DN86973_c2_g1_i3	TRINITY_DN91575_c4_g1_i3
TRINITY_DN71732_c15_g1_i2	TRINITY_DN85970_c0_g1_i1
TRINITY_DN86973_c7_g1_i1	TRINITY_DN89641_c0_g1_i6
TRINITY_DN93723_c1_g4_i2	TRINITY_DN90447_c9_g1_i1
TRINITY_DN83567_c15_g1_i1	TRINITY_DN91773_c2_g1_i7
TRINITY_DN92387_c6_g3_i2	TRINITY_DN72369_c2_g1_i7
TRINITY_DN93063_c9_g4_i1	TRINITY_DN90117_c3_g1_i1
TRINITY_DN80418_c10_g1_i5	TRINITY_DN92810_c0_g2_i8
TRINITY_DN87024_c0_g1_i6	TRINITY_DN74618_c11_g2_i1
TRINITY_DN93748_c7_g2_i1	TRINITY_DN91691_c6_g1_i1
TRINITY_DN93411_c3_g3_i10	TRINITY_DN72369_c2_g1_i3
TRINITY_DN88471_c2_g1_i2	TRINITY_DN85095_c3_g1_i1
TRINITY_DN93748_c7_g3_i2	TRINITY_DN89641_c0_g1_i2
TRINITY_DN89197_c2_g2_i2	TRINITY_DN91214_c8_g1_i1
TRINITY_DN86973_c1_g1_i1	TRINITY_DN87307_c6_g1_i1
TRINITY_DN91064_c7_g1_i6	TRINITY_DN89735_c11_g1_i5
TRINITY_DN72829_c0_g1_i3	TRINITY_DN82828_c13_g1_i1
TRINITY_DN80059_c8_g2_i4	TRINITY_DN85417_c2_g1_i8
TRINITY_DN72829_c0_g1_i7	TRINITY_DN89735_c11_g1_i4
TRINITY_DN82695_c4_g1_i4	TRINITY_DN74601_c17_g2_i1
TRINITY_DN77456_c3_g1_i2	TRINITY_DN84528_c1_g1_i7
TRINITY_DN87024_c0_g1_i4	TRINITY_DN89079_c0_g1_i3
TRINITY_DN80128_c9_g1_i2	TRINITY_DN91759_c10_g1_i2
TRINITY_DN91522_c4_g1_i2	TRINITY_DN90515_c1_g1_i1
TRINITY_DN89999_c0_g1_i6	TRINITY_DN86114_c3_g1_i4
TRINITY_DN72456_c14_g1_i7	TRINITY_DN90308_c2_g1_i17
TRINITY_DN92602_c11_g2_i3	TRINITY_DN74388_c9_g1_i1
TRINITY_DN90492_c0_g1_i3	TRINITY_DN85970_c1_g1_i1
TRINITY_DN90695_c12_g1_i6	TRINITY_DN77908_c3_g1_i1
TRINITY_DN86973_c2_g1_i2	TRINITY_DN84919_c0_g1_i2
TRINITY_DN90224_c7_g2_i2	TRINITY_DN78526_c5_g1_i3
TRINITY_DN85942_c3_g3_i4	TRINITY_DN91634_c1_g1_i1
TRINITY_DN90492_c0_g2_i1	TRINITY_DN72369_c2_g1_i10
TRINITY_DN81229_c4_g1_i7	TRINITY_DN91467_c15_g1_i1
TRINITY_DN86973_c3_g1_i5	TRINITY_DN81349_c13_g1_i1
TRINITY_DN88471_c1_g1_i1	TRINITY_DN93288_c11_g1_i1
TRINITY_DN88047_c9_g3_i2	TRINITY_DN91773_c2_g1_i2
TRINITY_DN88960_c5_g2_i1	TRINITY_DN82746_c17_g1_i1
TRINITY_DN82695_c4_g1_i5	TRINITY_DN91972_c6_g3_i3
TRINITY_DN92387_c6_g2_i1	TRINITY_DN71188_c0_g1_i1
TRINITY_DN91829_c2_g1_i7	TRINITY_DN79912_c9_g1_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN89316_c6_g2_i3
TRINITY_DN90492_c0_g1_i4	TRINITY_DN82146_c7_g1_i5
TRINITY_DN80043_c8_g2_i1	TRINITY_DN81381_c2_g3_i2
TRINITY_DN93748_c7_g3_i3	TRINITY_DN76855_c13_g1_i2
TRINITY_DN87756_c16_g1_i1	TRINITY_DN77075_c3_g1_i2
TRINITY_DN74838_c0_g1_i6	TRINITY_DN91470_c4_g1_i1
TRINITY_DN84438_c9_g1_i1	TRINITY_DN88213_c2_g1_i1
TRINITY_DN90492_c0_g1_i1	TRINITY_DN91634_c1_g1_i11
TRINITY_DN81856_c6_g3_i1	TRINITY_DN78613_c5_g1_i1
TRINITY_DN92998_c1_g1_i1	TRINITY_DN89079_c0_g1_i16
TRINITY_DN74838_c0_g1_i7	TRINITY_DN91575_c4_g1_i10
TRINITY_DN90492_c0_g1_i2	TRINITY_DN73996_c7_g1_i1
TRINITY_DN92761_c2_g1_i5	TRINITY_DN85154_c0_g1_i14
TRINITY_DN89600_c0_g1_i4	TRINITY_DN93681_c4_g1_i3
TRINITY_DN93748_c7_g1_i10	TRINITY_DN89079_c0_g1_i7
TRINITY_DN93748_c7_g3_i5	TRINITY_DN75309_c8_g1_i2
TRINITY_DN91442_c1_g1_i2	TRINITY_DN83140_c0_g1_i1
TRINITY_DN86357_c3_g1_i1	TRINITY_DN91876_c11_g2_i1
TRINITY_DN71885_c12_g1_i1	TRINITY_DN77813_c9_g1_i5
TRINITY_DN93530_c6_g1_i1	TRINITY_DN92816_c14_g1_i4
TRINITY_DN71364_c0_g1_i1	TRINITY_DN81343_c4_g1_i1
TRINITY_DN81229_c4_g1_i2	TRINITY_DN82818_c2_g1_i2
TRINITY_DN78529_c7_g1_i5	TRINITY_DN87482_c8_g4_i2
TRINITY_DN92625_c2_g1_i2	TRINITY_DN76936_c14_g1_i4
TRINITY_DN84871_c5_g1_i3	TRINITY_DN91634_c1_g1_i9
TRINITY_DN82021_c8_g3_i5	TRINITY_DN77075_c3_g1_i6
TRINITY_DN91790_c7_g1_i1	TRINITY_DN84528_c1_g1_i5
TRINITY_DN92967_c6_g1_i3	TRINITY_DN80871_c3_g3_i1
TRINITY_DN91143_c12_g1_i2	TRINITY_DN92063_c1_g1_i4
TRINITY_DN72666_c7_g1_i3	TRINITY_DN76458_c10_g1_i1
TRINITY_DN90965_c7_g2_i3	TRINITY_DN92810_c0_g2_i4
TRINITY_DN74491_c8_g1_i9	TRINITY_DN84602_c9_g1_i2
TRINITY_DN89600_c0_g1_i2	TRINITY_DN78424_c11_g1_i1
TRINITY_DN73367_c0_g1_i2	TRINITY_DN85820_c0_g1_i9
TRINITY_DN87024_c0_g1_i1	TRINITY_DN72369_c2_g1_i6
TRINITY_DN84416_c1_g1_i1	TRINITY_DN84821_c0_g1_i6
TRINITY_DN81516_c11_g1_i2	TRINITY_DN72803_c1_g2_i2
TRINITY_DN78529_c7_g1_i4	TRINITY_DN89641_c2_g1_i1
TRINITY_DN85470_c13_g1_i1	TRINITY_DN71158_c0_g1_i2
TRINITY_DN89634_c5_g1_i6	TRINITY_DN80615_c0_g1_i5
TRINITY_DN92387_c6_g3_i4	TRINITY_DN91298_c10_g1_i1
TRINITY_DN93470_c1_g1_i2	TRINITY_DN89641_c5_g1_i1
TRINITY_DN93748_c7_g3_i9	TRINITY_DN71819_c12_g2_i1
TRINITY_DN90749_c10_g1_i1	TRINITY_DN90515_c1_g1_i10
TRINITY_DN71177_c0_g1_i1	TRINITY_DN93288_c11_g1_i4
TRINITY_DN92165_c14_g3_i2	TRINITY_DN72302_c3_g1_i1
TRINITY_DN81856_c5_g3_i1	TRINITY_DN91634_c1_g1_i12
TRINITY_DN84709_c6_g2_i6	TRINITY_DN91330_c6_g2_i3
TRINITY_DN74838_c0_g1_i4	TRINITY_DN93701_c4_g2_i2
TRINITY_DN93006_c5_g1_i1	TRINITY_DN84528_c1_g1_i1
TRINITY_DN90150_c8_g1_i18	TRINITY_DN89928_c8_g1_i2
TRINITY_DN93553_c9_g1_i1	TRINITY_DN89079_c0_g1_i17
TRINITY_DN89600_c0_g1_i12	TRINITY_DN90308_c2_g1_i2
TRINITY_DN92091_c10_g3_i2	TRINITY_DN92810_c0_g2_i1
TRINITY_DN93748_c7_g1_i8	TRINITY_DN89860_c13_g2_i1
TRINITY_DN91795_c8_g2_i3	TRINITY_DN91955_c7_g2_i2
TRINITY_DN78099_c7_g1_i1	TRINITY_DN92063_c1_g1_i5
TRINITY_DN74491_c8_g1_i8	TRINITY_DN92506_c6_g1_i3
TRINITY_DN93145_c2_g1_i1	TRINITY_DN61246_c0_g1_i1
TRINITY_DN93470_c1_g1_i10	TRINITY_DN92830_c10_g3_i2
TRINITY_DN80602_c12_g1_i1	TRINITY_DN84821_c1_g1_i1
TRINITY_DN71100_c0_g1_i1	TRINITY_DN74564_c1_g1_i1
TRINITY_DN81856_c6_g1_i1	TRINITY_DN75194_c12_g1_i1
TRINITY_DN80418_c10_g1_i1	TRINITY_DN72369_c2_g1_i2
TRINITY_DN89789_c6_g2_i4	TRINITY_DN93288_c13_g1_i1
TRINITY_DN90629_c3_g1_i4	TRINITY_DN87378_c5_g2_i4
TRINITY_DN86701_c7_g2_i3	TRINITY_DN91955_c7_g2_i3
TRINITY_DN86081_c11_g1_i1	TRINITY_DN80672_c0_g1_i5
TRINITY_DN90566_c4_g1_i10	TRINITY_DN83140_c0_g1_i11
TRINITY_DN88085_c8_g1_i16	TRINITY_DN85820_c0_g1_i3
TRINITY_DN69119_c0_g1_i1	TRINITY_DN89166_c2_g1_i1
TRINITY_DN88471_c2_g2_i2	TRINITY_DN87724_c11_g1_i4
TRINITY_DN84525_c11_g1_i3	TRINITY_DN75244_c14_g1_i2
TRINITY_DN86623_c1_g1_i1	TRINITY_DN74017_c1_g1_i12
TRINITY_DN80771_c12_g1_i1	TRINITY_DN82553_c9_g2_i1
TRINITY_DN93787_c2_g1_i1	TRINITY_DN87490_c15_g3_i1
