knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN88471_c2_g3	TRINITY_DN76831_c11_g2
TRINITY_DN81229_c3_g1	TRINITY_DN89641_c0_g1
TRINITY_DN81229_c1_g1	TRINITY_DN92810_c0_g2
TRINITY_DN80418_c10_g1	TRINITY_DN93288_c12_g1
TRINITY_DN81229_c4_g1	TRINITY_DN90515_c1_g1
TRINITY_DN89789_c6_g2	TRINITY_DN93288_c11_g1
TRINITY_DN88471_c2_g2	TRINITY_DN89641_c5_g1
TRINITY_DN82695_c4_g1	TRINITY_DN93288_c11_g2
TRINITY_DN88471_c2_g1	TRINITY_DN93288_c13_g1
TRINITY_DN81229_c2_g1	TRINITY_DN89641_c2_g1
TRINITY_DN88471_c1_g1	TRINITY_DN72297_c9_g1
TRINITY_DN90300_c6_g4	TRINITY_DN92506_c6_g1
TRINITY_DN90492_c0_g1	TRINITY_DN92289_c18_g9
TRINITY_DN88471_c2_g4	TRINITY_DN90565_c0_g3
TRINITY_DN87001_c10_g1	TRINITY_DN72479_c9_g3
TRINITY_DN89600_c0_g1	TRINITY_DN81092_c8_g1
TRINITY_DN89789_c6_g1	TRINITY_DN91982_c2_g1
TRINITY_DN75844_c7_g4	TRINITY_DN109241_c0_g1
TRINITY_DN72829_c0_g1	TRINITY_DN76218_c9_g2
TRINITY_DN90300_c6_g2	TRINITY_DN81250_c1_g1
TRINITY_DN81856_c6_g1	TRINITY_DN85417_c2_g1
TRINITY_DN74491_c8_g1	TRINITY_DN84738_c6_g1
TRINITY_DN93113_c6_g1	TRINITY_DN85243_c1_g1
TRINITY_DN92998_c1_g2	TRINITY_DN89752_c3_g2
TRINITY_DN86973_c5_g1	TRINITY_DN72803_c1_g1
TRINITY_DN92998_c1_g1	TRINITY_DN93681_c7_g1
TRINITY_DN81856_c5_g1	TRINITY_DN91050_c1_g1
TRINITY_DN81856_c6_g2	TRINITY_DN86171_c2_g4
TRINITY_DN90492_c0_g2	TRINITY_DN87286_c10_g1
TRINITY_DN93113_c3_g2	TRINITY_DN87307_c6_g1
TRINITY_DN89212_c6_g1	TRINITY_DN83954_c7_g1
TRINITY_DN72829_c0_g2	TRINITY_DN90447_c9_g1
TRINITY_DN81856_c5_g3	TRINITY_DN90218_c9_g1
TRINITY_DN91770_c14_g1	TRINITY_DN81998_c5_g2
TRINITY_DN93113_c3_g4	TRINITY_DN92810_c0_g1
