knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN81229_c4_g1	TRINITY_DN93288_c12_g1
TRINITY_DN88471_c2_g2	TRINITY_DN89641_c0_g1
TRINITY_DN88471_c2_g3	TRINITY_DN92810_c0_g2
TRINITY_DN80418_c10_g1	TRINITY_DN89641_c2_g1
TRINITY_DN81229_c3_g1	TRINITY_DN76831_c11_g2
TRINITY_DN82695_c4_g1	TRINITY_DN92506_c6_g1
TRINITY_DN81229_c1_g1	TRINITY_DN93288_c11_g1
TRINITY_DN88471_c1_g1	TRINITY_DN89641_c5_g1
TRINITY_DN88471_c2_g1	TRINITY_DN84738_c6_g1
TRINITY_DN81229_c2_g1	TRINITY_DN93288_c13_g1
TRINITY_DN88813_c4_g1	TRINITY_DN72297_c9_g1
TRINITY_DN87001_c10_g1	TRINITY_DN87781_c12_g1
TRINITY_DN90300_c6_g4	TRINITY_DN71712_c13_g1
TRINITY_DN89789_c6_g1	TRINITY_DN83136_c13_g1
TRINITY_DN89789_c6_g2	TRINITY_DN81092_c8_g1
TRINITY_DN88471_c2_g4	TRINITY_DN83954_c7_g1
TRINITY_DN75844_c7_g4	TRINITY_DN77025_c11_g4
TRINITY_DN79658_c9_g2	TRINITY_DN93025_c5_g3
TRINITY_DN75844_c7_g3	TRINITY_DN84616_c8_g3
TRINITY_DN90555_c3_g1	TRINITY_DN76180_c10_g1
TRINITY_DN76209_c6_g1	TRINITY_DN91273_c9_g2
TRINITY_DN89847_c10_g1	TRINITY_DN69702_c0_g1
TRINITY_DN83574_c5_g10	TRINITY_DN90125_c11_g2
TRINITY_DN81229_c4_g2	TRINITY_DN77025_c11_g2
TRINITY_DN78128_c14_g1	TRINITY_DN93399_c3_g1
TRINITY_DN83223_c3_g1	TRINITY_DN93174_c0_g1
TRINITY_DN81261_c7_g2	TRINITY_DN81387_c14_g1
TRINITY_DN81231_c20_g1	TRINITY_DN78394_c14_g1
TRINITY_DN81229_c0_g1	TRINITY_DN90125_c11_g1
TRINITY_DN84871_c5_g2	TRINITY_DN81092_c8_g2
TRINITY_DN86818_c0_g1	TRINITY_DN84453_c15_g1
	TRINITY_DN79399_c10_g1
	TRINITY_DN93012_c8_g1
	TRINITY_DN92524_c15_g1
	TRINITY_DN91852_c8_g2
	TRINITY_DN86426_c8_g2
	TRINITY_DN133096_c0_g1
	TRINITY_DN78858_c7_g3
	TRINITY_DN90595_c13_g1
	TRINITY_DN74255_c16_g1
	TRINITY_DN89641_c6_g1
	TRINITY_DN91982_c5_g1
	TRINITY_DN91080_c2_g1
	TRINITY_DN81188_c2_g1
	TRINITY_DN93025_c5_g6
	TRINITY_DN76726_c13_g2
	TRINITY_DN72369_c3_g1
	TRINITY_DN74851_c7_g1
	TRINITY_DN76831_c11_g4
	TRINITY_DN91110_c11_g2
	TRINITY_DN74861_c6_g7
	TRINITY_DN88130_c17_g1
	TRINITY_DN79609_c9_g1
	TRINITY_DN93379_c13_g2
	TRINITY_DN77769_c15_g1
	TRINITY_DN69758_c0_g1
