knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN81229_c1_g1	TRINITY_DN91050_c11_g1
TRINITY_DN88471_c2_g1	TRINITY_DN76831_c11_g2
TRINITY_DN81229_c2_g1	TRINITY_DN81098_c13_g1
TRINITY_DN81229_c3_g1	TRINITY_DN89641_c5_g1
TRINITY_DN88471_c2_g3	TRINITY_DN83954_c7_g1
TRINITY_DN80418_c10_g1	TRINITY_DN92810_c0_g1
TRINITY_DN75844_c7_g4	TRINITY_DN91050_c5_g1
TRINITY_DN73327_c10_g1	TRINITY_DN84616_c8_g3
TRINITY_DN89789_c6_g2	TRINITY_DN91050_c5_g5
TRINITY_DN88471_c1_g1	TRINITY_DN72591_c1_g1
TRINITY_DN81229_c4_g1	TRINITY_DN91050_c9_g1
TRINITY_DN88471_c2_g2	TRINITY_DN93288_c13_g1
	TRINITY_DN91050_c6_g4
	TRINITY_DN92506_c6_g1
	TRINITY_DN93174_c0_g1
	TRINITY_DN86412_c1_g2
	TRINITY_DN72297_c9_g1
	TRINITY_DN93288_c11_g1
	TRINITY_DN92810_c0_g2
	TRINITY_DN93288_c11_g2
	TRINITY_DN90969_c13_g3
	TRINITY_DN77025_c11_g2
	TRINITY_DN91050_c6_g3
	TRINITY_DN92410_c4_g2
	TRINITY_DN79399_c10_g1
	TRINITY_DN81092_c8_g1
	TRINITY_DN75887_c18_g1
	TRINITY_DN72195_c1_g1
	TRINITY_DN89641_c0_g1
	TRINITY_DN85596_c1_g2
	TRINITY_DN93288_c12_g1
	TRINITY_DN82509_c13_g1
	TRINITY_DN90515_c1_g1
	TRINITY_DN84040_c6_g1
	TRINITY_DN92524_c15_g1
	TRINITY_DN83136_c13_g1
	TRINITY_DN91080_c2_g1
	TRINITY_DN91852_c8_g2
	TRINITY_DN76180_c10_g1
	TRINITY_DN81092_c8_g2
