knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN84871_c5_g1_i3	TRINITY_DN93342_c12_g1_i2
TRINITY_DN75825_c10_g2_i5	TRINITY_DN80947_c0_g1_i8
TRINITY_DN89789_c6_g1_i11	TRINITY_DN92073_c7_g1_i2
TRINITY_DN92575_c5_g5_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN92444_c0_g2_i4	TRINITY_DN91852_c8_g2_i4
TRINITY_DN86722_c7_g1_i4	TRINITY_DN79974_c0_g2_i8
TRINITY_DN88471_c2_g3_i2	TRINITY_DN85878_c16_g2_i3
TRINITY_DN92375_c7_g1_i3	TRINITY_DN85768_c21_g1_i5
TRINITY_DN81647_c4_g2_i2	TRINITY_DN86021_c5_g5_i5
TRINITY_DN86818_c0_g1_i2	TRINITY_DN90876_c10_g1_i2
TRINITY_DN89789_c6_g1_i15	TRINITY_DN92057_c1_g1_i8
TRINITY_DN92052_c4_g1_i8	TRINITY_DN88242_c8_g1_i4
TRINITY_DN92343_c5_g1_i4	TRINITY_DN81098_c13_g1_i2
TRINITY_DN93103_c3_g1_i8	TRINITY_DN84821_c0_g1_i7
TRINITY_DN92834_c4_g1_i4	TRINITY_DN84694_c4_g1_i2
TRINITY_DN92958_c1_g1_i12	TRINITY_DN92073_c7_g1_i3
TRINITY_DN89314_c12_g1_i1	TRINITY_DN80219_c1_g1_i3
TRINITY_DN92331_c2_g1_i2	TRINITY_DN88490_c2_g1_i3
TRINITY_DN74687_c7_g1_i6	TRINITY_DN73011_c13_g3_i1
TRINITY_DN88649_c7_g2_i4	TRINITY_DN93239_c4_g1_i6
TRINITY_DN83957_c6_g2_i1	TRINITY_DN91597_c4_g1_i2
TRINITY_DN91195_c8_g2_i6	TRINITY_DN91147_c9_g1_i6
TRINITY_DN90301_c4_g2_i6	TRINITY_DN93556_c6_g1_i10
TRINITY_DN90331_c8_g1_i3	TRINITY_DN90095_c11_g1_i1
TRINITY_DN90269_c3_g2_i4	TRINITY_DN92810_c0_g2_i4
TRINITY_DN79105_c8_g3_i4	TRINITY_DN93367_c10_g1_i8
TRINITY_DN89204_c5_g4_i13	TRINITY_DN75871_c6_g2_i4
TRINITY_DN80047_c2_g1_i1	TRINITY_DN82218_c12_g1_i3
TRINITY_DN84319_c14_g1_i2	TRINITY_DN89594_c2_g1_i10
TRINITY_DN82996_c8_g5_i1	TRINITY_DN84628_c8_g2_i2
TRINITY_DN92958_c1_g1_i15	TRINITY_DN73933_c9_g1_i1
TRINITY_DN92221_c13_g1_i1	TRINITY_DN84130_c4_g2_i19
TRINITY_DN88471_c2_g3_i1	TRINITY_DN93124_c1_g1_i6
TRINITY_DN76306_c12_g3_i1	TRINITY_DN78704_c2_g1_i7
TRINITY_DN75844_c7_g4_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN90866_c10_g4_i3	TRINITY_DN89641_c5_g1_i1
TRINITY_DN90510_c6_g2_i1	TRINITY_DN92770_c6_g1_i5
TRINITY_DN81229_c1_g1_i1	TRINITY_DN90446_c1_g1_i1
TRINITY_DN90071_c4_g3_i1	TRINITY_DN90630_c9_g1_i10
TRINITY_DN92752_c8_g1_i3	TRINITY_DN89599_c4_g1_i14
TRINITY_DN91729_c1_g2_i4	TRINITY_DN79132_c6_g1_i5
TRINITY_DN84409_c4_g1_i11	TRINITY_DN89680_c4_g1_i10
TRINITY_DN88471_c2_g1_i2	TRINITY_DN88584_c3_g2_i4
TRINITY_DN91045_c7_g1_i9	TRINITY_DN81647_c4_g2_i8
TRINITY_DN81229_c3_g1_i1	TRINITY_DN88739_c6_g1_i3
TRINITY_DN89208_c0_g1_i3	TRINITY_DN75760_c14_g1_i2
TRINITY_DN75135_c17_g2_i2	TRINITY_DN86105_c5_g1_i2
TRINITY_DN92777_c8_g3_i1	TRINITY_DN76223_c12_g1_i3
TRINITY_DN87846_c3_g2_i6	TRINITY_DN89527_c4_g2_i7
TRINITY_DN81229_c4_g1_i6	TRINITY_DN84795_c6_g2_i8
