knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN81229_c1_g1	TRINITY_DN76831_c11_g2
TRINITY_DN81229_c2_g1	TRINITY_DN89641_c0_g1
TRINITY_DN81229_c3_g1	TRINITY_DN92810_c0_g2
TRINITY_DN88471_c2_g3	TRINITY_DN93288_c12_g1
TRINITY_DN80418_c10_g1	TRINITY_DN90515_c1_g1
TRINITY_DN81229_c4_g1	TRINITY_DN89641_c5_g1
TRINITY_DN88471_c2_g1	TRINITY_DN93288_c11_g1
TRINITY_DN88471_c2_g2	TRINITY_DN93288_c13_g1
TRINITY_DN89789_c6_g2	TRINITY_DN93288_c11_g2
TRINITY_DN87001_c10_g1	TRINITY_DN72297_c9_g1
TRINITY_DN81856_c6_g2	TRINITY_DN92506_c6_g1
TRINITY_DN82695_c4_g1	TRINITY_DN89641_c2_g1
TRINITY_DN89600_c0_g1	TRINITY_DN92289_c18_g9
TRINITY_DN88471_c2_g4	TRINITY_DN72479_c9_g3
TRINITY_DN88471_c1_g1	TRINITY_DN90565_c0_g3
TRINITY_DN90492_c0_g1	TRINITY_DN72803_c1_g1
TRINITY_DN72829_c0_g1	TRINITY_DN81092_c8_g1
TRINITY_DN90300_c6_g4	TRINITY_DN91982_c2_g1
TRINITY_DN81856_c5_g3	TRINITY_DN90125_c11_g2
TRINITY_DN89789_c6_g1	TRINITY_DN78704_c2_g1
TRINITY_DN81856_c6_g1	TRINITY_DN84738_c6_g1
TRINITY_DN75844_c7_g4	TRINITY_DN81250_c1_g1
TRINITY_DN92998_c1_g2	TRINITY_DN84694_c4_g1
TRINITY_DN89212_c6_g1	TRINITY_DN87286_c10_g1
TRINITY_DN93113_c6_g1	TRINITY_DN90447_c9_g1
TRINITY_DN90492_c0_g2	TRINITY_DN81998_c5_g2
TRINITY_DN74491_c8_g1	TRINITY_DN72763_c2_g1
TRINITY_DN93020_c1_g1	TRINITY_DN86114_c3_g2
TRINITY_DN93113_c3_g2	TRINITY_DN82553_c9_g2
TRINITY_DN88506_c5_g1	TRINITY_DN72358_c8_g1
TRINITY_DN92761_c2_g1	TRINITY_DN90706_c1_g1
TRINITY_DN93006_c5_g1	TRINITY_DN83954_c7_g1
TRINITY_DN86068_c1_g1	TRINITY_DN85290_c15_g2
TRINITY_DN76200_c1_g1	TRINITY_DN91467_c15_g1
TRINITY_DN72829_c0_g2	TRINITY_DN90515_c2_g1
TRINITY_DN91007_c2_g1	TRINITY_DN77007_c3_g1
TRINITY_DN93113_c3_g4	TRINITY_DN83136_c13_g1
TRINITY_DN82873_c14_g1	TRINITY_DN89752_c3_g2
TRINITY_DN89999_c0_g1	TRINITY_DN81547_c1_g1
TRINITY_DN89012_c11_g1	TRINITY_DN76458_c10_g1
TRINITY_DN75844_c7_g3	TRINITY_DN73052_c14_g1
	TRINITY_DN109241_c0_g1
	TRINITY_DN85095_c2_g1
	TRINITY_DN91090_c0_g1
	TRINITY_DN80501_c9_g3
	TRINITY_DN72803_c2_g1
	TRINITY_DN92596_c17_g3
	TRINITY_DN90734_c9_g6
	TRINITY_DN76218_c9_g2
	TRINITY_DN92810_c0_g1
	TRINITY_DN93025_c5_g3
	TRINITY_DN92853_c0_g2
	TRINITY_DN74993_c15_g3
	TRINITY_DN76180_c10_g1
	TRINITY_DN90218_c9_g1
	TRINITY_DN93174_c0_g1
	TRINITY_DN92721_c14_g5
	TRINITY_DN87781_c12_g1
	TRINITY_DN65756_c0_g1
	TRINITY_DN92378_c1_g2
	TRINITY_DN79399_c10_g1
	TRINITY_DN82509_c13_g1
	TRINITY_DN71712_c13_g1
	TRINITY_DN86161_c9_g1
	TRINITY_DN76399_c10_g1
	TRINITY_DN69702_c0_g1
	TRINITY_DN92410_c4_g2
	TRINITY_DN74544_c7_g1
	TRINITY_DN109237_c6_g5
	TRINITY_DN77025_c11_g4
	TRINITY_DN85889_c11_g1
	TRINITY_DN86647_c0_g1
	TRINITY_DN77025_c11_g2
	TRINITY_DN84567_c7_g1
	TRINITY_DN88490_c2_g1
	TRINITY_DN90125_c11_g1
	TRINITY_DN89769_c2_g1
	TRINITY_DN86171_c2_g5
	TRINITY_DN89316_c6_g2
	TRINITY_DN91975_c1_g1
	TRINITY_DN87908_c7_g1
	TRINITY_DN93024_c5_g1
	TRINITY_DN85149_c2_g1
	TRINITY_DN81092_c8_g2
	TRINITY_DN83804_c8_g1
	TRINITY_DN72803_c0_g1
	TRINITY_DN76871_c5_g1
