knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN80418_c10_g1_i2	TRINITY_DN76831_c11_g2_i1
TRINITY_DN88471_c2_g3_i1	TRINITY_DN89641_c0_g1_i1
TRINITY_DN80418_c10_g1_i5	TRINITY_DN90515_c1_g1_i5
TRINITY_DN88471_c2_g2_i8	TRINITY_DN89641_c0_g1_i3
TRINITY_DN80418_c10_g1_i3	TRINITY_DN89641_c0_g1_i7
TRINITY_DN81229_c1_g1_i1	TRINITY_DN89641_c0_g1_i8
TRINITY_DN81229_c3_g1_i1	TRINITY_DN93288_c12_g1_i1
TRINITY_DN88471_c2_g3_i2	TRINITY_DN92810_c0_g2_i4
TRINITY_DN81229_c4_g1_i6	TRINITY_DN92810_c0_g2_i8
TRINITY_DN80418_c10_g1_i7	TRINITY_DN92810_c0_g2_i3
TRINITY_DN88471_c2_g2_i4	TRINITY_DN84920_c15_g3_i2
TRINITY_DN88471_c2_g1_i2	TRINITY_DN72297_c9_g1_i1
TRINITY_DN89012_c11_g1_i2	TRINITY_DN89641_c0_g1_i6
TRINITY_DN82695_c4_g1_i5	TRINITY_DN83136_c13_g1_i1
TRINITY_DN82695_c4_g1_i7	TRINITY_DN89641_c0_g1_i2
TRINITY_DN75844_c7_g4_i1	TRINITY_DN92506_c6_g1_i7
TRINITY_DN81229_c2_g1_i1	TRINITY_DN92506_c6_g1_i3
TRINITY_DN88471_c2_g2_i6	TRINITY_DN92810_c0_g2_i6
TRINITY_DN92343_c5_g1_i5	TRINITY_DN71712_c13_g1_i1
TRINITY_DN81229_c4_g1_i2	TRINITY_DN76180_c10_g1_i1
TRINITY_DN89789_c6_g2_i4	TRINITY_DN92810_c0_g2_i1
TRINITY_DN72829_c0_g1_i3	TRINITY_DN90515_c1_g1_i10
TRINITY_DN84871_c5_g1_i5	TRINITY_DN93012_c8_g1_i1
TRINITY_DN84871_c5_g1_i3	TRINITY_DN77025_c11_g4_i1
TRINITY_DN93366_c0_g1_i1	TRINITY_DN89641_c5_g1_i1
TRINITY_DN88471_c2_g2_i7	TRINITY_DN93288_c13_g1_i1
TRINITY_DN82021_c8_g3_i5	TRINITY_DN90125_c11_g1_i1
TRINITY_DN88471_c2_g2_i5	TRINITY_DN81092_c8_g2_i1
TRINITY_DN82695_c4_g1_i4	TRINITY_DN83954_c7_g1_i3
TRINITY_DN80581_c12_g1_i6	TRINITY_DN90595_c13_g1_i1
TRINITY_DN76209_c6_g1_i1	TRINITY_DN93367_c10_g1_i8
TRINITY_DN80418_c10_g1_i1	TRINITY_DN93288_c11_g1_i3
TRINITY_DN93405_c6_g1_i3	TRINITY_DN93288_c11_g1_i1
TRINITY_DN89789_c6_g1_i5	TRINITY_DN74861_c6_g7_i1
TRINITY_DN89634_c5_g1_i6	TRINITY_DN93344_c6_g1_i3
TRINITY_DN88471_c1_g1_i1	TRINITY_DN90515_c1_g1_i6
TRINITY_DN87001_c10_g1_i12	TRINITY_DN89680_c4_g1_i10
TRINITY_DN88471_c2_g2_i2	TRINITY_DN80947_c0_g1_i8
TRINITY_DN75921_c5_g5_i1	TRINITY_DN90515_c1_g1_i8
TRINITY_DN81856_c6_g1_i3	TRINITY_DN85878_c16_g2_i3
TRINITY_DN87940_c7_g3_i2	TRINITY_DN92506_c6_g1_i8
TRINITY_DN92912_c3_g1_i8	TRINITY_DN77025_c11_g2_i1
TRINITY_DN92575_c5_g5_i1	TRINITY_DN92073_c7_g1_i2
TRINITY_DN93103_c3_g1_i8	TRINITY_DN93288_c11_g2_i6
TRINITY_DN90150_c8_g1_i18	TRINITY_DN93288_c11_g2_i2
TRINITY_DN83184_c4_g2_i5	TRINITY_DN93025_c5_g3_i6
TRINITY_DN83574_c5_g10_i1	TRINITY_DN89641_c2_g1_i1
TRINITY_DN77616_c8_g1_i2	TRINITY_DN92506_c6_g1_i1
TRINITY_DN84186_c9_g1_i1	TRINITY_DN90876_c10_g1_i2
TRINITY_DN84525_c11_g1_i3	TRINITY_DN91852_c8_g2_i2
TRINITY_DN78740_c10_g1_i4	TRINITY_DN78394_c14_g1_i3
TRINITY_DN93167_c0_g1_i5	TRINITY_DN91237_c5_g4_i4
TRINITY_DN92934_c7_g1_i12	TRINITY_DN92506_c6_g1_i9
TRINITY_DN84628_c8_g2_i9	TRINITY_DN92073_c7_g1_i3
TRINITY_DN89600_c0_g1_i4	TRINITY_DN81121_c9_g1_i6
TRINITY_DN86006_c8_g1_i14	TRINITY_DN83954_c7_g1_i2
TRINITY_DN91041_c9_g4_i4	TRINITY_DN90125_c11_g2_i1
TRINITY_DN80047_c2_g1_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN93198_c5_g1_i6	TRINITY_DN93239_c4_g1_i6
TRINITY_DN81229_c4_g1_i5	TRINITY_DN79974_c0_g2_i8
TRINITY_DN89208_c0_g1_i3	TRINITY_DN88739_c6_g1_i2
TRINITY_DN92221_c13_g1_i1	TRINITY_DN86021_c5_g5_i5
TRINITY_DN92519_c10_g1_i2	TRINITY_DN82251_c11_g1_i1
TRINITY_DN87001_c10_g1_i9	TRINITY_DN90515_c1_g1_i13
TRINITY_DN78131_c2_g3_i4	TRINITY_DN93399_c3_g1_i1
TRINITY_DN92958_c1_g1_i12	TRINITY_DN69702_c0_g1_i2
TRINITY_DN86722_c7_g1_i4	TRINITY_DN84628_c8_g2_i2
TRINITY_DN75844_c7_g3_i1	TRINITY_DN76119_c16_g3_i7
TRINITY_DN83793_c18_g1_i3	TRINITY_DN77007_c2_g1_i8
TRINITY_DN92279_c4_g2_i4	TRINITY_DN91237_c5_g4_i7
TRINITY_DN92573_c5_g1_i1	TRINITY_DN92378_c1_g3_i2
TRINITY_DN82996_c8_g5_i1	TRINITY_DN93605_c1_g2_i2
TRINITY_DN92052_c4_g1_i8	TRINITY_DN89667_c8_g1_i9
TRINITY_DN87001_c10_g1_i6	TRINITY_DN85375_c3_g2_i12
TRINITY_DN87198_c15_g2_i2	TRINITY_DN78704_c2_g1_i8
TRINITY_DN83558_c4_g3_i4	TRINITY_DN90069_c16_g1_i1
TRINITY_DN79864_c12_g1_i3	TRINITY_DN76218_c9_g2_i3
TRINITY_DN92699_c2_g1_i8	TRINITY_DN89135_c4_g1_i2
TRINITY_DN89756_c9_g2_i4	TRINITY_DN93024_c5_g1_i3
TRINITY_DN90446_c1_g1_i9	TRINITY_DN80658_c0_g1_i12
TRINITY_DN92343_c5_g1_i4	TRINITY_DN89976_c14_g1_i6
TRINITY_DN88471_c2_g4_i1	TRINITY_DN85393_c11_g1_i1
TRINITY_DN88875_c11_g1_i9	TRINITY_DN91147_c9_g1_i6
TRINITY_DN72928_c12_g1_i1	TRINITY_DN88768_c9_g2_i2
TRINITY_DN92761_c2_g1_i1	TRINITY_DN83804_c8_g1_i8
TRINITY_DN88649_c7_g2_i4	TRINITY_DN93344_c6_g1_i6
TRINITY_DN81389_c3_g2_i13	TRINITY_DN93025_c5_g6_i1
TRINITY_DN92958_c1_g1_i15	TRINITY_DN91975_c1_g1_i1
TRINITY_DN75713_c11_g1_i1	TRINITY_DN90264_c9_g1_i1
TRINITY_DN91007_c2_g1_i2	TRINITY_DN88746_c2_g1_i1
TRINITY_DN92502_c8_g1_i8	TRINITY_DN75937_c2_g2_i2
TRINITY_DN93470_c1_g1_i10	TRINITY_DN85370_c12_g1_i1
TRINITY_DN92777_c8_g3_i1	TRINITY_DN84821_c0_g1_i7
TRINITY_DN81647_c4_g2_i2	TRINITY_DN80188_c11_g1_i7
TRINITY_DN89488_c13_g2_i6	TRINITY_DN93174_c0_g1_i22
TRINITY_DN81856_c6_g2_i5	TRINITY_DN76831_c11_g4_i1
TRINITY_DN74806_c8_g1_i1	TRINITY_DN72479_c9_g3_i1
TRINITY_DN93455_c1_g1_i7	TRINITY_DN74923_c8_g2_i2
TRINITY_DN90612_c0_g1_i2	TRINITY_DN77312_c10_g1_i2
TRINITY_DN87095_c9_g3_i5	TRINITY_DN87893_c14_g1_i2
