knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN80418_c10_g1_i3	TRINITY_DN89641_c0_g1_i1
TRINITY_DN80418_c10_g1_i2	TRINITY_DN76831_c11_g2_i1
TRINITY_DN88471_c2_g3_i1	TRINITY_DN90515_c1_g1_i5
TRINITY_DN81229_c3_g1_i1	TRINITY_DN89641_c0_g1_i3
TRINITY_DN90300_c6_g4_i1	TRINITY_DN92810_c0_g2_i8
TRINITY_DN88471_c2_g2_i8	TRINITY_DN93288_c11_g1_i4
TRINITY_DN88471_c2_g3_i2	TRINITY_DN92810_c0_g2_i4
TRINITY_DN89012_c11_g1_i2	TRINITY_DN93288_c12_g1_i1
TRINITY_DN82695_c4_g1_i5	TRINITY_DN92810_c0_g2_i3
TRINITY_DN89600_c0_g1_i5	TRINITY_DN90515_c1_g1_i1
TRINITY_DN88471_c2_g2_i4	TRINITY_DN89641_c0_g1_i7
TRINITY_DN89600_c0_g1_i7	TRINITY_DN90515_c1_g1_i10
TRINITY_DN90492_c0_g1_i1	TRINITY_DN89641_c0_g1_i8
TRINITY_DN92343_c5_g1_i5	TRINITY_DN84920_c15_g3_i2
TRINITY_DN89789_c6_g2_i4	TRINITY_DN89641_c0_g1_i2
TRINITY_DN90492_c0_g1_i4	TRINITY_DN89641_c0_g1_i6
TRINITY_DN89212_c6_g1_i1	TRINITY_DN89641_c0_g1_i4
TRINITY_DN84871_c5_g1_i5	TRINITY_DN90565_c0_g3_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN83954_c7_g1_i3
TRINITY_DN86973_c3_g1_i4	TRINITY_DN72297_c9_g1_i1
TRINITY_DN80418_c10_g1_i7	TRINITY_DN76180_c10_g1_i1
TRINITY_DN74491_c8_g1_i8	TRINITY_DN92810_c0_g2_i1
TRINITY_DN92602_c11_g2_i3	TRINITY_DN91467_c15_g1_i1
TRINITY_DN84871_c5_g1_i3	TRINITY_DN89641_c5_g1_i1
TRINITY_DN74491_c8_g1_i9	TRINITY_DN92810_c0_g2_i6
TRINITY_DN81229_c4_g1_i2	TRINITY_DN93288_c13_g1_i1
TRINITY_DN83567_c15_g1_i1	TRINITY_DN90734_c9_g3_i4
TRINITY_DN72829_c0_g1_i3	TRINITY_DN83136_c13_g1_i1
TRINITY_DN81856_c6_g3_i1	TRINITY_DN90515_c1_g1_i7
TRINITY_DN88673_c2_g1_i4	TRINITY_DN90125_c11_g1_i1
TRINITY_DN75825_c10_g2_i5	TRINITY_DN92506_c6_g1_i7
TRINITY_DN90492_c0_g2_i1	TRINITY_DN81092_c8_g2_i1
TRINITY_DN88471_c2_g2_i6	TRINITY_DN91982_c2_g1_i6
TRINITY_DN82695_c4_g1_i7	TRINITY_DN90515_c1_g1_i8
TRINITY_DN80581_c12_g1_i6	TRINITY_DN87286_c10_g1_i2
TRINITY_DN89600_c0_g1_i2	TRINITY_DN71712_c13_g1_i1
TRINITY_DN90300_c6_g2_i2	TRINITY_DN77025_c11_g4_i1
TRINITY_DN92998_c1_g2_i1	TRINITY_DN81998_c5_g2_i2
TRINITY_DN90813_c1_g1_i3	TRINITY_DN93288_c11_g1_i3
TRINITY_DN90492_c0_g1_i3	TRINITY_DN91982_c2_g1_i7
TRINITY_DN90492_c0_g1_i2	TRINITY_DN73052_c14_g1_i5
TRINITY_DN75921_c5_g5_i1	TRINITY_DN93367_c10_g1_i8
TRINITY_DN92998_c1_g1_i1	TRINITY_DN84918_c10_g1_i1
TRINITY_DN80418_c10_g1_i1	TRINITY_DN72369_c2_g1_i8
TRINITY_DN93167_c0_g1_i2	TRINITY_DN81998_c5_g2_i3
TRINITY_DN89789_c6_g1_i15	TRINITY_DN91273_c9_g2_i1
TRINITY_DN93411_c3_g3_i10	TRINITY_DN92597_c11_g2_i2
TRINITY_DN92444_c0_g2_i4	TRINITY_DN81250_c1_g1_i5
TRINITY_DN89600_c0_g1_i10	TRINITY_DN76726_c13_g2_i1
TRINITY_DN93103_c3_g1_i8	TRINITY_DN88729_c5_g1_i1
TRINITY_DN81229_c4_g1_i6	TRINITY_DN90616_c8_g1_i4
TRINITY_DN72829_c0_g1_i7	TRINITY_DN90515_c1_g1_i6
TRINITY_DN83574_c5_g10_i1	TRINITY_DN87781_c12_g1_i1
TRINITY_DN81229_c1_g1_i1	TRINITY_DN93012_c8_g1_i1
TRINITY_DN86973_c5_g1_i1	TRINITY_DN90595_c13_g1_i1
TRINITY_DN71364_c0_g1_i2	TRINITY_DN93025_c5_g3_i6
TRINITY_DN86973_c7_g1_i1	TRINITY_DN85327_c15_g2_i5
TRINITY_DN90990_c16_g1_i5	TRINITY_DN93288_c11_g2_i6
TRINITY_DN89600_c0_g1_i12	TRINITY_DN80947_c0_g1_i8
TRINITY_DN71100_c0_g1_i1	TRINITY_DN74993_c15_g3_i1
TRINITY_DN93748_c7_g3_i3	TRINITY_DN72479_c9_g3_i4
TRINITY_DN80418_c10_g1_i11	TRINITY_DN92073_c7_g1_i2
TRINITY_DN92761_c2_g1_i5	TRINITY_DN93288_c11_g1_i1
TRINITY_DN81856_c5_g3_i1	TRINITY_DN92681_c6_g1_i5
TRINITY_DN72829_c0_g2_i1	TRINITY_DN89316_c6_g2_i3
TRINITY_DN88471_c2_g2_i2	TRINITY_DN85861_c9_g1_i1
TRINITY_DN92575_c5_g5_i1	TRINITY_DN89948_c9_g2_i2
TRINITY_DN85088_c9_g1_i2	TRINITY_DN93024_c5_g1_i5
TRINITY_DN81647_c4_g2_i2	TRINITY_DN91273_c9_g6_i1
TRINITY_DN92375_c7_g1_i3	TRINITY_DN91050_c6_g4_i3
TRINITY_DN90990_c16_g1_i1	TRINITY_DN86459_c10_g1_i2
TRINITY_DN81856_c6_g1_i3	TRINITY_DN87614_c8_g1_i1
TRINITY_DN80043_c8_g2_i1	TRINITY_DN74861_c6_g7_i1
TRINITY_DN86973_c2_g1_i2	TRINITY_DN90515_c1_g1_i3
TRINITY_DN82695_c4_g1_i4	TRINITY_DN85878_c16_g2_i3
TRINITY_DN81856_c6_g2_i7	TRINITY_DN90898_c5_g1_i2
TRINITY_DN90518_c5_g1_i3	TRINITY_DN91050_c6_g3_i2
TRINITY_DN87668_c11_g1_i1	TRINITY_DN91429_c8_g1_i1
TRINITY_DN78389_c9_g1_i5	TRINITY_DN89641_c2_g1_i1
TRINITY_DN81856_c6_g1_i1	TRINITY_DN90218_c9_g1_i1
TRINITY_DN84525_c11_g1_i3	TRINITY_DN93288_c11_g2_i2
TRINITY_DN90300_c6_g2_i1	TRINITY_DN77025_c11_g2_i1
TRINITY_DN93020_c1_g1_i2	TRINITY_DN79974_c0_g2_i8
TRINITY_DN90150_c8_g1_i18	TRINITY_DN86346_c10_g5_i4
TRINITY_DN92519_c10_g1_i2	TRINITY_DN74544_c7_g1_i1
TRINITY_DN87198_c15_g2_i2	TRINITY_DN93296_c9_g1_i8
TRINITY_DN91064_c7_g1_i3	TRINITY_DN91050_c6_g4_i2
TRINITY_DN80418_c10_g1_i5	TRINITY_DN85950_c4_g1_i7
TRINITY_DN87001_c10_g1_i12	TRINITY_DN91050_c5_g1_i2
TRINITY_DN86973_c2_g1_i3	TRINITY_DN85417_c2_g1_i4
TRINITY_DN88471_c2_g2_i7	TRINITY_DN92506_c6_g1_i3
TRINITY_DN91442_c1_g1_i2	TRINITY_DN92506_c6_g1_i1
TRINITY_DN84186_c9_g1_i1	TRINITY_DN75179_c3_g1_i1
TRINITY_DN92052_c4_g1_i8	TRINITY_DN86963_c9_g4_i1
TRINITY_DN93113_c3_g2_i3	TRINITY_DN93360_c4_g1_i8
TRINITY_DN79864_c12_g1_i3	TRINITY_DN89976_c14_g1_i6
TRINITY_DN93479_c5_g1_i8	TRINITY_DN86021_c5_g5_i5
TRINITY_DN88471_c2_g1_i2	TRINITY_DN77769_c15_g1_i2
TRINITY_DN86973_c3_g1_i5	TRINITY_DN90876_c10_g1_i2
TRINITY_DN92221_c13_g1_i1	TRINITY_DN90549_c8_g1_i1
TRINITY_DN91806_c4_g3_i1	TRINITY_DN82509_c13_g1_i1
TRINITY_DN92442_c12_g1_i9	TRINITY_DN91050_c6_g4_i5
TRINITY_DN89789_c6_g1_i13	TRINITY_DN92073_c7_g1_i3
TRINITY_DN86973_c1_g1_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN90417_c10_g1_i3	TRINITY_DN72014_c13_g1_i3
TRINITY_DN77979_c0_g1_i9	TRINITY_DN90125_c11_g2_i1
TRINITY_DN87001_c10_g1_i6	TRINITY_DN73933_c9_g1_i1
TRINITY_DN90510_c6_g2_i1	TRINITY_DN88761_c14_g1_i6
TRINITY_DN77838_c16_g1_i2	TRINITY_DN89608_c1_g1_i6
TRINITY_DN81856_c6_g1_i2	TRINITY_DN76399_c10_g1_i2
TRINITY_DN91829_c2_g1_i7	TRINITY_DN109241_c0_g1_i1
TRINITY_DN88052_c9_g1_i2	TRINITY_DN78704_c2_g1_i7
TRINITY_DN88471_c1_g1_i1	TRINITY_DN80721_c7_g1_i2
TRINITY_DN83184_c4_g2_i10	TRINITY_DN93239_c4_g1_i6
TRINITY_DN93405_c6_g1_i3	TRINITY_DN81250_c1_g1_i3
TRINITY_DN81856_c6_g2_i6	TRINITY_DN92721_c14_g5_i1
TRINITY_DN89600_c0_g1_i4	TRINITY_DN92337_c3_g1_i10
TRINITY_DN91442_c1_g1_i1	TRINITY_DN91147_c9_g1_i6
TRINITY_DN90650_c15_g1_i3	TRINITY_DN78704_c2_g1_i6
TRINITY_DN87506_c4_g2_i11	TRINITY_DN92853_c0_g2_i1
TRINITY_DN91064_c7_g1_i6	TRINITY_DN70891_c0_g1_i2
TRINITY_DN82996_c8_g5_i1	TRINITY_DN88130_c17_g1_i2
TRINITY_DN93006_c5_g1_i1	TRINITY_DN90833_c7_g1_i10
TRINITY_DN87259_c12_g1_i1	TRINITY_DN73287_c0_g1_i5
