knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN80418_c10_g1_i2	TRINITY_DN89641_c0_g1_i1
TRINITY_DN80418_c10_g1_i3	TRINITY_DN76831_c11_g2_i1
TRINITY_DN88471_c2_g3_i1	TRINITY_DN90515_c1_g1_i5
TRINITY_DN81229_c3_g1_i1	TRINITY_DN89641_c0_g1_i3
TRINITY_DN81229_c1_g1_i1	TRINITY_DN92810_c0_g2_i8
TRINITY_DN88471_c2_g2_i8	TRINITY_DN93288_c11_g1_i4
TRINITY_DN88471_c2_g3_i2	TRINITY_DN92810_c0_g2_i4
TRINITY_DN89012_c11_g1_i2	TRINITY_DN93288_c12_g1_i1
TRINITY_DN88471_c2_g2_i4	TRINITY_DN89641_c0_g1_i8
TRINITY_DN89789_c6_g2_i4	TRINITY_DN92810_c0_g2_i3
TRINITY_DN89600_c0_g1_i5	TRINITY_DN89641_c0_g1_i7
TRINITY_DN92343_c5_g1_i5	TRINITY_DN90515_c1_g1_i1
TRINITY_DN86973_c3_g1_i4	TRINITY_DN89641_c0_g1_i2
TRINITY_DN89212_c6_g1_i1	TRINITY_DN90515_c1_g1_i10
TRINITY_DN89600_c0_g1_i7	TRINITY_DN84920_c15_g3_i2
TRINITY_DN82695_c4_g1_i5	TRINITY_DN89641_c0_g1_i6
TRINITY_DN90492_c0_g1_i1	TRINITY_DN92810_c0_g2_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN76180_c10_g1_i1
TRINITY_DN90300_c6_g4_i1	TRINITY_DN89641_c0_g1_i4
TRINITY_DN84871_c5_g1_i3	TRINITY_DN72297_c9_g1_i1
TRINITY_DN80418_c10_g1_i7	TRINITY_DN92810_c0_g2_i6
TRINITY_DN81229_c4_g1_i2	TRINITY_DN83954_c7_g1_i3
TRINITY_DN84871_c5_g1_i5	TRINITY_DN89641_c5_g1_i1
TRINITY_DN90492_c0_g1_i4	TRINITY_DN90565_c0_g3_i1
TRINITY_DN92699_c2_g1_i8	TRINITY_DN93288_c13_g1_i1
TRINITY_DN82695_c4_g1_i7	TRINITY_DN90515_c1_g1_i7
TRINITY_DN88471_c2_g2_i6	TRINITY_DN90125_c11_g1_i1
TRINITY_DN72829_c0_g1_i3	TRINITY_DN93288_c11_g1_i3
TRINITY_DN86973_c5_g1_i1	TRINITY_DN90515_c1_g1_i8
TRINITY_DN81856_c6_g3_i1	TRINITY_DN91467_c15_g1_i1
TRINITY_DN90813_c1_g1_i3	TRINITY_DN83136_c13_g1_i1
TRINITY_DN92998_c1_g2_i1	TRINITY_DN81092_c8_g2_i1
TRINITY_DN80581_c12_g1_i6	TRINITY_DN92506_c6_g1_i7
TRINITY_DN80418_c10_g1_i1	TRINITY_DN91982_c2_g1_i6
TRINITY_DN89600_c0_g1_i2	TRINITY_DN90734_c9_g3_i4
TRINITY_DN93366_c0_g1_i1	TRINITY_DN71712_c13_g1_i1
TRINITY_DN83567_c15_g1_i1	TRINITY_DN81998_c5_g2_i2
TRINITY_DN86973_c3_g1_i2	TRINITY_DN91982_c2_g1_i7
TRINITY_DN90492_c0_g1_i3	TRINITY_DN77025_c11_g4_i1
TRINITY_DN92602_c11_g2_i3	TRINITY_DN73052_c14_g1_i5
TRINITY_DN90492_c0_g1_i2	TRINITY_DN90515_c1_g1_i6
TRINITY_DN90492_c0_g2_i1	TRINITY_DN81998_c5_g2_i3
TRINITY_DN92998_c1_g1_i1	TRINITY_DN93367_c10_g1_i8
TRINITY_DN72829_c0_g2_i1	TRINITY_DN81250_c1_g1_i5
TRINITY_DN74491_c8_g1_i8	TRINITY_DN91273_c9_g2_i1
TRINITY_DN75921_c5_g5_i1	TRINITY_DN76726_c13_g2_i1
TRINITY_DN83574_c5_g10_i1	TRINITY_DN88729_c5_g1_i1
TRINITY_DN74491_c8_g1_i9	TRINITY_DN93288_c11_g1_i1
TRINITY_DN86650_c0_g2_i5	TRINITY_DN80947_c0_g1_i8
TRINITY_DN92761_c2_g1_i5	TRINITY_DN74993_c15_g3_i1
TRINITY_DN86973_c7_g1_i1	TRINITY_DN91050_c6_g4_i3
TRINITY_DN92575_c5_g5_i1	TRINITY_DN90595_c13_g1_i1
TRINITY_DN85088_c9_g1_i2	TRINITY_DN78704_c2_g1_i7
TRINITY_DN80418_c10_g1_i5	TRINITY_DN92073_c7_g1_i2
TRINITY_DN80418_c10_g1_i11	TRINITY_DN85878_c16_g2_i3
TRINITY_DN89789_c6_g1_i10	TRINITY_DN91050_c5_g1_i2
