#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 153034at33208        -            510  1.4e-244  809.7   1.8   1   1  2.1e-246  1.8e-244  809.4   1.8     8   510    28   606    23   606 0.90 -
608869at33208_568069_0:005112|TRINITY_DN76597_c8_g1_i1:154-618|-    -            155 153034at33208        -            510   4.4e-54  181.3   0.0   1   1   5.7e-56   4.9e-54  181.1   0.0   361   499    14   154     2   155 0.95 -
153034at33208_67767_0:00339d|TRINITY_DN84892_c14_g2_i1:514-984|+    -            157 153034at33208        -            510     2e-44  149.4   0.4   1   1   2.6e-46   2.3e-44  149.2   0.4   359   503     8   156     2   157 0.91 -
549156at33208_10141_0:000b88|TRINITY_DN79054_c10_g1_i2:1317-1811|+  -            165 153034at33208        -            510   1.8e-43  146.2   0.1   1   1   2.5e-45   2.1e-43  146.0   0.1   362   508    11   159     2   161 0.94 -
549156at33208_113334_0:0016e9|TRINITY_DN92728_c7_g1_i2:112-621|-    -            170 153034at33208        -            510   6.7e-41  137.8   0.0   1   1   8.2e-43   7.1e-41  137.7   0.0   363   477     3   120     1   148 0.96 -
153034at33208_67767_0:00339d|TRINITY_DN80251_c5_g1_i5:294-746|+     -            151 153034at33208        -            510   1.4e-40  136.8   0.6   1   1   1.8e-42   1.5e-40  136.6   0.6   367   487    23   149    11   151 0.90 -
549156at33208_6850_0:00161e|TRINITY_DN87664_c7_g4_i5:190-745|+      -            144 153034at33208        -            510   2.1e-38  129.5   0.1   1   1     3e-40   2.6e-38  129.2   0.1   368   494     1   140     1   143 0.84 -
549156at33208_6412_0:004c98|TRINITY_DN73748_c12_g1_i2:170-595|+     -            142 153034at33208        -            510     3e-36  122.5   0.1   1   1   3.7e-38   3.3e-36  122.3   0.1   365   494     1   141     1   142 0.91 -
549156at33208_438502_0:002da4|TRINITY_DN76215_c2_g1_i3:7-291|+      -             95 153034at33208        -            510   2.1e-34  116.3   0.5   1   1   2.7e-36   2.3e-34  116.2   0.5   397   486     2    94     1    95 0.94 -
549156at33208_9371_0:00126d|TRINITY_DN90471_c8_g1_i2:811-1137|-     -            109 153034at33208        -            510   3.2e-34  115.8   0.1   1   1   3.8e-36   3.3e-34  115.7   0.1   400   504     2   107     1   109 0.90 -
549156at33208_126957_0:001c24|TRINITY_DN90135_c10_g1_i1:1684-2178|- -            165 153034at33208        -            510   4.1e-33  112.1   0.0   1   1   5.4e-35   4.7e-33  111.9   0.0   360   505     2   157     1   162 0.90 -
153034at33208_104452_0:003770|TRINITY_DN90692_c2_g1_i1:4-246|-      -             81 153034at33208        -            510   1.3e-27   94.0   0.1   1   1   1.5e-29   1.3e-27   93.9   0.1   418   493     1    78     1    81 0.94 -
153034at33208_197043_0:0043fd|TRINITY_DN86129_c5_g3_i1:4-204|+      -             67 153034at33208        -            510   3.8e-22   75.9   0.5   1   1   4.7e-24   4.1e-22   75.8   0.5   400   462     1    66     1    67 0.92 -
549156at33208_37653_0:001c67|TRINITY_DN90692_c1_g1_i4:92-292|+      -             67 153034at33208        -            510   7.7e-12   41.9   0.1   1   1   9.5e-14   8.3e-12   41.8   0.1   367   429     1    67     1    67 0.86 -
549156at33208_186990_0:0007ef|TRINITY_DN6800_c0_g1_i1:0-167|+       -             56 153034at33208        -            510   2.9e-10   36.7   0.6   1   1   3.5e-12   3.1e-10   36.6   0.6   380   431     1    56     1    56 0.84 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 153034at33208        -            510   6.4e-06   22.4   1.5   1   4      0.01      0.91    5.4   0.0    44    97    23    79    16    97 0.77 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 153034at33208        -            510   6.4e-06   22.4   1.5   2   4      0.28        24    0.7   0.0    40    95    99   157    81   162 0.66 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 153034at33208        -            510   6.4e-06   22.4   1.5   3   4     0.032       2.8    3.8   0.0    44    97   143   199   139   207 0.72 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 153034at33208        -            510   6.4e-06   22.4   1.5   4   4   0.00039     0.034   10.1   0.1    29    57   212   239   205   248 0.84 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 153034at33208        -            510   6.4e-06   22.4   3.7   1   3   1.9e-05    0.0017   14.4   1.0    29   105     4    86     2    97 0.71 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 153034at33208        -            510   6.4e-06   22.4   3.7   2   3   6.7e-06   0.00058   15.9   0.4    22    95    38   118    34   123 0.81 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 153034at33208        -            510   6.4e-06   22.4   3.7   3   3    0.0014      0.12    8.3   0.3    33    92    92   157    83   160 0.67 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 153034at33208        -            510   7.5e-06   22.1   0.2   1   2       0.4        35    0.2   0.0    25    58   147   182   133   226 0.65 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 153034at33208        -            510   7.5e-06   22.1   0.2   2   2   5.6e-07   4.8e-05   19.5   0.0    29   119   318   413   302   426 0.77 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 153034at33208        -            510     2e-05   20.8   1.3   1   2   0.00053     0.046    9.7   0.0    25    93    10    85     4    93 0.77 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 153034at33208        -            510     2e-05   20.8   1.3   2   2   0.00063     0.055    9.4   0.3    42    96   113   172    93   235 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 153034at33208        -            510   3.2e-05   20.1   1.9   1   3    0.0019      0.17    7.8   0.3    42   105    12    80     2   183 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 153034at33208        -            510   3.2e-05   20.1   1.9   2   3       1.3   1.1e+02   -1.5   0.0    41    59   180   198   163   222 0.73 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 153034at33208        -            510   3.2e-05   20.1   1.9   3   3   0.00086     0.074    9.0   0.0     7    58   232   286   227   288 0.87 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 153034at33208        -            510   0.00015   17.8   0.1   1   2   0.00021     0.018   11.0   0.1    33    94    50   115    37   123 0.70 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 153034at33208        -            510   0.00015   17.8   0.1   2   2     0.015       1.3    4.8   0.0    77    98   184   205   141   219 0.79 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 153034at33208        -            510   0.00052   16.1   1.2   1   2       0.3        26    0.6   0.0    37    59    44    66    14    77 0.69 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 153034at33208        -            510   0.00052   16.1   1.2   2   2     1e-05   0.00088   15.3   0.9    16    94    64   150    51   152 0.64 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 153034at33208        -            510    0.0012   14.8   0.3   1   2     0.023         2    4.2   0.0    79   117    65   101    54   128 0.70 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 153034at33208        -            510    0.0012   14.8   0.3   2   2   0.00081     0.071    9.0   0.0    26    56   137   168   128   170 0.86 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 153034at33208        -            510    0.0021   14.1   0.7   1   3         2   1.7e+02   -2.1   0.0    75    95    44    64     5    77 0.74 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 153034at33208        -            510    0.0021   14.1   0.7   2   3    0.0039      0.34    6.8   0.0    29    76    76   121    73   150 0.71 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 153034at33208        -            510    0.0021   14.1   0.7   3   3     0.016       1.4    4.7   0.1    42    58   257   273   224   281 0.81 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 153034at33208        -            510    0.0027   13.7   0.0   1   3     0.039       3.3    3.5   0.0    78   137    17    75    11    83 0.81 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 153034at33208        -            510    0.0027   13.7   0.0   2   3    0.0049      0.43    6.5   0.0    41    95   101   160    86   169 0.82 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 153034at33208        -            510    0.0027   13.7   0.0   3   3      0.56        49   -0.3   0.0    29    53   186   211   181   212 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 153034at33208        -            510    0.0064   12.5   1.9   1   4     0.002      0.17    7.8   0.4    31    95   196   266   187   287 0.67 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 153034at33208        -            510    0.0064   12.5   1.9   2   4      0.42        37    0.1   0.1    29    96   236   309   235   317 0.69 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 153034at33208        -            510    0.0064   12.5   1.9   3   4       1.6   1.4e+02   -1.8   0.0    29    61   319   351   311   367 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 153034at33208        -            510    0.0064   12.5   1.9   4   4     0.085       7.4    2.4   0.0    38    59   378   399   368   404 0.80 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 153034at33208        -            510    0.0071   12.3   0.0   1   2      0.48        42   -0.1   0.0    79    95    61    77     5   126 0.73 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 153034at33208        -            510    0.0071   12.3   0.0   2   2   0.00038     0.033   10.1   0.0    42   107   156   226   147   253 0.78 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 153034at33208        -            510    0.0078   12.2   0.2   1   2   0.00042     0.036   10.0   0.0    36    64    68    96    46   121 0.77 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 153034at33208        -            510    0.0078   12.2   0.2   2   2      0.45        39   -0.0   0.1    29    55   155   183   151   185 0.80 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 153034at33208        -            510    0.0083   12.1   0.1   1   3    0.0019      0.16    7.8   0.0    29    78    11    57     3    69 0.88 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 153034at33208        -            510    0.0083   12.1   0.1   2   3       2.1   1.8e+02   -2.2   0.0    81    96    95   110    91   113 0.82 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 153034at33208        -            510    0.0083   12.1   0.1   3   3      0.18        16    1.3   0.0    32    58   164   188   123   195 0.69 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 153034at33208        -            510      0.01   11.8   0.5   1   2       1.3   1.1e+02   -1.5   0.0    41    57    43    59    12    84 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 153034at33208        -            510      0.01   11.8   0.5   2   2   0.00021     0.018   11.0   0.1    28    73   114   157    87   172 0.80 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 153034at33208        -            510     0.014   11.3   0.2   1   4     0.007       0.6    6.0   0.0    31    77    11    59     6    70 0.78 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 153034at33208        -            510     0.014   11.3   0.2   2   4       1.8   1.6e+02   -2.0   0.0    29    61   101   132   100   146 0.75 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 153034at33208        -            510     0.014   11.3   0.2   3   4      0.12        11    1.8   0.1    44    90   163   211   158   218 0.64 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 153034at33208        -            510     0.014   11.3   0.2   4   4      0.55        47   -0.3   0.0    29    64   187   222   179   254 0.70 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 153034at33208        -            510     0.044    9.7   0.4   1   3    0.0023       0.2    7.5   0.1    41    97    65   128    48   149 0.79 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 153034at33208        -            510     0.044    9.7   0.4   2   3      0.53        46   -0.3   0.1    30    93   143   213   114   214 0.57 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 153034at33208        -            510     0.044    9.7   0.4   3   3       3.2   2.8e+02   -2.8   0.0    44    56   311   323   294   325 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/153034at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/153034at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/153034at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:25 2026
# [ok]
