#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
113817at6656_132113_0:002d6c|TRINITY_DN86577_c6_g1_i2:448-1038|+   -            197 113817at6656         -            193   4.1e-75  248.8   3.5   1   1   3.4e-77   4.7e-75  248.7   3.5    20   192     7   193     1   194 0.86 -
59200at6656_294128_0:002224|TRINITY_DN78763_c15_g5_i1:106-1871|+   -            550 113817at6656         -            193   6.7e-49  163.3  26.4   1   3   9.4e-20   1.3e-17   61.3   1.8    34   140     2   110     1   129 0.91 -
59200at6656_294128_0:002224|TRINITY_DN78763_c15_g5_i1:106-1871|+   -            550 113817at6656         -            193   6.7e-49  163.3  26.4   2   3   8.9e-13   1.2e-10   38.5  10.9    23   155   220   357   216   361 0.82 -
59200at6656_294128_0:002224|TRINITY_DN78763_c15_g5_i1:106-1871|+   -            550 113817at6656         -            193   6.7e-49  163.3  26.4   3   3   2.2e-23   3.1e-21   73.1   1.8    23   139   358   474   335   478 0.83 -
36374at6656_136037_0:001463|TRINITY_DN74618_c9_g1_i1:16-1755|+     -            580 113817at6656         -            193     8e-38  127.2  18.2   1   4   1.3e-28   1.8e-26   90.1   5.4    34   140    83   196    66   219 0.86 -
36374at6656_136037_0:001463|TRINITY_DN74618_c9_g1_i1:16-1755|+     -            580 113817at6656         -            193     8e-38  127.2  18.2   2   4   6.9e-08   9.6e-06   22.5   0.1    69   140   305   376   239   385 0.71 -
36374at6656_136037_0:001463|TRINITY_DN74618_c9_g1_i1:16-1755|+     -            580 113817at6656         -            193     8e-38  127.2  18.2   3   4   0.00011     0.015   12.1   0.1    84   131   388   449   384   458 0.60 -
36374at6656_136037_0:001463|TRINITY_DN74618_c9_g1_i1:16-1755|+     -            580 113817at6656         -            193     8e-38  127.2  18.2   4   4     0.022         3    4.6   0.1    50   144   461   558   453   573 0.75 -
113817at6656_45779_0:00392d|TRINITY_DN85566_c12_g3_i1:431-898|+    -            156 113817at6656         -            193   5.7e-26   88.5   4.9   1   1   5.2e-28   7.1e-26   88.2   4.9    16   141    14   141     3   153 0.81 -
14090at6656_133901_0:0007ab|TRINITY_DN93353_c6_g1_i6:188-3329|-    -            833 113817at6656         -            193   1.3e-25   87.3   1.1   1   1     2e-27   2.7e-25   86.3   1.1    38   152     7   129     2   149 0.85 -
113817at6656_7536_0:001f6c|TRINITY_DN88420_c7_g3_i4:89-457|+       -            123 113817at6656         -            193   2.3e-25   86.6   6.8   1   1   1.9e-27   2.6e-25   86.4   6.8    32   140     4   114     1   121 0.93 -
135676at6656_315563_0:000b19|TRINITY_DN77590_c6_g1_i5:1584-2648|-  -            355 113817at6656         -            193   2.5e-24   83.2   6.6   1   1   2.8e-26   3.8e-24   82.6   6.6    19   155    78   215    62   218 0.81 -
66597at6656_294128_0:003528|TRINITY_DN90105_c5_g2_i6:72-1547|+     -            492 113817at6656         -            193   4.1e-19   66.2  13.0   1   3   7.2e-09   9.9e-07   25.7   0.1    31   160    23   150    19   155 0.84 -
66597at6656_294128_0:003528|TRINITY_DN90105_c5_g2_i6:72-1547|+     -            492 113817at6656         -            193   4.1e-19   66.2  13.0   2   3   4.3e-08     6e-06   23.2   0.1    46   151   152   259   143   268 0.89 -
