#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
122526at6656_121845_0:000d18|TRINITY_DN88280_c6_g1_i2:948-1778|-   -            277 122526at6656         -            322   4.7e-73  243.5   0.3   1   1     1e-74   5.8e-73  243.1   0.3    93   321    40   275    19   276 0.91 -
122526at6656_217634_0:001f52|TRINITY_DN92708_c13_g1_i7:1404-2645|- -            414 122526at6656         -            322   5.4e-65  217.0   4.8   1   2     0.002      0.12    8.9   0.8    43    88    27    86    13   108 0.68 -
122526at6656_217634_0:001f52|TRINITY_DN92708_c13_g1_i7:1404-2645|- -            414 122526at6656         -            322   5.4e-65  217.0   4.8   2   2   2.4e-64   1.4e-62  209.1   0.2    89   318   169   414   155   414 0.86 -
122526at6656_6850_0:0018b0|TRINITY_DN76928_c6_g3_i1:138-899|-      -            254 122526at6656         -            322   6.5e-56  187.1   1.0   1   1   1.4e-57   7.9e-56  186.8   1.0    91   319    13   253     2   254 0.90 -
122526at6656_6669_0:002173|TRINITY_DN93324_c2_g1_i4:66-791|-       -            242 122526at6656         -            322   2.8e-54  181.7   1.1   1   1   5.8e-56   3.3e-54  181.5   1.1    95   320     1   241     1   242 0.88 -
122526at6656_79782_0:000acc|TRINITY_DN72707_c7_g1_i1:429-1460|-    -            344 122526at6656         -            322   6.4e-52  174.0   0.2   1   1   3.3e-53   1.9e-51  172.5   0.2    50   321    13   343     4   344 0.75 -
122526at6656_286706_0:0001d5|TRINITY_DN72526_c8_g1_i2:81-1124|+    -            348 122526at6656         -            322   9.1e-51  170.2   4.1   1   2    0.0005     0.028   10.9   0.1    48    83    12    49     3    57 0.81 -
122526at6656_286706_0:0001d5|TRINITY_DN72526_c8_g1_i2:81-1124|+    -            348 122526at6656         -            322   9.1e-51  170.2   4.1   2   2   1.7e-49   9.7e-48  160.3   0.7    87   318    95   348    80   348 0.84 -
122526at6656_13249_0:00235a|TRINITY_DN80181_c10_g2_i1:441-1163|-   -            241 122526at6656         -            322   1.2e-50  169.8   0.1   1   1   2.4e-52   1.4e-50  169.6   0.1    93   318     5   241     2   241 0.90 -
122526at6656_121225_0:0001c4|TRINITY_DN87265_c10_g1_i3:111-1164|-  -            248 122526at6656         -            322   1.6e-50  169.4   0.0   1   1   3.5e-52     2e-50  169.1   0.0    92   319     6   247     1   248 0.85 -
122526at6656_110193_0:002a35|TRINITY_DN75590_c8_g2_i3:145-1149|+   -            335 122526at6656         -            322   1.1e-49  166.7   3.1   1   1   7.2e-51   4.1e-49  164.8   3.1    49   321     5   335     1   335 0.75 -
122526at6656_7038_0:00119c|TRINITY_DN83352_c6_g1_i1:9-1022|+       -            338 122526at6656         -            322   4.5e-48  161.4   5.4   1   2    0.0065      0.37    7.2   0.3    47    86     8    49     1    59 0.71 -
122526at6656_7038_0:00119c|TRINITY_DN83352_c6_g1_i1:9-1022|+       -            338 122526at6656         -            322   4.5e-48  161.4   5.4   2   2   3.3e-48   1.9e-46  156.0   0.8    77   318    74   338    63   338 0.82 -
122526at6656_28612_0:004ca5|TRINITY_DN75653_c0_g1_i2:25-846|+      -            274 122526at6656         -            322   1.2e-47  160.0   0.1   1   1     5e-49   2.9e-47  158.7   0.1    94   320    18   273     5   274 0.81 -
122526at6656_13164_0:001894|TRINITY_DN81900_c11_g1_i12:2432-3418|+ -            329 122526at6656         -            322     2e-46  156.0   0.7   1   2    0.0091      0.52    6.7   0.4    48    88     8    50     3    60 0.80 -
122526at6656_13164_0:001894|TRINITY_DN81900_c11_g1_i12:2432-3418|+ -            329 122526at6656         -            322     2e-46  156.0   0.7   2   2   1.5e-45   8.6e-44  147.3   0.0    84   320    75   329    62   329 0.85 -
122526at6656_35525_0:006621|TRINITY_DN79998_c7_g1_i1:580-1662|-    -            361 122526at6656         -            322   7.6e-45  150.8   8.7   1   2     0.034       1.9    4.8   0.9    48    86    17    57     7   113 0.75 -
122526at6656_35525_0:006621|TRINITY_DN79998_c7_g1_i1:580-1662|-    -            361 122526at6656         -            322   7.6e-45  150.8   8.7   2   2   1.9e-46   1.1e-44  150.2   1.5    94   321   112   360    95   361 0.86 -
122526at6656_438502_0:001aed|TRINITY_DN69969_c0_g1_i1:231-1055|-   -            275 122526at6656         -            322   7.8e-44  147.4   0.7   1   1   1.8e-45     1e-43  147.1   0.7    87   321    17   275     9   275 0.82 -
122526at6656_45779_0:001c0a|TRINITY_DN88702_c8_g3_i2:186-1067|+    -            294 122526at6656         -            322   7.6e-43  144.2   0.2   1   1   1.7e-44   9.9e-43  143.8   0.2    93   322    53   294    44   294 0.87 -
122526at6656_7070_0:000003|TRINITY_DN73677_c14_g1_i1:470-1839|+    -            265 122526at6656         -            322   2.6e-42  142.5   0.1   1   1   5.2e-44     3e-42  142.2   0.1    94   320    13   262     1   264 0.81 -
122526at6656_158441_0:001548|TRINITY_DN75729_c13_g1_i1:88-1143|+   -            352 122526at6656         -            322     1e-41  140.4   0.0   1   1   4.6e-43   2.6e-41  139.1   0.0    89   318    95   352    86   352 0.80 -
122526at6656_136037_0:001158|TRINITY_DN85245_c11_g4_i2:1579-2652|+ -            358 122526at6656         -            322   1.4e-41  140.0   0.6   1   1   3.7e-43   2.1e-41  139.4   0.6    75   318    88   357    79   358 0.80 -
122526at6656_6945_0:003b7d|TRINITY_DN91584_c6_g1_i1:11-475|+       -            155 122526at6656         -            322     3e-41  138.9   0.6   1   1   6.1e-43   3.5e-41  138.7   0.6   124   273     1   155     1   155 0.93 -
122526at6656_307491_0:001b97|TRINITY_DN74095_c4_g1_i1:75-920|+     -            282 122526at6656         -            322   3.9e-41  138.6   0.6   1   1   8.2e-43   4.7e-41  138.3   0.6    81   321    15   280     6   281 0.81 -
122526at6656_218467_0:005070|TRINITY_DN89598_c13_g1_i2:1492-2226|- -            245 122526at6656         -            322   1.5e-39  133.4   0.0   1   1   3.3e-41   1.9e-39  133.0   0.0   102   319    20   244     2   245 0.83 -
122526at6656_79782_0:000acc|TRINITY_DN89882_c2_g1_i4:461-1546|+    -            362 122526at6656         -            322   2.2e-38  129.6   0.6   1   2     0.059       3.4    4.0   0.4    40    85    25    72     8    88 0.76 -
122526at6656_79782_0:000acc|TRINITY_DN89882_c2_g1_i4:461-1546|+    -            362 122526at6656         -            322   2.2e-38  129.6   0.6   2   2   1.7e-36   9.6e-35  117.6   0.0    87   321    97   361    80   362 0.76 -
122526at6656_7070_0:000003|TRINITY_DN93656_c5_g1_i8:765-1586|-     -            274 122526at6656         -            322   9.3e-38  127.5   0.1   1   1     2e-39   1.2e-37  127.1   0.1    92   319    26   274     5   274 0.81 -
122526at6656_28612_0:004ca5|TRINITY_DN88584_c3_g2_i5:334-1844|+    -            279 122526at6656         -            322   1.8e-37  126.5   0.0   1   2     7e-09     4e-07   26.8   0.0    96   163     1    65     1    75 0.80 -
122526at6656_28612_0:004ca5|TRINITY_DN88584_c3_g2_i5:334-1844|+    -            279 122526at6656         -            322   1.8e-37  126.5   0.0   2   2   1.7e-30     1e-28   97.8   0.0   167   318   103   279    99   279 0.84 -
122526at6656_28612_0:004ca5|TRINITY_DN93214_c3_g2_i4:488-1282|+    -            265 122526at6656         -            322   2.3e-36  122.9   0.1   1   2   1.8e-11     1e-09   35.3   0.0    96   173     1    72     1    79 0.87 -
122526at6656_28612_0:004ca5|TRINITY_DN93214_c3_g2_i4:488-1282|+    -            265 122526at6656         -            322   2.3e-36  122.9   0.1   2   2   8.2e-27   4.7e-25   85.7   0.0   181   318   108   265    86   265 0.79 -
122526at6656_114398_0:00328d|TRINITY_DN85672_c12_g1_i2:1049-1804|- -            252 122526at6656         -            322   2.3e-35  119.6   0.3   1   1   5.3e-37   3.1e-35  119.2   0.3   100   320    16   252     6   252 0.81 -
122526at6656_6669_0:002173|TRINITY_DN78650_c13_g2_i4:949-1704|-    -            252 122526at6656         -            322     3e-35  119.2   0.3   1   1     2e-36   1.1e-34  117.3   0.3    91   318    10   252     3   252 0.79 -
122526at6656_114398_0:00328d|TRINITY_DN91065_c11_g2_i3:529-1197|-  -            223 122526at6656         -            322   8.7e-35  117.7   0.1   1   1   1.8e-36     1e-34  117.4   0.1   104   319     1   223     1   223 0.87 -
122526at6656_108931_0:00043f|TRINITY_DN73244_c11_g1_i3:396-1265|+  -            290 122526at6656         -            322   9.8e-35  117.5   0.2   1   2      0.28        16    1.8   0.2    43    66     9    37     3    71 0.58 -
122526at6656_108931_0:00043f|TRINITY_DN73244_c11_g1_i3:396-1265|+  -            290 122526at6656         -            322   9.8e-35  117.5   0.2   2   2   2.7e-35   1.6e-33  113.6   0.0    86   275    87   290    77   290 0.83 -
122526at6656_407821_0:005855|TRINITY_DN88907_c14_g2_i2:197-578|+   -             89 122526at6656         -            322     3e-31  106.1   2.8   1   1   5.7e-33   3.2e-31  106.0   2.8   228   312     3    89     1    89 0.96 -
122526at6656_7070_0:000003|TRINITY_DN72380_c14_g1_i3:161-1171|-    -            337 122526at6656         -            322   3.8e-31  105.7   0.0   1   1   1.7e-32   9.8e-31  104.4   0.0    87   322    71   336    60   336 0.78 -
122526at6656_13686_0:003311|TRINITY_DN87516_c9_g1_i1:258-1133|-    -            292 122526at6656         -            322   4.1e-31  105.6   0.0   1   1   2.2e-32   1.3e-30  104.0   0.0   106   319    51   291     7   292 0.78 -
122526at6656_218467_0:0003bf|TRINITY_DN75627_c7_g12_i1:1-543|+     -            121 122526at6656         -            322   2.3e-30  103.2   0.1   1   1   4.8e-32   2.8e-30  102.9   0.1   193   299     1   121     1   121 0.91 -
113622at6656_568069_0:0045cd|TRINITY_DN87846_c3_g2_i9:636-2455|-   -            365 122526at6656         -            322     4e-30  102.4   2.8   1   3      0.69        40    0.5   0.5    48    84    12    50     1    58 0.66 -
113622at6656_568069_0:0045cd|TRINITY_DN87846_c3_g2_i9:636-2455|-   -            365 122526at6656         -            322     4e-30  102.4   2.8   2   3   1.9e-10   1.1e-08   32.0   0.0    90   205   144   255   134   258 0.81 -
113622at6656_568069_0:0045cd|TRINITY_DN87846_c3_g2_i9:636-2455|-   -            365 122526at6656         -            322     4e-30  102.4   2.8   3   3     1e-21   5.8e-20   69.0   0.1   227   320   257   365   253   365 0.84 -
122526at6656_6850_0:0018b0|TRINITY_DN89285_c3_g2_i12:238-903|-     -            222 122526at6656         -            322   4.5e-30  102.2   0.4   1   1   9.1e-32   5.2e-30  102.0   0.4   105   318     1   222     1   222 0.87 -
122526at6656_104452_0:002ac6|TRINITY_DN73866_c7_g1_i1:9-323|+      -            105 122526at6656         -            322   6.1e-30  101.8   1.0   1   1   1.2e-31   6.6e-30  101.7   1.0   221   322     1   105     1   105 0.93 -
122526at6656_218467_0:005070|TRINITY_DN88453_c3_g1_i6:920-1702|+   -            261 122526at6656         -            322   1.3e-28   97.4   0.0   1   1   5.7e-30   3.3e-28   96.1   0.0    97   321    20   261     2   261 0.75 -
122526at6656_104452_0:002ac6|TRINITY_DN91838_c17_g2_i1:115-450|-   -            112 122526at6656         -            322     4e-28   95.8   3.2   1   1     8e-30   4.6e-28   95.6   3.2   217   320     4   112     2   112 0.90 -
122526at6656_104452_0:002ac6|TRINITY_DN91674_c10_g1_i1:175-456|-   -             94 122526at6656         -            322   2.8e-27   93.0   1.3   1   1   5.2e-29     3e-27   92.9   1.3   230   321     2    93     1    94 0.91 -
122526at6656_197043_0:004813|TRINITY_DN58833_c0_g1_i1:12-215|-     -             68 122526at6656         -            322   8.3e-27   91.5   1.3   1   1   1.5e-28   8.9e-27   91.4   1.3   259   319     2    67     1    68 0.90 -
122526at6656_6945_0:003b7d|TRINITY_DN58833_c0_g2_i1:1-438|-        -            146 122526at6656         -            322   1.1e-26   91.1   0.0   1   1   2.1e-28   1.2e-26   90.9   0.0   124   264     1   146     1   146 0.92 -
122526at6656_6669_0:002173|TRINITY_DN76149_c7_g1_i4:55-741|-       -            229 122526at6656         -            322   7.5e-25   85.1   5.4   1   1   4.4e-26   2.5e-24   83.3   5.4    95   318     1   228     1   229 0.82 -
122526at6656_6669_0:002173|TRINITY_DN73068_c10_g3_i1:172-990|+     -            273 122526at6656         -            322   2.7e-23   79.9   0.1   1   1   6.2e-25   3.6e-23   79.6   0.1   106   320    51   272    34   273 0.85 -
122526at6656_6945_0:003b7d|TRINITY_DN91838_c17_g1_i1:141-512|+     -            124 122526at6656         -            322   4.3e-23   79.3   0.0   1   1   9.5e-25   5.5e-23   78.9   0.0    92   215    13   124     2   124 0.88 -
122526at6656_6669_0:002173|TRINITY_DN81708_c5_g6_i2:250-756|+      -            169 122526at6656         -            322   7.3e-23   78.5   0.0   1   1   1.5e-24   8.6e-23   78.3   0.0    85   217    20   147     4   158 0.85 -
122526at6656_6945_0:003b7d|TRINITY_DN93656_c5_g5_i8:880-1287|+     -            136 122526at6656         -            322   7.6e-20   68.6   0.0   1   1   1.5e-21   8.4e-20   68.5   0.0    97   217    17   135     2   136 0.85 -
