knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN86448_c12_g1_i9	TRINITY_DN80947_c0_g1_i8
TRINITY_DN92575_c5_g5_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN82901_c10_g1_i6	TRINITY_DN91852_c8_g2_i4
TRINITY_DN86722_c7_g1_i4	TRINITY_DN85878_c16_g2_i3
TRINITY_DN88471_c2_g3_i2	TRINITY_DN84821_c0_g1_i7
TRINITY_DN89208_c0_g1_i6	TRINITY_DN92073_c7_g1_i2
TRINITY_DN75844_c7_g4_i1	TRINITY_DN92810_c0_g2_i4
TRINITY_DN92221_c13_g1_i1	TRINITY_DN81829_c8_g1_i2
TRINITY_DN81229_c4_g1_i6	TRINITY_DN81098_c13_g1_i2
TRINITY_DN90332_c5_g1_i3	TRINITY_DN92057_c1_g1_i8
TRINITY_DN92052_c4_g1_i8	TRINITY_DN89641_c5_g1_i1
TRINITY_DN81229_c1_g1_i1	TRINITY_DN87936_c8_g1_i2
TRINITY_DN92343_c5_g1_i4	TRINITY_DN93556_c6_g1_i10
TRINITY_DN81724_c4_g1_i7	TRINITY_DN91539_c8_g1_i2
TRINITY_DN81229_c3_g1_i1	TRINITY_DN85768_c21_g1_i5
TRINITY_DN88471_c2_g1_i2	TRINITY_DN79974_c0_g2_i8
TRINITY_DN88471_c2_g3_i1	TRINITY_DN91335_c7_g2_i1
TRINITY_DN93264_c6_g1_i19	TRINITY_DN86021_c5_g5_i5
TRINITY_DN92958_c1_g1_i12	TRINITY_DN92073_c7_g1_i3
TRINITY_DN80418_c10_g1_i5	TRINITY_DN80219_c1_g1_i3
TRINITY_DN83957_c6_g2_i1	TRINITY_DN88490_c2_g1_i3
TRINITY_DN91769_c10_g2_i5	TRINITY_DN89594_c2_g1_i10
TRINITY_DN80418_c10_g1_i2	TRINITY_DN93367_c10_g1_i8
TRINITY_DN91807_c5_g1_i1	TRINITY_DN76633_c3_g1_i5
TRINITY_DN92958_c1_g1_i15	TRINITY_DN89641_c0_g1_i4
TRINITY_DN88471_c2_g2_i4	TRINITY_DN90515_c1_g1_i10
TRINITY_DN86186_c8_g1_i9	TRINITY_DN89680_c4_g1_i10
TRINITY_DN91729_c1_g2_i4	TRINITY_DN72297_c9_g1_i1
TRINITY_DN85110_c12_g1_i3	TRINITY_DN89667_c8_g1_i9
TRINITY_DN80047_c2_g1_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN91307_c6_g1_i11	TRINITY_DN93288_c11_g1_i4
TRINITY_DN79105_c8_g3_i4	TRINITY_DN93288_c13_g1_i1
TRINITY_DN92122_c8_g2_i4	TRINITY_DN92810_c0_g2_i1
TRINITY_DN82695_c4_g1_i7	TRINITY_DN81092_c8_g2_i1
TRINITY_DN87574_c7_g1_i4	TRINITY_DN93124_c1_g1_i6
TRINITY_DN92777_c8_g3_i1	TRINITY_DN89641_c0_g1_i3
TRINITY_DN87846_c3_g2_i6	TRINITY_DN84920_c15_g3_i2
TRINITY_DN81807_c2_g3_i2	TRINITY_DN74861_c6_g7_i1
TRINITY_DN88471_c2_g2_i8	TRINITY_DN93025_c5_g6_i1
TRINITY_DN76225_c9_g2_i4	TRINITY_DN71712_c13_g1_i1
TRINITY_DN88555_c12_g1_i4	TRINITY_DN82218_c12_g1_i3
TRINITY_DN89012_c11_g1_i4	TRINITY_DN88565_c11_g2_i2
TRINITY_DN88151_c11_g5_i6	TRINITY_DN75937_c2_g2_i2
TRINITY_DN77614_c15_g1_i6	TRINITY_DN92810_c0_g2_i3
TRINITY_DN93741_c10_g2_i8	TRINITY_DN92254_c0_g1_i1
TRINITY_DN88687_c0_g1_i1	TRINITY_DN84708_c6_g2_i1
TRINITY_DN79511_c8_g1_i6	TRINITY_DN93420_c3_g1_i2
TRINITY_DN86818_c0_g1_i10	TRINITY_DN90515_c1_g1_i8
TRINITY_DN74806_c8_g1_i1	TRINITY_DN89599_c4_g1_i14
TRINITY_DN89789_c6_g2_i1	TRINITY_DN93239_c4_g1_i6
TRINITY_DN89212_c9_g4_i1	TRINITY_DN90876_c10_g1_i2
TRINITY_DN88474_c12_g1_i5	TRINITY_DN92832_c2_g1_i1
TRINITY_DN93431_c4_g1_i9	TRINITY_DN92506_c6_g1_i8
TRINITY_DN88768_c9_g5_i1	TRINITY_DN84130_c4_g2_i19
TRINITY_DN88471_c2_g2_i6	TRINITY_DN90125_c11_g1_i1
TRINITY_DN86835_c6_g4_i2	TRINITY_DN89641_c0_g1_i8
TRINITY_DN83564_c1_g2_i1	TRINITY_DN92810_c0_g2_i8
TRINITY_DN86666_c3_g2_i6	TRINITY_DN80691_c4_g1_i2
TRINITY_DN72024_c13_g2_i4	TRINITY_DN92506_c6_g1_i7
TRINITY_DN87259_c12_g1_i1	TRINITY_DN77312_c10_g1_i2
TRINITY_DN92821_c7_g1_i24	TRINITY_DN92810_c0_g2_i6
TRINITY_DN81229_c2_g1_i1	TRINITY_DN93701_c4_g1_i14
TRINITY_DN93103_c3_g1_i8	TRINITY_DN93288_c11_g1_i3
TRINITY_DN85155_c7_g1_i2	TRINITY_DN92846_c9_g1_i6
TRINITY_DN92254_c0_g1_i2	TRINITY_DN72534_c5_g2_i2
TRINITY_DN82231_c1_g1_i2	TRINITY_DN93288_c12_g1_i1
TRINITY_DN80418_c10_g1_i3	TRINITY_DN90515_c1_g1_i5
TRINITY_DN88327_c12_g1_i7	TRINITY_DN84628_c8_g2_i2
TRINITY_DN85954_c16_g2_i2	TRINITY_DN91273_c9_g2_i1
TRINITY_DN90370_c7_g2_i9	TRINITY_DN89641_c0_g1_i7
TRINITY_DN92072_c10_g1_i2	TRINITY_DN83805_c14_g1_i4
TRINITY_DN86545_c5_g1_i10	TRINITY_DN92378_c1_g3_i2
TRINITY_DN87769_c12_g1_i8	TRINITY_DN90709_c1_g1_i12
TRINITY_DN86395_c5_g2_i3	TRINITY_DN86457_c5_g3_i3
TRINITY_DN92026_c2_g1_i27	TRINITY_DN77025_c11_g2_i1
TRINITY_DN88747_c9_g1_i4	TRINITY_DN92506_c6_g1_i1
	TRINITY_DN76180_c10_g1_i1
	TRINITY_DN83957_c6_g2_i7
	TRINITY_DN83954_c7_g1_i3
	TRINITY_DN74577_c0_g1_i2
	TRINITY_DN85517_c5_g3_i6
	TRINITY_DN75713_c11_g1_i3
	TRINITY_DN90595_c13_g1_i1
	TRINITY_DN84010_c14_g1_i3
	TRINITY_DN83012_c16_g1_i5
	TRINITY_DN76223_c12_g1_i3
	TRINITY_DN93174_c0_g1_i22
	TRINITY_DN90630_c9_g1_i14
	TRINITY_DN90515_c1_g1_i6
	TRINITY_DN83136_c13_g1_i1
	TRINITY_DN90515_c1_g1_i13
	TRINITY_DN90485_c13_g1_i5
	TRINITY_DN85370_c12_g1_i1
	TRINITY_DN73011_c13_g3_i1
	TRINITY_DN83954_c7_g1_i5
