knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN92631_c1_g1_i2	TRINITY_DN80947_c0_g1_i8
TRINITY_DN81229_c4_g1_i6	TRINITY_DN92057_c1_g1_i8
TRINITY_DN75844_c7_g4_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN81229_c1_g1_i1	TRINITY_DN85878_c16_g2_i3
TRINITY_DN92442_c12_g1_i4	TRINITY_DN91852_c8_g2_i4
TRINITY_DN76920_c6_g2_i1	TRINITY_DN93556_c6_g1_i10
TRINITY_DN80418_c10_g1_i5	TRINITY_DN85768_c21_g1_i5
TRINITY_DN88471_c2_g1_i2	TRINITY_DN92073_c7_g1_i2
TRINITY_DN93605_c1_g2_i11	TRINITY_DN81098_c13_g1_i2
TRINITY_DN81229_c3_g1_i1	TRINITY_DN79974_c0_g2_i8
TRINITY_DN88471_c2_g3_i2	TRINITY_DN91335_c7_g2_i1
TRINITY_DN88471_c2_g2_i8	TRINITY_DN86021_c5_g5_i5
TRINITY_DN92575_c5_g5_i1	TRINITY_DN89599_c4_g1_i14
TRINITY_DN81229_c2_g1_i1	TRINITY_DN89667_c8_g1_i9
TRINITY_DN80418_c10_g1_i2	TRINITY_DN84821_c0_g1_i7
TRINITY_DN88471_c2_g3_i1	TRINITY_DN92832_c2_g1_i1
TRINITY_DN92025_c6_g2_i11	TRINITY_DN90876_c10_g1_i2
TRINITY_DN93148_c9_g1_i34	TRINITY_DN88490_c2_g1_i3
TRINITY_DN86722_c7_g1_i4	TRINITY_DN92810_c0_g2_i4
TRINITY_DN89208_c0_g1_i6	TRINITY_DN88565_c11_g2_i2
TRINITY_DN92467_c1_g1_i5	TRINITY_DN81829_c8_g1_i2
TRINITY_DN91380_c13_g1_i4	TRINITY_DN86151_c10_g2_i5
TRINITY_DN86744_c14_g1_i2	TRINITY_DN93239_c4_g1_i6
TRINITY_DN80418_c10_g1_i7	TRINITY_DN93124_c1_g1_i6
TRINITY_DN88471_c2_g2_i4	TRINITY_DN92073_c7_g1_i3
TRINITY_DN75358_c12_g3_i2	TRINITY_DN80219_c1_g1_i3
