knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN90813_c1_g1_i3	TRINITY_DN84920_c15_g3_i2
TRINITY_DN80418_c10_g1_i2	TRINITY_DN90565_c0_g3_i1
TRINITY_DN89012_c11_g1_i2	TRINITY_DN76831_c11_g2_i1
TRINITY_DN88471_c2_g3_i1	TRINITY_DN90515_c1_g1_i5
TRINITY_DN80418_c10_g1_i3	TRINITY_DN92506_c6_g1_i3
TRINITY_DN72829_c0_g2_i1	TRINITY_DN89316_c6_g2_i3
TRINITY_DN81229_c3_g1_i1	TRINITY_DN93288_c12_g1_i1
TRINITY_DN86973_c5_g1_i1	TRINITY_DN92810_c0_g2_i6
TRINITY_DN80418_c10_g1_i5	TRINITY_DN71712_c13_g1_i1
TRINITY_DN88471_c2_g3_i2	TRINITY_DN89641_c0_g1_i1
TRINITY_DN88471_c2_g2_i8	TRINITY_DN72862_c11_g1_i2
TRINITY_DN80418_c10_g1_i7	TRINITY_DN83136_c13_g1_i1
TRINITY_DN91431_c12_g3_i3	TRINITY_DN92810_c0_g2_i3
TRINITY_DN82695_c4_g1_i7	TRINITY_DN93012_c8_g1_i1
TRINITY_DN92343_c5_g1_i5	TRINITY_DN73748_c12_g1_i2
TRINITY_DN81229_c1_g1_i1	TRINITY_DN92810_c0_g2_i8
TRINITY_DN88471_c2_g2_i6	TRINITY_DN72297_c9_g1_i1
TRINITY_DN88471_c2_g2_i4	TRINITY_DN89641_c0_g1_i3
TRINITY_DN89600_c0_g1_i7	TRINITY_DN92506_c6_g1_i7
TRINITY_DN91829_c2_g1_i7	TRINITY_DN76458_c10_g1_i1
TRINITY_DN88471_c2_g2_i7	TRINITY_DN93288_c11_g1_i4
TRINITY_DN80418_c10_g1_i11	TRINITY_DN90515_c1_g1_i10
TRINITY_DN81229_c4_g1_i6	TRINITY_DN87781_c12_g1_i1
TRINITY_DN89600_c0_g1_i5	TRINITY_DN86459_c10_g1_i2
