TRINITY_DN78869_c14_g1_i1.p1	98a45410202b5eaa7395922868cb7084	113	MobiDBLite	mobidb-lite	consensus disorder prediction	85	113	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	226	253	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	Coils	Coil	Coil	962	982	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1328	1345	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	816	838	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	290	304	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	463	599	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1363	1443	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	745	768	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1465	1493	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	806	844	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1018	1211	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	Coils	Coil	Coil	1451	1471	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	323	450	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1232	1295	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1248	1269	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	181	204	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1111	1211	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	722	768	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1323	1506	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1278	1295	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	257	285	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1018	1090	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	181	304	-	T	15-02-2026	-	-
TRINITY_DN91169_c8_g1_i3.p1	47d50753c53919e761315b22fec80661	1539	MobiDBLite	mobidb-lite	consensus disorder prediction	1091	1110	-	T	15-02-2026	-	-
TRINITY_DN73247_c11_g1_i3.p1	679e9fc2abd5f24ace2b4276aacac6ed	194	Coils	Coil	Coil	119	139	-	T	15-02-2026	-	-
TRINITY_DN90590_c6_g3_i1.p1	c62cabee08151fe0904011c4dbb40bfb	168	MobiDBLite	mobidb-lite	consensus disorder prediction	78	98	-	T	15-02-2026	-	-
TRINITY_DN91826_c9_g1_i1.p1	c7aa07eb4b9255e09d1388daece8b550	131	MobiDBLite	mobidb-lite	consensus disorder prediction	1	95	-	T	15-02-2026	-	-
TRINITY_DN91826_c9_g1_i1.p1	c7aa07eb4b9255e09d1388daece8b550	131	MobiDBLite	mobidb-lite	consensus disorder prediction	1	52	-	T	15-02-2026	-	-
TRINITY_DN69803_c0_g3_i1.p1	5a84712cc6109d4723793a295c2b1ed7	148	MobiDBLite	mobidb-lite	consensus disorder prediction	116	133	-	T	15-02-2026	-	-
TRINITY_DN69803_c0_g3_i1.p1	5a84712cc6109d4723793a295c2b1ed7	148	MobiDBLite	mobidb-lite	consensus disorder prediction	46	65	-	T	15-02-2026	-	-
TRINITY_DN69803_c0_g3_i1.p1	5a84712cc6109d4723793a295c2b1ed7	148	MobiDBLite	mobidb-lite	consensus disorder prediction	66	91	-	T	15-02-2026	-	-
TRINITY_DN69803_c0_g3_i1.p1	5a84712cc6109d4723793a295c2b1ed7	148	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	15-02-2026	-	-
TRINITY_DN69803_c0_g3_i1.p1	5a84712cc6109d4723793a295c2b1ed7	148	MobiDBLite	mobidb-lite	consensus disorder prediction	1	148	-	T	15-02-2026	-	-
TRINITY_DN84534_c4_g2_i1.p1	efa03087f1ddf3811fa344a8771795d0	219	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	15-02-2026	-	-
TRINITY_DN68770_c0_g1_i1.p1	7aa66d734aee29fdd8d8ffdba0e667e3	110	MobiDBLite	mobidb-lite	consensus disorder prediction	50	66	-	T	15-02-2026	-	-
