# BUSCO version is: 5.7.1 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2024-01-08, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
774at6656	Duplicated	TRINITY_DN93543_c3_g1_i7:3-5804	1767.4	1287	https://v10-1.orthodb.org/?query=774at6656	WD40 repeat
774at6656	Duplicated	TRINITY_DN93543_c3_g1_i10:3-5816	1758.9	1287	https://v10-1.orthodb.org/?query=774at6656	WD40 repeat
774at6656	Duplicated	TRINITY_DN93543_c3_g1_i5:3-5366	1538.9	1146	https://v10-1.orthodb.org/?query=774at6656	WD40 repeat
774at6656	Duplicated	TRINITY_DN93543_c3_g1_i3:3-5378	1530.4	1146	https://v10-1.orthodb.org/?query=774at6656	WD40 repeat
980at6656	Duplicated	TRINITY_DN93731_c3_g2_i3:0-4874	1461.8	987	https://v10-1.orthodb.org/?query=980at6656	Leucine-rich repeat
980at6656	Duplicated	TRINITY_DN93731_c3_g2_i9:0-4880	1461.8	987	https://v10-1.orthodb.org/?query=980at6656	Leucine-rich repeat
980at6656	Duplicated	TRINITY_DN93731_c3_g2_i13:0-5140	1459.7	987	https://v10-1.orthodb.org/?query=980at6656	Leucine-rich repeat
980at6656	Duplicated	TRINITY_DN93731_c3_g2_i1:0-5134	1459.7	987	https://v10-1.orthodb.org/?query=980at6656	Leucine-rich repeat
980at6656	Duplicated	TRINITY_DN93731_c3_g2_i2:256-4536	1355.4	921	https://v10-1.orthodb.org/?query=980at6656	Leucine-rich repeat
980at6656	Duplicated	TRINITY_DN93731_c3_g2_i8:257-4632	1351.1	921	https://v10-1.orthodb.org/?query=980at6656	Leucine-rich repeat
997at6656	Complete	TRINITY_DN92722_c0_g1_i1:333-7454	3670.2	1782	https://v10-1.orthodb.org/?query=997at6656	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i15:1380-10055	2171.7	1678	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i1:1380-9890	2171.7	1678	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i14:1380-9905	2171.0	1678	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i5:1380-10070	2171.0	1678	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i4:1380-9853	2024.5	1562	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i7:1380-9688	2024.5	1562	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i13:1380-9868	2023.6	1562	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1166at6656	Duplicated	TRINITY_DN92873_c0_g1_i8:1380-9703	2023.6	1562	https://v10-1.orthodb.org/?query=1166at6656	E3 ubiquitin ligase EDD, ubiquitin-associated domain
1885at6656	Missing
