knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN84871_c5_g1_i3	TRINITY_DN76831_c11_g2_i1
TRINITY_DN81229_c3_g1_i1	TRINITY_DN91237_c5_g4_i2
TRINITY_DN88471_c2_g3_i1	TRINITY_DN92810_c0_g2_i4
TRINITY_DN80418_c10_g1_i2	TRINITY_DN89641_c0_g1_i1
TRINITY_DN81229_c1_g1_i1	TRINITY_DN90515_c1_g1_i5
TRINITY_DN81229_c4_g1_i6	TRINITY_DN84920_c15_g3_i2
TRINITY_DN88471_c2_g3_i2	TRINITY_DN89641_c0_g1_i3
TRINITY_DN80418_c10_g1_i3	TRINITY_DN89641_c0_g1_i8
TRINITY_DN80418_c10_g1_i5	TRINITY_DN87598_c2_g3_i6
TRINITY_DN88471_c2_g2_i8	TRINITY_DN93288_c12_g1_i1
TRINITY_DN88471_c2_g2_i4	TRINITY_DN92810_c0_g2_i8
TRINITY_DN92575_c5_g5_i1	TRINITY_DN82189_c7_g4_i4
TRINITY_DN75844_c7_g4_i1	TRINITY_DN89641_c0_g1_i7
TRINITY_DN82695_c4_g1_i7	TRINITY_DN92810_c0_g2_i3
TRINITY_DN89012_c11_g1_i2	TRINITY_DN89641_c0_g1_i6
TRINITY_DN89789_c6_g2_i4	TRINITY_DN92810_c0_g2_i6
TRINITY_DN92343_c5_g1_i5	TRINITY_DN80947_c0_g1_i8
TRINITY_DN88471_c2_g1_i2	TRINITY_DN92088_c10_g1_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN89641_c0_g1_i2
TRINITY_DN80418_c10_g1_i7	TRINITY_DN93288_c11_g1_i4
TRINITY_DN92052_c4_g1_i8	TRINITY_DN89641_c5_g1_i1
TRINITY_DN88471_c2_g2_i6	TRINITY_DN91237_c5_g4_i4
TRINITY_DN81229_c4_g1_i2	TRINITY_DN90515_c1_g1_i1
TRINITY_DN84625_c16_g1_i1	TRINITY_DN92073_c7_g1_i2
TRINITY_DN82695_c4_g1_i5	TRINITY_DN90515_c1_g1_i10
TRINITY_DN75921_c5_g5_i1	TRINITY_DN91982_c2_g1_i6
TRINITY_DN93405_c6_g1_i3	TRINITY_DN92810_c0_g2_i1
TRINITY_DN89208_c0_g1_i3	TRINITY_DN93367_c10_g1_i8
TRINITY_DN89600_c0_g1_i7	TRINITY_DN93288_c13_g1_i1
TRINITY_DN92221_c13_g1_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN80418_c10_g1_i1	TRINITY_DN90125_c11_g1_i1
TRINITY_DN87940_c7_g3_i2	TRINITY_DN90876_c10_g1_i2
TRINITY_DN90492_c0_g1_i1	TRINITY_DN93288_c11_g1_i1
TRINITY_DN89204_c5_g4_i13	TRINITY_DN80943_c11_g2_i1
TRINITY_DN82996_c8_g5_i1	TRINITY_DN85878_c16_g2_i3
TRINITY_DN78131_c2_g3_i4	TRINITY_DN91388_c12_g6_i1
TRINITY_DN89600_c0_g1_i5	TRINITY_DN93288_c11_g1_i3
TRINITY_DN93366_c0_g1_i1	TRINITY_DN71712_c13_g1_i1
TRINITY_DN84871_c5_g1_i5	TRINITY_DN92052_c4_g1_i1
TRINITY_DN90492_c0_g1_i4	TRINITY_DN90515_c1_g1_i8
TRINITY_DN90492_c0_g1_i3	TRINITY_DN93288_c11_g2_i2
TRINITY_DN85166_c7_g2_i1	TRINITY_DN90515_c1_g1_i7
TRINITY_DN80418_c10_g1_i11	TRINITY_DN92073_c7_g1_i3
TRINITY_DN93814_c9_g1_i4	TRINITY_DN72297_c9_g1_i1
TRINITY_DN72829_c0_g1_i3	TRINITY_DN89641_c0_g1_i4
TRINITY_DN92331_c2_g1_i2	TRINITY_DN78704_c2_g1_i7
TRINITY_DN86722_c7_g1_i4	TRINITY_DN93239_c4_g1_i6
TRINITY_DN82695_c4_g1_i4	TRINITY_DN88611_c4_g1_i1
TRINITY_DN89600_c0_g1_i2	TRINITY_DN90515_c1_g1_i6
TRINITY_DN90300_c6_g4_i1	TRINITY_DN89948_c9_g2_i2
TRINITY_DN90492_c0_g1_i2	TRINITY_DN90565_c0_g3_i1
TRINITY_DN89212_c6_g1_i1	TRINITY_DN73052_c14_g1_i5
TRINITY_DN89208_c0_g1_i6	TRINITY_DN72467_c13_g1_i7
TRINITY_DN78740_c10_g1_i4	TRINITY_DN93728_c0_g1_i1
TRINITY_DN88471_c2_g2_i7	TRINITY_DN93024_c5_g1_i5
TRINITY_DN89789_c6_g2_i1	TRINITY_DN76180_c10_g1_i1
TRINITY_DN93167_c0_g1_i5	TRINITY_DN92408_c6_g1_i8
TRINITY_DN93103_c3_g1_i8	TRINITY_DN72304_c14_g1_i2
TRINITY_DN81647_c4_g2_i2	TRINITY_DN86021_c5_g5_i5
TRINITY_DN80581_c12_g1_i6	TRINITY_DN84498_c10_g1_i21
TRINITY_DN86973_c3_g1_i4	TRINITY_DN88490_c2_g1_i3
TRINITY_DN92343_c5_g1_i4	TRINITY_DN93025_c5_g3_i6
TRINITY_DN92958_c1_g1_i12	TRINITY_DN74861_c6_g7_i1
TRINITY_DN86973_c3_g1_i5	TRINITY_DN89641_c2_g1_i1
TRINITY_DN92777_c8_g3_i1	TRINITY_DN83804_c8_g1_i8
TRINITY_DN80047_c2_g1_i1	TRINITY_DN91982_c2_g1_i7
TRINITY_DN92699_c2_g1_i8	TRINITY_DN83954_c7_g1_i3
