568753	625+1113	0	4295	1	132340at6656_54969_0:0029cc|TRINITY_DN83383_c11_g2_i6|+|459|1.419e-131|1|625|1737|625[625]:1737[1737]:1113[1113]
55116	125+2025	0	12166	1	40691at6656_454923_0:001132|TRINITY_DN83422_c6_g1_i2|+|134|9.7e-34|2|125|2149|125[125]:1186[1186]:1062[1062]|1451[1451]:2149[2149]:699[699]
91773	3168-1966	0	7337	-1	35035at6656_6973_0:00580f|TRINITY_DN92849_c6_g1_i11|-|41|9.606e-06|2|1203|3168|3168[3168]:2932[2932]:237[237]|1643[1643]:1203[1203]:441[441]
293677	696+957	0	9591	1	84925at6656_6832_0:003332|TRINITY_DN86640_c10_g1_i3|+|43|2.402e-06|1|696|1652|696[696]:1652[1652]:957[957]
477046	706+465	0	19058	1	45131at6656_45779_0:0018f1|TRINITY_DN89724_c10_g1_i6|+|51|9.381e-09|1|706|1170|706[706]:1170[1170]:465[465]
334	438+504	0	21406	1	109724at6656_67767_0:0026e1|TRINITY_DN84778_c11_g1_i2|+|170|1.412e-44|1|438|941|438[438]:941[941]:504[504]
110245	1197+561	0	21330	1	98544at6656_6958_0:000ec0|TRINITY_DN88077_c9_g1_i2|+|102|4.166e-24|1|1197|1757|1197[1197]:1757[1757]:561[561]
110583	501+330	0	18867	1	149101at6656_91411_0:001d3c|TRINITY_DN90344_c9_g6_i1|+|143|1.895e-36|1|501|830|501[501]:830[830]:330[330]
493594	35+168	0	17703	1	54527at6656_6958_0:000dd0|TRINITY_DN73906_c2_g1_i1|+|46|3.002e-07|1|35|202|35[35]:202[202]:168[168]
515861	62+438	0	10974	1	85509at6656_1629725_0:0006ba|TRINITY_DN125161_c0_g1_i1|+|227|9.794e-62|1|62|499|62[62]:499[499]:438[438]
238540	1805-756	0	21881	-1	66299at6656_108931_0:00200c|TRINITY_DN72002_c9_g1_i4|-|70|1.789e-14|1|1050|1805|1805[1805]:1050[1050]:756[756]
238544	149+1059	0	10822	1	54527at6656_1629725_0:0000db|TRINITY_DN92836_c9_g1_i1|+|95|5.333e-22|1|149|1207|149[149]:1207[1207]:1059[1059]
466841	340-333	0	21369	-1	105771at6656_7004_0:00170d|TRINITY_DN38020_c0_g1_i1|-|171|7.058e-45|1|8|340|340[340]:8[8]:333[333]
479616	443-396	0	12848	-1	40319at6656_1049336_0:0040b8|TRINITY_DN71021_c0_g2_i1|-|68|7.157e-14|1|48|443|443[443]:48[48]:396[396]
220205	931+993	0	4295	1	132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i4|+|254|7.297e-70|1|931|1923|931[931]:1923[1923]:993[993]
464145	2+366	0	22001	1	91468at6656_1049336_0:001070|TRINITY_DN81005_c8_g3_i2|+|185|4.308e-49|1|2|367|2[2]:367[367]:366[366]
568977	359+351	0	4994	1	132760at6656_88015_0:0036a2|TRINITY_DN81676_c6_g2_i1|+|37|0.0001537|1|359|709|359[359]:709[709]:351[351]
202092	38+363	0	679	1	98544at6656_143948_0:002d19|TRINITY_DN86441_c10_g2_i1|+|53|2.345e-09|1|38|400|38[38]:400[400]:363[363]
203321	413-252	0	13263	-1	135123at6656_7227_0:001548|TRINITY_DN81093_c24_g1_i1|-|53|2.345e-09|1|162|413|413[413]:162[162]:252[252]
33436	13+216	0	37	1	105887at6656_52283_0:0004bb|TRINITY_DN86821_c15_g1_i1|+|46|3.002e-07|1|13|228|13[13]:228[228]:216[216]
73369	7471-1182	0	1860	-1	4864at6656_197043_0:000fef|TRINITY_DN91082_c2_g1_i7|-|82|4.368e-18|1|6290|7471|7471[7471]:6290[6290]:1182[1182]
476954	186+1449	0	11675	1	90928at6656_6973_0:0062ed|TRINITY_DN80636_c12_g1_i2|+|191|6.731e-51|1|186|1634|186[186]:1634[1634]:1449[1449]
385200	179+720	0	4072	1	83303at6656_6850_0:001d48|TRINITY_DN92100_c6_g1_i6|+|35|0.0006148|1|179|898|179[179]:898[898]:720[720]
165246	267+870	0	21964	1	83303at6656_7539_0:0010ed|TRINITY_DN92335_c1_g2_i6|+|36|0.0003074|1|267|1136|267[267]:1136[1136]:870[870]
531930	3849-489	0	7360	-1	45131at6656_113334_0:003788|TRINITY_DN87264_c2_g1_i15|-|54|1.173e-09|1|3361|3849|3849[3849]:3361[3361]:489[489]
531931	2261-612	0	1235	-1	66299at6656_42026_0:001587|TRINITY_DN91122_c1_g1_i7|-|48|7.505e-08|1|1650|2261|2261[2261]:1650[1650]:612[612]
531937	3361-429	0	2581	-1	60682at6656_6973_0:006d1e|TRINITY_DN86588_c12_g3_i3|-|84|1.092e-18|1|2933|3361|3361[3361]:2933[2933]:429[429]
36774	954-567	0	15323	-1	135075at6656_93721_0:006fa0|TRINITY_DN93814_c9_g1_i8|-|56|2.932e-10|1|388|954|954[954]:388[388]:567[567]
37033	1147-216	0	4885	-1	109484at6656_43151_0:00269f|TRINITY_DN81343_c4_g1_i1|-|48|7.505e-08|1|932|1147|1147[1147]:932[932]:216[216]
532295	1124-657	0	15323	-1	135075at6656_93721_0:006fa0|TRINITY_DN81780_c6_g1_i5|-|48|7.505e-08|1|468|1124|1124[1124]:468[468]:657[657]
312163	643-573	0	21922	-1	76573at6656_378494_0:005c2b|TRINITY_DN86034_c12_g5_i1|-|168|5.646e-44|1|71|643|643[643]:71[71]:573[573]
348725	4+705	0	20171	1	139834at6656_29031_0:0022cc|TRINITY_DN93530_c6_g1_i1|+|53|2.345e-09|1|4|708|4[4]:708[708]:705[705]
366976	445+786	0	9571	1	81292at6656_535359_0:00120a|TRINITY_DN86645_c3_g1_i1|+|73|2.237e-15|1|445|1230|445[445]:1230[1230]:786[786]
201831	2038+660	0	17066	1	66299at6656_29058_0:00325d|TRINITY_DN77084_c4_g1_i11|+|159|2.891e-41|1|2038|2697|2038[2038]:2697[2697]:660[660]
201832	813+375	0	18512	1	80693at6656_7536_0:001092|TRINITY_DN87288_c5_g1_i3|+|56|2.932e-10|1|813|1187|813[813]:1187[1187]:375[375]
440349	2264-1746	0	9416	-1	40691at6656_88015_0:0039c9|TRINITY_DN86578_c14_g1_i5|-|79|3.495e-17|1|519|2264|2264[2264]:519[519]:1746[1746]
55032	5634-1005	0	4295	-1	132340at6656_54969_0:0029cc|TRINITY_DN83628_c8_g2_i6|-|308|4.051e-86|1|4630|5634|5634[5634]:4630[4630]:1005[1005]
55033	2943+486	0	8733	1	44389at6656_378494_0:004531|TRINITY_DN86189_c13_g1_i1|+|40|1.921e-05|1|2943|3428|2943[2943]:3428[3428]:486[486]
55035	6117-213	0	4768	-1	84169at6656_197043_0:006548|TRINITY_DN93286_c1_g4_i1|-|104|1.042e-24|1|5905|6117|6117[6117]:5905[5905]:213[213]
543214	273-252	0	13071	-1	98544at6656_1218281_0:001751|TRINITY_DN93618_c20_g1_i1|-|41|9.606e-06|1|22|273|273[273]:22[22]:252[252]
53715	187-159	0	13396	-1	153534at6656_1218281_0:00133d|TRINITY_DN72842_c13_g4_i1|-|71|8.947e-15|2|29|187|187[187]:143[143]:45[45]|139[139]:29[29]:111[111]
530994	208-207	0	16642	-1	127511at6656_218467_0:002617|TRINITY_DN92816_c14_g7_i1|-|120|1.589e-29|1|2|208|208[208]:2[2]:207[207]
202121	265+438	0	1203	1	60682at6656_6958_0:00195d|TRINITY_DN77170_c8_g2_i3|+|86|2.73e-19|1|265|702|265[265]:702[702]:438[438]
165250	1201-651	0	7801	-1	143459at6656_110193_0:002932|TRINITY_DN81700_c14_g1_i5|-|39|3.843e-05|1|551|1201|1201[1201]:551[551]:651[651]
238557	2294-549	0	10259	-1	81292at6656_54969_0:0033d7|TRINITY_DN87866_c11_g1_i2|-|40|1.921e-05|1|1746|2294|2294[2294]:1746[1746]:549[549]
238764	673-474	0	11635	-1	81292at6656_568069_0:000c6b|TRINITY_DN81187_c5_g1_i3|-|38|7.685e-05|1|200|673|673[673]:200[200]:474[474]
238764	1123-261	0	20578	-1	81292at6656_38123_0:002b39|TRINITY_DN81187_c5_g1_i3|-|43|2.402e-06|1|863|1123|1123[1123]:863[863]:261[261]
238766	310+204	0	14306	1	63461at6656_418985_0:003043|TRINITY_DN91323_c9_g1_i3|+|50|1.876e-08|1|310|513|310[310]:513[513]:204[204]
74137	22+582	0	3399	1	85103at6656_6958_0:000a2c|TRINITY_DN82128_c11_g6_i3|+|66|2.863e-13|1|22|603|22[22]:603[603]:582[582]
257207	150+960	0	19750	1	46671at6656_294128_0:0032e8|TRINITY_DN71947_c8_g1_i2|+|555|1.791e-160|1|150|1109|150[150]:1109[1109]:960[960]
367002	1958-276	0	4426	-1	150327at6656_294128_0:00210d|TRINITY_DN89874_c10_g1_i2|-|176|2.205e-46|1|1683|1958|1958[1958]:1683[1683]:276[276]
367006	393+252	0	20484	1	61577at6656_56086_0:0023c8|TRINITY_DN86075_c10_g2_i2|+|37|0.0001537|1|393|644|393[393]:644[644]:252[252]
298098	38+384	0	6694	1	54527at6656_13249_0:002cd1|TRINITY_DN77833_c3_g1_i6|+|90|1.706e-20|1|38|421|38[38]:421[421]:384[384]
366847	4642-381	0	19519	-1	145443at6656_7213_0:00044c|TRINITY_DN81980_c12_g1_i3|-|51|9.381e-09|1|4262|4642|4642[4642]:4262[4262]:381[381]
513823	1344-741	0	15778	-1	84169at6656_110193_0:0029ab|TRINITY_DN89679_c5_g1_i3|-|158|5.782e-41|1|604|1344|1344[1344]:604[604]:741[741]
348624	1459-492	0	7360	-1	45131at6656_113334_0:003788|TRINITY_DN79895_c5_g1_i1|-|59|3.665e-11|1|968|1459|1459[1459]:968[968]:492[492]
110166	286+591	0	4771	1	84925at6656_34740_0:002eea|TRINITY_DN92405_c11_g1_i2|+|57|1.466e-10|1|286|876|286[286]:876[876]:591[591]
110168	2620-1455	0	1873	-1	54527at6656_72036_0:00205e|TRINITY_DN80721_c7_g1_i4|-|122|3.973e-30|2|1166|2620|2620[2620]:1919[1919]:702[702]|1522[1522]:1166[1166]:357[357]
440366	1335-231	0	11664	-1	85509at6656_56086_0:001882|TRINITY_DN81564_c14_g1_i1|-|76|2.796e-16|1|1105|1335|1335[1335]:1105[1105]:231[231]
385301	2201-963	0	9544	-1	76812at6656_7200_0:0018f5|TRINITY_DN79346_c7_g1_i1|-|95|5.333e-22|1|1239|2201|2201[2201]:1239[1239]:963[963]
154781	75+273	0	18521	1	83303at6656_121845_0:000632|TRINITY_DN91732_c5_g4_i1|+|114|1.017e-27|1|75|347|75[75]:347[347]:273[273]
550493	890-633	0	2039	-1	90931at6656_199890_0:001f63|TRINITY_DN89996_c6_g3_i1|-|97|1.333e-22|1|258|890|890[890]:258[258]:633[633]
458578	295+1443	0	5304	1	4864at6656_113334_0:000d55|TRINITY_DN92631_c1_g1_i2|+|62|4.581e-12|1|295|1737|295[295]:1737[1737]:1443[1443]
349034	203+495	0	15931	1	118037at6656_7038_0:003362|TRINITY_DN86489_c2_g2_i3|+|38|7.685e-05|1|203|697|203[203]:697[697]:495[495]
99662	346-336	0	19079	-1	54527at6656_6973_0:00155a|TRINITY_DN83555_c0_g1_i1|-|78|6.989e-17|1|11|346|346[346]:11[11]:336[336]
531942	3722-759	0	10739	-1	31014at6656_378494_0:0048b7|TRINITY_DN87607_c8_g3_i3|-|101|8.332e-24|1|2964|3722|3722[3722]:2964[2964]:759[759]
183536	1653-606	0	9556	-1	77987at6656_91411_0:0000b2|TRINITY_DN90811_c11_g1_i3|-|72|4.473e-15|1|1048|1653|1653[1653]:1048[1048]:606[606]
37124	276+357	0	3031	1	148851at6656_13164_0:000fb3|TRINITY_DN81349_c13_g1_i1|+|51|9.381e-09|1|276|632|276[276]:632[632]:357[357]
348533	3337-291	0	1207	-1	60750at6656_378494_0:005239|TRINITY_DN91459_c2_g1_i6|-|51|9.381e-09|1|3047|3337|3337[3337]:3047[3047]:291[291]
348534	1495-438	0	5680	-1	132760at6656_1629725_0:0014c3|TRINITY_DN91970_c11_g1_i1|-|58|7.329e-11|1|1058|1495|1495[1495]:1058[1058]:438[438]
385901	829-825	0	494	-1	54527at6656_32264_0:0018ec|TRINITY_DN83555_c2_g1_i12|-|203|1.643e-54|1|5|829|829[829]:5[5]:825[825]
440447	1122-306	0	4992	-1	132760at6656_38123_0:000163|TRINITY_DN90471_c8_g1_i2|-|100|1.666e-23|1|817|1122|1122[1122]:817[817]:306[306]
513564	353+1038	0	4295	1	132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i10|+|149|2.96e-38|1|353|1390|353[353]:1390[1390]:1038[1038]
275282	234+378	0	267	1	147657at6656_7130_0:002db5|TRINITY_DN82097_c12_g2_i1|+|57|1.466e-10|1|234|611|234[234]:611[611]:378[378]
275283	632+693	0	19011	1	31634at6656_56086_0:00380c|TRINITY_DN87530_c12_g2_i2|+|143|1.895e-36|1|632|1324|632[632]:1324[1324]:693[693]
275288	935+399	0	2018	1	85103at6656_104452_0:000d06|TRINITY_DN90230_c8_g1_i7|+|45|6.004e-07|1|935|1333|935[935]:1333[1333]:399[399]
458841	604+513	0	2167	1	118527at6656_1155016_0:0005b7|TRINITY_DN84360_c6_g4_i2|+|42|4.803e-06|1|604|1116|604[604]:1116[1116]:513[513]
201891	136+252	0	6161	1	85509at6656_7536_0:0000b9|TRINITY_DN90756_c15_g1_i1|+|81|8.737e-18|1|136|387|136[136]:387[387]:252[252]
110286	174+603	0	20588	1	83303at6656_7493_0:001ec5|TRINITY_DN77898_c9_g3_i2|+|47|1.501e-07|1|174|776|174[174]:776[776]:603[603]
220162	587+1974	0	5284	1	40691at6656_39758_0:0020db|TRINITY_DN90721_c6_g1_i4|+|400|8.181e-114|1|587|2560|587[587]:2560[2560]:1974[1974]
458586	3315-1770	0	3649	-1	137050at6656_72036_0:001093|TRINITY_DN87375_c0_g1_i9|-|183|1.723e-48|1|1546|3315|3315[3315]:1546[1546]:1770[1770]
312863	373+348	0	7965	1	23388at6656_197043_0:00479b|TRINITY_DN91497_c1_g1_i5|+|142|3.789e-36|1|373|720|373[373]:720[720]:348[348]
524733	211-210	0	19450	-1	135075at6656_407821_0:005dbb|TRINITY_DN69951_c0_g1_i1|-|120|1.589e-29|1|2|211|211[211]:2[2]:210[210]
305461	276-222	0	4885	-1	109484at6656_43151_0:00269f|TRINITY_DN84992_c18_g1_i1|-|150|1.48e-38|2|55|276|276[276]:199[199]:78[78]|195[195]:55[55]:141[141]
330154	208+219	0	4885	1	109484at6656_43151_0:00269f|TRINITY_DN86404_c4_g3_i1|+|52|4.691e-09|1|208|426|208[208]:426[426]:219[219]
330155	1641+957	0	4295	1	132340at6656_54969_0:0029cc|TRINITY_DN89097_c9_g1_i1|+|314|6.329e-88|1|1641|2597|1641[1641]:2597[2597]:957[957]
330706	819-465	0	8807	-1	63923at6656_407821_0:0053ac|TRINITY_DN85782_c7_g3_i3|-|146|2.368e-37|1|355|819|819[819]:355[355]:465[465]
236782	215-216	0	14660	-1	137050at6656_6669_0:00011c|TRINITY_DN88542_c1_g1_i1|-|115|5.086e-28|1|0|215|215[215]:0[0]:216[216]
205828	458-456	0	7956	-1	2148at6656_418985_0:0001cc|TRINITY_DN52946_c0_g2_i1|-|159|2.891e-41|1|3|458|458[458]:3[3]:456[456]
513661	133+306	0	531	1	63193at6656_168631_0:002082|TRINITY_DN85454_c9_g1_i4|+|85|5.461e-19|1|133|438|133[133]:438[438]:306[306]
513665	2755-510	0	15060	-1	78254at6656_114398_0:0042b7|TRINITY_DN85726_c7_g1_i3|-|42|4.803e-06|1|2246|2755|2755[2755]:2246[2246]:510[510]
403630	210+642	0	616	1	80693at6656_88015_0:002e10|TRINITY_DN81655_c9_g1_i5|+|53|2.345e-09|1|210|851|210[210]:851[851]:642[642]
403630	1077+762	0	9335	1	22358at6656_114398_0:002012|TRINITY_DN81655_c9_g1_i5|+|199|2.629e-53|1|1077|1838|1077[1077]:1838[1838]:762[762]
403636	576+2083	0	4439	1	15200at6656_7539_0:0030ef|TRINITY_DN91867_c8_g1_i12|+|747|2.854e-218|2|576|2658|576[576]:1982[1982]:1407[1407]|2605[2611]:2658[2658]:54[48]
128799	435-405	0	12351	-1	85509at6656_32264_0:001e66|TRINITY_DN90406_c11_g1_i2|-|50|1.876e-08|1|31|435|435[435]:31[31]:405[405]
238641	360+1053	0	11549	1	63193at6656_41427_0:00202e|TRINITY_DN85405_c6_g1_i4|+|151|7.4e-39|1|360|1412|360[360]:1412[1412]:1053[1053]
238740	1464-712	0	397	-1	24459at6656_7536_0:0039dc|TRINITY_DN91107_c7_g1_i2|-|202|3.286e-54|2|753|1464|1464[1464]:1246[1246]:219[219]|1079[1076]:753[753]:327[324]
532703	747-552	0	4048	-1	77987at6656_7536_0:00482b|TRINITY_DN73426_c15_g1_i1|-|95|5.333e-22|1|196|747|747[747]:196[196]:552[552]
418260	4+234	0	986	1	150765at6656_1049336_0:000ef3|TRINITY_DN90134_c4_g1_i1|+|137|1.212e-34|2|4|237|4[4]:72[72]:69[69]|76[76]:237[237]:162[162]
146793	3461-822	0	21288	-1	84925at6656_91411_0:000321|TRINITY_DN89393_c3_g3_i4|-|48|7.505e-08|1|2640|3461|3461[3461]:2640[2640]:822[822]
36685	8591-513	0	20450	-1	53993at6656_1155016_0:00126f|TRINITY_DN92075_c5_g1_i5|-|49|3.752e-08|1|8079|8591|8591[8591]:8079[8079]:513[513]
55303	654+561	0	3514	1	109724at6656_418985_0:001ee5|TRINITY_DN92334_c8_g4_i10|+|46|3.002e-07|1|654|1214|654[654]:1214[1214]:561[561]
73409	3628-783	0	9569	-1	81292at6656_1155016_0:002c93|TRINITY_DN78428_c7_g3_i2|-|76|2.796e-16|1|2846|3628|3628[3628]:2846[2846]:783[783]
511356	1+222	0	14726	1	148134at6656_38123_0:00090a|TRINITY_DN88509_c6_g1_i1|+|115|5.086e-28|1|1|222|1[1]:222[222]:222[222]
458656	2042-246	0	11628	-1	80693at6656_1218281_0:0015f5|TRINITY_DN77745_c8_g1_i2|-|48|7.505e-08|1|1797|2042|2042[2042]:1797[1797]:246[246]
458656	2357-285	0	16528	-1	101349at6656_56086_0:000e8b|TRINITY_DN77745_c8_g1_i2|-|39|3.843e-05|1|2073|2357|2357[2357]:2073[2073]:285[285]
458873	461+753	0	8365	1	118527at6656_13037_0:002815|TRINITY_DN92724_c1_g1_i3|+|310|1.013e-86|1|461|1213|461[461]:1213[1213]:753[753]
459031	134+501	0	7875	1	150765at6656_28612_0:004c30|TRINITY_DN84204_c13_g1_i2|+|58|7.329e-11|1|134|634|134[134]:634[634]:501[501]
385297	1737-336	0	3916	-1	45131at6656_108931_0:001866|TRINITY_DN74606_c10_g1_i7|-|35|0.0006148|1|1402|1737|1737[1737]:1402[1402]:336[336]
403760	221+696	0	21267	1	81292at6656_69319_0:001c43|TRINITY_DN82216_c10_g1_i1|+|68|7.157e-14|1|221|916|221[221]:916[916]:696[696]
403768	1501-747	0	9994	-1	16648at6656_143995_0:00296d|TRINITY_DN72780_c15_g2_i2|-|244|7.473e-67|1|755|1501|1501[1501]:755[755]:747[747]
92311	127+633	0	2039	1	90931at6656_199890_0:001f63|TRINITY_DN71438_c0_g1_i1|+|103|2.083e-24|1|127|759|127[127]:759[759]:633[633]
293570	104+213	0	4885	1	109484at6656_43151_0:00269f|TRINITY_DN74816_c7_g1_i6|+|55|5.863e-10|1|104|316|104[104]:316[316]:213[213]
311918	2046-1164	0	13035	-1	85103at6656_535359_0:000276|TRINITY_DN90349_c8_g1_i1|-|138|6.062e-35|1|883|2046|2046[2046]:883[883]:1164[1164]
165130	3601-975	0	4295	-1	132340at6656_54969_0:0029cc|TRINITY_DN72653_c10_g1_i2|-|82|4.368e-18|1|2627|3601|3601[3601]:2627[2627]:975[975]
165134	298+492	0	20912	1	147657at6656_136037_0:001853|TRINITY_DN88198_c15_g1_i4|+|61|9.161e-12|1|298|789|298[298]:789[789]:492[492]
256822	3444-438	0	17125	-1	78254at6656_315563_0:002327|TRINITY_DN84769_c7_g1_i13|-|230|1.224e-62|1|3007|3444|3444[3444]:3007[3007]:438[438]
238487	15+1681	0	497	1	55036at6656_294128_0:0047f7|TRINITY_DN91097_c8_g1_i2|+|527|4.808e-152|2|15|1695|15[15]:227[227]:213[213]|460[460]:1695[1695]:1236[1236]
238957	900-666	0	6217	-1	102321at6656_1629725_0:001035|TRINITY_DN69800_c0_g2_i1|-|91|8.532e-21|1|235|900|900[900]:235[235]:666[666]
464703	381-381	0	6694	-1	54527at6656_13249_0:002cd1|TRINITY_DN75674_c0_g1_i10|-|57|1.466e-10|1|1|381|381[381]:1[1]:381[381]
495331	96+924	0	11373	1	16648at6656_6973_0:006ca6|TRINITY_DN89619_c0_g2_i5|+|145|4.736e-37|1|96|1019|96[96]:1019[1019]:924[924]
513714	90+654	0	21285	1	84925at6656_30023_0:001693|TRINITY_DN72935_c10_g4_i1|+|40|1.921e-05|1|90|743|90[90]:743[743]:654[654]
513719	310+1287	0	10319	1	98544at6656_114398_0:001dd2|TRINITY_DN69119_c0_g1_i1|+|124|9.933e-31|1|310|1596|310[310]:1596[1596]:1287[1287]
18442	1397-750	0	10954	-1	83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i5|-|38|7.685e-05|1|648|1397|1397[1397]:648[648]:750[750]
18445	1015+678	0	3301	1	66299at6656_121225_0:00095d|TRINITY_DN79770_c2_g1_i4|+|156|2.313e-40|1|1015|1692|1015[1015]:1692[1692]:678[678]
110955	368+267	0	4355	1	141163at6656_378494_0:0007a0|TRINITY_DN80745_c14_g5_i1|+|123|1.987e-30|1|368|634|368[368]:634[634]:267[267]
110101	952-530	0	14288	-1	60750at6656_6973_0:005470|TRINITY_DN89781_c5_g1_i9|-|39|3.843e-05|2|423|952|952[952]:776[776]:177[177]|509[509]:423[423]:87[87]
110264	704+672	0	2613	1	66299at6656_438503_0:00286c|TRINITY_DN70560_c0_g1_i2|+|153|1.85e-39|1|704|1375|704[704]:1375[1375]:672[672]
110069	2924-1527	0	383	-1	22358at6656_1507135_0:00034b|TRINITY_DN93337_c2_g1_i8|-|136|2.425e-34|1|1398|2924|2924[2924]:1398[1398]:1527[1527]
270225	51+204	0	10239	1	77987at6656_13249_0:003117|TRINITY_DN53507_c0_g1_i1|+|96|2.666e-22|1|51|254|51[51]:254[254]:204[204]
441094	117+150	0	4885	1	109484at6656_43151_0:00269f|TRINITY_DN73404_c9_g3_i1|+|65|5.726e-13|1|117|266|117[117]:266[266]:150[150]
73468	1357-378	0	13238	-1	131751at6656_48709_0:0023ba|TRINITY_DN89658_c2_g1_i11|-|68|7.157e-14|1|980|1357|1357[1357]:980[980]:378[378]
326825	235-159	0	4885	-1	109484at6656_43151_0:00269f|TRINITY_DN84786_c0_g1_i1|-|81|8.737e-18|1|77|235|235[235]:77[77]:159[159]
330249	856+420	0	16385	1	68491at6656_1629725_0:000e35|TRINITY_DN89800_c11_g2_i1|+|57|1.466e-10|1|856|1275|856[856]:1275[1275]:420[420]
458803	1354-762	0	9335	-1	22358at6656_114398_0:002012|TRINITY_DN91330_c6_g1_i3|-|166|2.258e-43|1|593|1354|1354[1354]:593[593]:762[762]
458803	1213-141	0	12087	-1	22358at6656_1218281_0:0010fc|TRINITY_DN91330_c6_g1_i3|-|53|2.345e-09|1|1073|1213|1213[1213]:1073[1073]:141[141]
366995	483+1038	0	4295	1	132340at6656_54969_0:0029cc|TRINITY_DN87701_c11_g4_i12|+|160|1.445e-41|1|483|1520|483[483]:1520[1520]:1038[1038]
348542	2846-1329	0	12142	-1	33187at6656_6850_0:00397f|TRINITY_DN83031_c10_g6_i1|-|127|1.242e-31|1|1518|2846|2846[2846]:1518[1518]:1329[1329]
205495	227+150	0	4885	1	109484at6656_43151_0:00269f|TRINITY_DN88300_c8_g1_i1|+|85|5.461e-19|1|227|376|227[227]:376[376]:150[150]
403771	1555-1299	0	7435	-1	66299at6656_62625_0:001567|TRINITY_DN83738_c12_g2_i1|-|653|5.652e-190|1|257|1555|1555[1555]:257[257]:1299[1299]
577218	0+192	0	4885	1	109484at6656_43151_0:00269f|TRINITY_DN82866_c1_g1_i1|+|123|1.987e-30|1|0|191|0[0]:191[191]:192[192]
283937	54+195	0	12146	1	33794at6656_378494_0:001f81|TRINITY_DN93389_c3_g2_i1|+|83|2.184e-18|1|54|248|54[54]:248[248]:195[195]
110253	1659-987	0	13614	-1	63193at6656_69820_0:001aee|TRINITY_DN72377_c8_g1_i4|-|155|4.625e-40|1|673|1659|1659[1659]:673[673]:987[987]
238875	902-468	0	21330	-1	98544at6656_6958_0:000ec0|TRINITY_DN72994_c8_g4_i1|-|99|3.333e-23|1|435|902|902[902]:435[435]:468[468]
220238	505+588	0	1306	1	81292at6656_166361_0:000e63|TRINITY_DN87015_c16_g1_i4|+|53|2.345e-09|1|505|1092|505[505]:1092[1092]:588[588]
184962	54+579	0	1323	1	84169at6656_126957_0:001006|TRINITY_DN93286_c1_g1_i1|+|377|6.862e-107|1|54|632|54[54]:632[632]:579[579]
385229	3018-1335	0	3194	-1	33187at6656_72036_0:002194|TRINITY_DN77880_c18_g1_i4|-|163|1.807e-42|1|1684|3018|3018[3018]:1684[1684]:1335[1335]
422035	401+1029	0	11786	1	113668at6656_136037_0:00184c|TRINITY_DN71058_c0_g2_i1|+|160|1.445e-41|1|401|1429|401[401]:1429[1429]:1029[1029]
422339	604-276	0	12983	-1	76812at6656_52283_0:00265b|TRINITY_DN74124_c12_g1_i4|-|40|1.921e-05|1|329|604|604[604]:329[329]:276[276]
