knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN78644_c14_g3_i2	TRINITY_DN89982_c0_g1_i2
TRINITY_DN89600_c0_g1_i7	TRINITY_DN90515_c1_g1_i10
TRINITY_DN89012_c11_g1_i2	TRINITY_DN90515_c1_g1_i5
TRINITY_DN74429_c11_g3_i1	TRINITY_DN83265_c6_g1_i8
TRINITY_DN89600_c0_g1_i5	TRINITY_DN84920_c15_g3_i2
TRINITY_DN92343_c5_g1_i5	TRINITY_DN91634_c1_g1_i11
TRINITY_DN86973_c5_g1_i1	TRINITY_DN89079_c0_g1_i4
TRINITY_DN80418_c10_g1_i3	TRINITY_DN86114_c3_g1_i4
TRINITY_DN87024_c0_g1_i6	TRINITY_DN89982_c0_g1_i1
TRINITY_DN71732_c15_g1_i3	TRINITY_DN85149_c1_g1_i1
TRINITY_DN92998_c1_g2_i1	TRINITY_DN93288_c11_g1_i4
TRINITY_DN90492_c0_g1_i3	TRINITY_DN84528_c1_g1_i1
TRINITY_DN80418_c10_g1_i11	TRINITY_DN91634_c1_g1_i1
TRINITY_DN87024_c0_g1_i4	TRINITY_DN89166_c2_g1_i1
TRINITY_DN75427_c0_g2_i1	TRINITY_DN83265_c6_g1_i5
TRINITY_DN86973_c7_g1_i1	TRINITY_DN76831_c11_g2_i1
TRINITY_DN71732_c15_g1_i1	TRINITY_DN93288_c12_g1_i1
TRINITY_DN93145_c2_g1_i2	TRINITY_DN77075_c3_g1_i6
TRINITY_DN90813_c1_g1_i3	TRINITY_DN90515_c1_g1_i1
TRINITY_DN88960_c5_g2_i1	TRINITY_DN89641_c0_g1_i1
TRINITY_DN92440_c0_g1_i2	TRINITY_DN82891_c2_g1_i10
TRINITY_DN80418_c10_g1_i2	TRINITY_DN71644_c3_g1_i6
TRINITY_DN72829_c0_g1_i7	TRINITY_DN90711_c0_g1_i1
TRINITY_DN81229_c3_g1_i1	TRINITY_DN89641_c0_g1_i4
TRINITY_DN88471_c2_g3_i1	TRINITY_DN84821_c0_g1_i8
TRINITY_DN74491_c8_g1_i9	TRINITY_DN77942_c12_g1_i2
TRINITY_DN87940_c7_g3_i2	TRINITY_DN92063_c1_g1_i4
TRINITY_DN86973_c3_g1_i4	TRINITY_DN90706_c1_g1_i1
TRINITY_DN90492_c0_g2_i1	TRINITY_DN90225_c1_g1_i1
TRINITY_DN92998_c1_g1_i1	TRINITY_DN84338_c7_g1_i1
TRINITY_DN72829_c0_g2_i1	TRINITY_DN92810_c0_g2_i8
TRINITY_DN73324_c6_g1_i2	TRINITY_DN90565_c1_g1_i5
TRINITY_DN92957_c3_g1_i5	TRINITY_DN77289_c15_g2_i1
TRINITY_DN89600_c0_g1_i2	TRINITY_DN51726_c0_g1_i1
TRINITY_DN72829_c0_g1_i3	TRINITY_DN91090_c0_g1_i2
TRINITY_DN88471_c2_g2_i8	TRINITY_DN83140_c0_g1_i14
TRINITY_DN81229_c4_g1_i6	TRINITY_DN74035_c8_g3_i1
TRINITY_DN83407_c11_g1_i1	TRINITY_DN81998_c5_g2_i3
TRINITY_DN86973_c3_g1_i2	TRINITY_DN86485_c0_g4_i1
TRINITY_DN90300_c6_g4_i1	TRINITY_DN85889_c11_g1_i1
TRINITY_DN88471_c2_g3_i2	TRINITY_DN75244_c14_g1_i9
TRINITY_DN81229_c1_g1_i1	TRINITY_DN90711_c0_g2_i2
TRINITY_DN74491_c8_g1_i8	TRINITY_DN92810_c0_g2_i3
TRINITY_DN71732_c15_g1_i2	TRINITY_DN87286_c10_g1_i2
TRINITY_DN89600_c0_g1_i12	TRINITY_DN89079_c0_g1_i2
TRINITY_DN90492_c0_g1_i2	TRINITY_DN91634_c1_g1_i9
TRINITY_DN90492_c0_g1_i4	TRINITY_DN91575_c4_g1_i10
TRINITY_DN86287_c12_g1_i1	TRINITY_DN72776_c0_g2_i1
TRINITY_DN89212_c6_g1_i1	TRINITY_DN86114_c3_g1_i3
TRINITY_DN86973_c2_g1_i3	TRINITY_DN81547_c0_g1_i1
TRINITY_DN78740_c10_g1_i4	TRINITY_DN76855_c13_g1_i2
TRINITY_DN85088_c9_g1_i2	TRINITY_DN89608_c1_g1_i7
TRINITY_DN93748_c7_g3_i2	TRINITY_DN92810_c0_g2_i6
TRINITY_DN86973_c2_g1_i2	TRINITY_DN85290_c15_g2_i3
TRINITY_DN80418_c10_g1_i5	TRINITY_DN90565_c0_g3_i1
TRINITY_DN88471_c2_g2_i4	TRINITY_DN88958_c9_g2_i1
TRINITY_DN93723_c1_g4_i2	TRINITY_DN73052_c14_g1_i5
TRINITY_DN82695_c4_g1_i7	TRINITY_DN83140_c0_g1_i1
TRINITY_DN88363_c10_g2_i4	TRINITY_DN85970_c0_g1_i5
TRINITY_DN81229_c4_g1_i7	TRINITY_DN72369_c2_g1_i2
TRINITY_DN90492_c0_g1_i1	TRINITY_DN92063_c1_g1_i5
TRINITY_DN91064_c7_g1_i3	TRINITY_DN90308_c2_g1_i11
TRINITY_DN88471_c2_g2_i6	TRINITY_DN91691_c6_g1_i1
TRINITY_DN91054_c6_g1_i2	TRINITY_DN89641_c0_g1_i3
TRINITY_DN89999_c0_g1_i6	TRINITY_DN89079_c0_g1_i17
TRINITY_DN84709_c6_g2_i6	TRINITY_DN92612_c5_g1_i1
TRINITY_DN85470_c13_g1_i1	TRINITY_DN91575_c4_g1_i5
TRINITY_DN90839_c8_g1_i4	TRINITY_DN80501_c9_g3_i1
TRINITY_DN81229_c2_g1_i1	TRINITY_DN89769_c2_g1_i3
TRINITY_DN92387_c6_g3_i2	TRINITY_DN81619_c1_g1_i10
TRINITY_DN93748_c7_g3_i5	TRINITY_DN91773_c2_g1_i7
TRINITY_DN89789_c6_g2_i4	TRINITY_DN91467_c15_g1_i1
TRINITY_DN92115_c10_g1_i6	TRINITY_DN90125_c11_g1_i1
TRINITY_DN86448_c12_g1_i9	TRINITY_DN76458_c10_g1_i1
