knockdown_PmSTAT_WSSV_infection-UP	WSSV_infection-UP
TRINITY_DN92575_c5_g5_i1	TRINITY_DN80947_c0_g1_i8
TRINITY_DN86722_c7_g1_i4	TRINITY_DN79974_c0_g2_i8
TRINITY_DN89208_c0_g1_i6	TRINITY_DN92073_c7_g1_i2
TRINITY_DN88471_c2_g3_i2	TRINITY_DN85768_c21_g1_i5
TRINITY_DN92375_c7_g1_i3	TRINITY_DN91852_c8_g2_i4
TRINITY_DN92052_c4_g1_i8	TRINITY_DN92057_c1_g1_i8
TRINITY_DN92343_c5_g1_i4	TRINITY_DN76831_c11_g2_i1
TRINITY_DN92958_c1_g1_i12	TRINITY_DN85878_c16_g2_i3
TRINITY_DN75844_c7_g4_i1	TRINITY_DN81829_c8_g1_i2
TRINITY_DN83957_c6_g2_i1	TRINITY_DN86021_c5_g5_i5
TRINITY_DN90269_c3_g2_i4	TRINITY_DN84821_c0_g1_i7
TRINITY_DN79105_c8_g3_i4	TRINITY_DN93556_c6_g1_i10
TRINITY_DN87574_c7_g1_i4	TRINITY_DN81098_c13_g1_i2
TRINITY_DN84319_c14_g1_i2	TRINITY_DN89667_c8_g1_i9
TRINITY_DN92958_c1_g1_i15	TRINITY_DN91335_c7_g2_i1
TRINITY_DN92221_c13_g1_i1	TRINITY_DN84130_c4_g2_i19
TRINITY_DN90886_c11_g1_i4	TRINITY_DN93124_c1_g1_i6
TRINITY_DN88134_c5_g8_i3	TRINITY_DN93239_c4_g1_i6
TRINITY_DN91729_c1_g2_i4	TRINITY_DN91147_c9_g1_i6
TRINITY_DN92752_c8_g1_i3	TRINITY_DN92810_c0_g2_i4
TRINITY_DN91045_c7_g1_i9	TRINITY_DN80219_c1_g1_i3
TRINITY_DN89789_c6_g2_i1	TRINITY_DN89599_c4_g1_i14
TRINITY_DN93274_c0_g2_i2	TRINITY_DN75871_c6_g2_i4
TRINITY_DN88746_c2_g1_i9	TRINITY_DN82218_c12_g1_i3
TRINITY_DN86818_c0_g1_i10	TRINITY_DN76633_c3_g1_i5
TRINITY_DN92777_c8_g3_i1	TRINITY_DN73225_c14_g1_i2
TRINITY_DN87846_c3_g2_i6	TRINITY_DN92073_c7_g1_i3
TRINITY_DN88555_c12_g1_i4	TRINITY_DN93367_c10_g1_i8
TRINITY_DN81229_c1_g1_i1	TRINITY_DN89594_c2_g1_i10
TRINITY_DN86374_c11_g1_i7	TRINITY_DN84111_c7_g1_i3
TRINITY_DN91287_c13_g1_i6	TRINITY_DN84628_c8_g2_i2
TRINITY_DN88474_c12_g1_i5	TRINITY_DN90630_c9_g1_i10
TRINITY_DN92821_c7_g1_i24	TRINITY_DN91597_c4_g1_i2
TRINITY_DN93431_c4_g1_i9	TRINITY_DN81647_c4_g2_i8
TRINITY_DN88471_c2_g3_i1	TRINITY_DN86555_c12_g1_i2
TRINITY_DN83127_c12_g2_i4	TRINITY_DN86105_c5_g1_i2
TRINITY_DN88471_c2_g1_i2	TRINITY_DN71090_c0_g1_i3
TRINITY_DN85155_c7_g1_i2	TRINITY_DN92568_c9_g1_i3
TRINITY_DN89012_c11_g1_i4	TRINITY_DN85370_c12_g1_i1
TRINITY_DN89212_c9_g4_i1	TRINITY_DN88565_c11_g2_i2
TRINITY_DN81229_c3_g1_i1	TRINITY_DN79132_c6_g1_i5
TRINITY_DN81229_c4_g1_i6	TRINITY_DN92832_c2_g1_i1
TRINITY_DN75048_c6_g1_i4	TRINITY_DN89641_c5_g1_i1
TRINITY_DN91430_c9_g1_i12	TRINITY_DN87677_c11_g3_i2
TRINITY_DN88327_c12_g1_i7	TRINITY_DN90876_c10_g1_i2
TRINITY_DN87259_c12_g1_i1	TRINITY_DN90933_c10_g1_i1
TRINITY_DN83372_c13_g1_i1	TRINITY_DN92066_c5_g1_i9
TRINITY_DN80418_c10_g1_i2	TRINITY_DN82401_c2_g1_i12
TRINITY_DN85954_c16_g2_i2	TRINITY_DN89680_c4_g1_i10
TRINITY_DN80418_c10_g1_i5	TRINITY_DN91078_c3_g2_i3
TRINITY_DN77929_c11_g1_i4	TRINITY_DN83596_c8_g1_i9
TRINITY_DN88471_c2_g2_i4	TRINITY_DN77880_c18_g1_i4
TRINITY_DN87769_c12_g1_i8	TRINITY_DN81313_c5_g1_i1
TRINITY_DN80047_c2_g1_i1	TRINITY_DN92846_c9_g1_i6
TRINITY_DN91501_c1_g6_i3	TRINITY_DN93024_c5_g1_i4
TRINITY_DN73711_c8_g4_i4	TRINITY_DN88584_c3_g2_i4
TRINITY_DN77526_c6_g1_i10	TRINITY_DN83010_c0_g2_i2
TRINITY_DN93374_c3_g1_i1	TRINITY_DN88490_c2_g1_i3
TRINITY_DN88474_c12_g1_i7	TRINITY_DN88709_c6_g1_i2
TRINITY_DN88852_c8_g1_i9	TRINITY_DN90655_c15_g1_i7
TRINITY_DN74806_c8_g1_i1	TRINITY_DN80849_c9_g1_i5
TRINITY_DN86666_c3_g2_i6	TRINITY_DN85661_c6_g1_i14
TRINITY_DN86545_c5_g1_i10	TRINITY_DN92101_c10_g1_i2
TRINITY_DN92317_c7_g1_i10	TRINITY_DN75937_c2_g2_i2
TRINITY_DN92026_c2_g1_i27	TRINITY_DN79349_c7_g1_i1
TRINITY_DN93103_c3_g1_i8	TRINITY_DN88761_c14_g1_i4
TRINITY_DN92072_c10_g1_i2	TRINITY_DN77312_c10_g1_i2
TRINITY_DN82231_c1_g1_i2	TRINITY_DN87940_c7_g3_i1
TRINITY_DN82695_c4_g1_i7	TRINITY_DN83957_c6_g2_i7
TRINITY_DN80691_c4_g1_i3	TRINITY_DN88547_c9_g1_i3
TRINITY_DN88471_c2_g1_i1	TRINITY_DN76039_c13_g4_i1
TRINITY_DN91843_c5_g1_i8	TRINITY_DN89390_c1_g1_i8
TRINITY_DN90697_c8_g1_i2	TRINITY_DN88497_c0_g1_i10
