#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
138659at6656_294128_0:002cbc|TRINITY_DN76908_c11_g1_i1:84-767|-    -            228 138659at6656         -            202   6.2e-89  295.8  26.3   1   1   5.9e-91   9.3e-89  295.2  26.3     2   202     3   228     2   228 0.90 -
138659at6656_136037_0:001d07|TRINITY_DN76908_c11_g1_i5:347-937|-   -            197 138659at6656         -            202   2.5e-78  261.2  22.5   1   1   1.9e-80   2.9e-78  260.9  22.5     2   175     7   197     6   197 0.92 -
138659at6656_6973_0:002df5|TRINITY_DN76908_c11_g1_i3:120-488|-     -            123 138659at6656         -            202   1.8e-56  189.8   1.1   1   1   1.3e-58   2.1e-56  189.6   1.1     2   110     7   118     6   121 0.95 -
138659at6656_7004_0:004df6|TRINITY_DN76908_c11_g1_i2:84-428|-      -            115 138659at6656         -            202   2.4e-25   88.1  31.3   1   1   2.8e-27   4.4e-25   87.3  31.3   110   202     1   115     1   115 0.82 -
138659at6656_7004_0:004df6|TRINITY_DN76908_c11_g1_i4:347-586|-     -             80 138659at6656         -            202   5.1e-17   61.0  20.2   1   1   3.8e-19     6e-17   60.8  20.2   110   175     1    80     1    80 0.83 -
113641at6656_407821_0:001031|TRINITY_DN76929_c10_g1_i1:191-382|+   -             64 138659at6656         -            202   1.5e-11   43.2   1.6   1   1   9.9e-14   1.6e-11   43.1   1.6    39    93     3    60     1    63 0.84 -
113641at6656_407821_0:001031|TRINITY_DN76929_c10_g1_i3:70-261|+    -             64 138659at6656         -            202   1.5e-11   43.2   1.6   1   1   9.9e-14   1.6e-11   43.1   1.6    39    93     3    60     1    63 0.84 -
113641at6656_7213_0:001730|TRINITY_DN80290_c13_g1_i4:1437-2561|-   -            375 138659at6656         -            202     2e-09   36.2   0.1   1   1   1.3e-11     2e-09   36.2   0.1    38    92     5    62     3    72 0.87 -
113641at6656_6973_0:00266f|TRINITY_DN80290_c13_g1_i2:645-2315|-    -            557 138659at6656         -            202   3.6e-09   35.3   0.2   1   2   2.3e-11   3.6e-09   35.3   0.2    38    92     5    62     3    71 0.87 -
113641at6656_6973_0:00266f|TRINITY_DN80290_c13_g1_i2:645-2315|-    -            557 138659at6656         -            202   3.6e-09   35.3   0.2   2   2         2   3.2e+02   -0.4   1.4   147   171   491   515   469   523 0.71 -
134776at6656_211228_0:000dfa|TRINITY_DN92324_c7_g2_i4:122-385|+    -             88 138659at6656         -            202   6.3e-09   34.6   0.1   1   1   4.3e-11   6.8e-09   34.4   0.1    45    93    28    75    10    80 0.87 -
134776at6656_211228_0:000dfa|TRINITY_DN92324_c7_g2_i5:122-385|+    -             88 138659at6656         -            202   6.3e-09   34.6   0.1   1   1   4.3e-11   6.8e-09   34.4   0.1    45    93    28    75    10    80 0.87 -
134776at6656_108931_0:003cf7|TRINITY_DN92324_c7_g2_i2:1024-1290|+  -             89 138659at6656         -            202   7.1e-09   34.4   0.2   1   1   5.3e-11   8.3e-09   34.2   0.2    45    93    29    76    16    81 0.86 -
113641at6656_407821_0:001031|TRINITY_DN80760_c11_g1_i1:1119-1298|+ -             60 138659at6656         -            202   1.2e-08   33.7   0.0   1   1   7.8e-11   1.2e-08   33.6   0.0    46    93    12    57     1    59 0.84 -
113641at6656_407821_0:001031|TRINITY_DN80760_c11_g1_i2:2570-2749|+ -             60 138659at6656         -            202   1.2e-08   33.7   0.0   1   1   7.8e-11   1.2e-08   33.6   0.0    46    93    12    57     1    59 0.84 -
113641at6656_407821_0:001031|TRINITY_DN80760_c11_g1_i3:735-914|+   -             60 138659at6656         -            202   1.2e-08   33.7   0.0   1   1   7.8e-11   1.2e-08   33.6   0.0    46    93    12    57     1    59 0.84 -
67166at6656_6973_0:0045f2|TRINITY_DN90439_c8_g1_i8:176-697|-       -            174 138659at6656         -            202   2.8e-08   32.5   0.1   1   1   2.9e-10   4.6e-08   31.7   0.1    33    93    51   110    42   114 0.85 -
77976at6656_294128_0:001145|TRINITY_DN86507_c13_g1_i2:553-1578|-   -            342 138659at6656         -            202   5.7e-08   31.4   0.4   1   1   5.7e-10     9e-08   30.8   0.4    43   102    22    80    13    86 0.85 -
77976at6656_6958_0:000d21|TRINITY_DN93485_c13_g1_i7:5364-5741|-    -            126 138659at6656         -            202   2.2e-07   29.5   0.9   1   1     2e-09   3.1e-07   29.0   0.6    36    94    19    77    15   102 0.78 -
77976at6656_6958_0:000d21|TRINITY_DN93485_c13_g1_i9:6638-7015|-    -            126 138659at6656         -            202   2.2e-07   29.5   0.9   1   1     2e-09   3.1e-07   29.0   0.6    36    94    19    77    15   102 0.78 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i11:378-611|+    -             78 138659at6656         -            202   2.5e-07   29.3   0.2   1   1   1.7e-09   2.7e-07   29.2   0.2    38    94     4    61     2    74 0.80 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i1:378-611|+     -             78 138659at6656         -            202   2.5e-07   29.3   0.2   1   1   1.7e-09   2.7e-07   29.2   0.2    38    94     4    61     2    74 0.80 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i3:378-611|+     -             78 138659at6656         -            202   2.5e-07   29.3   0.2   1   1   1.7e-09   2.7e-07   29.2   0.2    38    94     4    61     2    74 0.80 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i6:378-611|+     -             78 138659at6656         -            202   2.5e-07   29.3   0.2   1   1   1.7e-09   2.7e-07   29.2   0.2    38    94     4    61     2    74 0.80 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i9:378-611|+     -             78 138659at6656         -            202   2.5e-07   29.3   0.2   1   1   1.7e-09   2.7e-07   29.2   0.2    38    94     4    61     2    74 0.80 -
113641at6656_407821_0:001031|TRINITY_DN85094_c13_g4_i1:156-359|+   -             68 138659at6656         -            202     3e-07   29.1   0.0   1   1   2.1e-09   3.4e-07   28.9   0.0    47    94    19    64     5    67 0.85 -
113641at6656_407821_0:001031|TRINITY_DN85094_c13_g4_i3:156-359|+   -             68 138659at6656         -            202     3e-07   29.1   0.0   1   1   2.1e-09   3.4e-07   28.9   0.0    47    94    19    64     5    67 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i11:97-1869|-    -            591 138659at6656         -            202   3.6e-07   28.8   0.1   1   1   2.2e-09   3.6e-07   28.8   0.1    33    93    92   151    83   155 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i4:333-2294|-    -            654 138659at6656         -            202   4.1e-07   28.6   0.1   1   1   2.6e-09   4.1e-07   28.6   0.1    33    93    92   151    83   155 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i12:193-2433|-   -            747 138659at6656         -            202   4.8e-07   28.4   0.1   1   1   3.1e-09   4.8e-07   28.4   0.1    33    93    92   151    83   155 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i2:193-2448|-    -            752 138659at6656         -            202   4.9e-07   28.4   0.1   1   1   3.1e-09   4.9e-07   28.4   0.1    33    93    97   156    88   160 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i15:203-2467|-   -            755 138659at6656         -            202   4.9e-07   28.4   0.1   1   1   3.1e-09   4.9e-07   28.4   0.1    33    93   100   159    91   163 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i7:267-2531|-    -            755 138659at6656         -            202   4.9e-07   28.4   0.1   1   1   3.1e-09   4.9e-07   28.4   0.1    33    93   100   159    91   163 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i9:247-2511|-    -            755 138659at6656         -            202   4.9e-07   28.4   0.1   1   1   3.1e-09   4.9e-07   28.4   0.1    33    93   100   159    91   163 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i1:267-2546|-    -            760 138659at6656         -            202     5e-07   28.4   0.1   1   1   3.1e-09     5e-07   28.4   0.1    33    93   105   164    96   168 0.85 -
67166at6656_294128_0:00400f|TRINITY_DN90439_c8_g1_i3:247-2526|-    -            760 138659at6656         -            202     5e-07   28.4   0.1   1   1   3.1e-09     5e-07   28.4   0.1    33    93   105   164    96   168 0.85 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i12:378-719|+    -            114 138659at6656         -            202   7.1e-07   27.9   0.2   1   1   5.4e-09   8.5e-07   27.6   0.2    38    94     4    61     2    74 0.80 -
77976at6656_438502_0:005159|TRINITY_DN88261_c8_g1_i7:378-719|+     -            114 138659at6656         -            202   7.1e-07   27.9   0.2   1   1   5.4e-09   8.5e-07   27.6   0.2    38    94     4    61     2    74 0.80 -
92854at6656_7130_0:0035e5|TRINITY_DN91123_c1_g2_i2:3520-4365|-     -            282 138659at6656         -            202   1.2e-06   27.1   0.0   1   2   7.5e-09   1.2e-06   27.1   0.0    36   100    36   101    33   126 0.85 -
