#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
112645at6656_103372_0:00094d|TRINITY_DN86376_c13_g1_i4:29-673|+    -            215 112645at6656         -            165   1.7e-96  319.6   0.9   1   1   3.4e-98   2.1e-96  319.3   0.9     1   165     6   180     6   180 0.97 -
112645at6656_294128_0:001007|TRINITY_DN86376_c13_g1_i3:29-670|+    -            214 112645at6656         -            165   7.8e-96  317.4   0.9   1   1   1.5e-97   9.1e-96  317.2   0.9     1   165     6   180     6   180 0.96 -
109444at6656_7493_0:0020db|TRINITY_DN83440_c3_g1_i2:101-646|+      -            182 112645at6656         -            165   1.7e-51  173.2   0.2   1   1   3.4e-53   2.1e-51  172.9   0.2     2   159    13   179    12   181 0.92 -
109444at6656_7493_0:0020db|TRINITY_DN83440_c3_g1_i3:101-646|+      -            182 112645at6656         -            165   1.7e-51  173.2   0.2   1   1   3.4e-53   2.1e-51  172.9   0.2     2   159    13   179    12   181 0.92 -
115208at6656_218467_0:00181b|TRINITY_DN74909_c15_g1_i1:84-710|+    -            209 112645at6656         -            165   1.2e-50  170.4   0.3   1   1   2.4e-52   1.5e-50  170.2   0.3     5   159     1   164     1   169 0.93 -
109444at6656_218467_0:004042|TRINITY_DN78023_c5_g1_i3:13-600|+     -            196 112645at6656         -            165   6.7e-50  168.0   1.0   1   1   1.3e-51   7.8e-50  167.8   1.0     2   160     5   172     4   177 0.91 -
112645at6656_294128_0:001007|TRINITY_DN80461_c7_g1_i2:109-678|+    -            190 112645at6656         -            165   4.8e-49  165.3   0.2   1   1   9.5e-51   5.8e-49  165.0   0.2     3   158     1   165     1   171 0.94 -
112645at6656_680683_0:002d9a|TRINITY_DN76122_c15_g1_i2:111-698|+   -            196 112645at6656         -            165   5.9e-47  158.5   0.0   1   1   1.2e-48   7.3e-47  158.2   0.0     2   156     5   168     4   176 0.92 -
109444at6656_411798_0:001745|TRINITY_DN74974_c9_g4_i2:1711-2226|-  -            172 112645at6656         -            165     7e-46  155.0   0.5   1   1   1.3e-47   8.2e-46  154.7   0.5     2   154     4   165     3   171 0.91 -
109444at6656_48709_0:001f1b|TRINITY_DN88378_c10_g2_i1:367-975|+    -            203 112645at6656         -            165   4.9e-42  142.5   0.6   1   1   9.5e-44   5.8e-42  142.2   0.6     2   157    13   175    12   184 0.87 -
112645at6656_126957_0:00182d|TRINITY_DN79132_c6_g1_i7:209-715|-    -            169 112645at6656         -            165     2e-41  140.5   0.0   1   1   3.7e-43   2.2e-41  140.3   0.0     1   159     1   167     1   169 0.89 -
112645at6656_52283_0:000bbf|TRINITY_DN79132_c6_g1_i1:3600-4193|-   -            198 112645at6656         -            165   3.4e-41  139.7   0.0   1   1   6.7e-43   4.1e-41  139.5   0.0     1   158     1   166     1   172 0.89 -
112645at6656_52283_0:000bbf|TRINITY_DN79132_c6_g1_i2:3600-4193|-   -            198 112645at6656         -            165   3.4e-41  139.7   0.0   1   1   6.7e-43   4.1e-41  139.5   0.0     1   158     1   166     1   172 0.89 -
112645at6656_52283_0:000bbf|TRINITY_DN79132_c6_g1_i5:3599-4192|-   -            198 112645at6656         -            165   3.4e-41  139.7   0.0   1   1   6.7e-43   4.1e-41  139.5   0.0     1   158     1   166     1   172 0.89 -
112645at6656_52283_0:000bbf|TRINITY_DN79132_c6_g1_i8:3600-4193|-   -            198 112645at6656         -            165   3.4e-41  139.7   0.0   1   1   6.7e-43   4.1e-41  139.5   0.0     1   158     1   166     1   172 0.89 -
112645at6656_1041015_0:000f0c|TRINITY_DN80461_c7_g1_i1:88-471|+    -            128 112645at6656         -            165   4.5e-41  139.3   0.1   1   1   8.3e-43   5.1e-41  139.2   0.1     2   118     7   128     6   128 0.96 -
112645at6656_54969_0:001d91|TRINITY_DN77566_c2_g2_i4:116-601|-     -            162 112645at6656         -            165   1.2e-40  138.0   0.3   1   1   2.4e-42   1.4e-40  137.7   0.3     8   157     1   159     1   161 0.90 -
112645at6656_54969_0:001d91|TRINITY_DN77566_c2_g2_i9:435-920|-     -            162 112645at6656         -            165   1.2e-40  138.0   0.3   1   1   2.4e-42   1.4e-40  137.7   0.3     8   157     1   159     1   161 0.90 -
112645at6656_13164_0:0032c6|TRINITY_DN77566_c2_g2_i2:2114-2725|-   -            204 112645at6656         -            165   1.8e-40  137.4   0.4   1   1   4.4e-42   2.7e-40  136.8   0.4     8   158     1   160     1   165 0.90 -
